year,direction,country,value_usd
2022,Exports,WESTERN SAHARA (SPANISH SAHARA),333438
2022,Exports,SERBIA,295479
2022,Exports,HEARD AND MCDONALD ISLAND,275545
2022,Exports,CAMBODIA,145384
2022,Exports,ICELAND,134049
2022,Exports,VIRGIN ISLANDS (U.S.),109105
2022,Exports,ESTONIA,106197
2022,Exports,UNITED ARAB EMIRATES,99449
2022,Exports,NORWAY,92433
2022,Exports,ANDORRA,89028
2022,Exports,COLOMBIA,65092
2022,Exports,ARGENTINA,57181
2022,Exports,AFGHANISTAN,46538
2022,Exports,PERU,37479
2022,Exports,SLOVENIA,36443
2022,Exports,GREENLAND,23374
2022,Exports,CROATIA,16052
2022,Exports,TOGO,15359
2022,Exports,MYANMAR,13001
2022,Exports,CAMEROON,7480
2022,Exports,OMAN,6700
2022,Exports,MAURITIUS,6400
2022,Exports,BRUNEI DARUSSALAM,5649
2022,Exports,CHILE,5263
2022,Exports,DOMINICAN REPUBLIC,4277
2022,Exports,BANGLADESH,4276
2022,Exports,GUYANA,4200
2022,Exports,MALAWI,2914
2022,Exports,UKRAINE (UKRAINIAN S.S.R.),2284
2022,Exports,SRI LANKA (CEYLON),2158
2022,Exports,"MICRONESIA, FEDERATED STATES OF",1500
2022,Exports,QATAR,1141
2022,Exports,CHANNEL ISLANDS,823
2022,Exports,"MALDIVES, REP. OF",735
2022,Exports,FIJI,661
2022,Exports,KAZAKHSTAN,615
2022,Exports,REUNION,383
2022,Exports,TAJIKISTAN,356
2022,Exports,"MOLDOVA, REPUBLIC OF",266
2022,Exports,BOSNIA AND HERZEGOVINA,101
2022,Imports,TAIWAN,3082425669
2022,Imports,JAPAN,1587027580
2022,Imports,UNITED STATES,1448662209
2022,Imports,SINGAPORE,1121588712
2022,Imports,CHINA,1085190398
2022,Imports,"KOREA, REP. (SOUTH)",774304748
2022,Imports,HONG KONG,606230586
2022,Imports,MALAYSIA,369739066
2022,Imports,THAILAND,327425897
2022,Imports,UNITED KINGDOM,234725207
2022,Imports,ITALY,137627449
2022,Imports,GERMANY,87231475
2022,Imports,SWITZERLAND,47610298
2022,Imports,FRANCE,44909194
2022,Imports,AUSTRIA,28468681
2022,Imports,RUSSIA,12707359
2022,Imports,NETHERLANDS,12537848
2022,Imports,NORWAY,11054940
2022,Imports,CANADA,8321185
2022,Imports,MEXICO,7747886
2022,Imports,BRAZIL,3336900
2022,Imports,MALTA,2031891
2022,Imports,VIETNAM,1765751
2022,Imports,INDONESIA,1330951
2022,Imports,CZECH REPUBLIC,1277770
2022,Imports,AUSTRALIA,1186524
2022,Imports,IRELAND,953655
2022,Imports,INDIA,925097
2022,Imports,SWEDEN,523889
2022,Imports,SLOVENIA,398434
2022,Imports,BELGIUM,324908
2022,Imports,ROMANIA,314273
2022,Imports,ISRAEL,295080
2022,Imports,"SOUTH AFRICA, REP. OF",251992
2022,Imports,MOROCCO,163591
2022,Imports,HUNGARY,121132
2022,Imports,SPAIN,109418
2022,Imports,ARGENTINA,92596
2022,Imports,SLOVAKIA,47785
2022,Imports,POLAND,40381
2022,Imports,PORTUGAL,35482
2022,Imports,DENMARK,31597
2022,Imports,LITHUANIA,31525
2022,Imports,COSTA RICA,18896
2022,Imports,MYANMAR,11017
2022,Imports,CAMEROON,7641
2022,Imports,FINLAND,7302
2022,Imports,"JAMAICA (EXCLUDES CAYMAN IS.,TURKS,CAICOS)",4926
2022,Imports,DOMINICAN REPUBLIC,4559
2022,Imports,NIGER,4392
2022,Imports,ALGERIA,4010
2022,Imports,ALBANIA,4002
2022,Imports,UNITED ARAB EMIRATES,2538
2022,Imports,UKRAINE (UKRAINIAN S.S.R.),2310
2022,Imports,ST. HELENA,2249
2022,Imports,ESTONIA,2067
2022,Imports,BULGARIA,1640
2022,Imports,NEW ZEALAND,1302
2022,Imports,BRUNEI DARUSSALAM,1287
2022,Imports,EL SALVADOR,1282
2022,Imports,TURKEY,1254
2022,Imports,GREECE,1184
2022,Imports,"PAKISTAN, ISLAMIC REP. OF",1115
2022,Imports,LUXEMBOURG,1037
2022,Imports,CAMBODIA,1030
2022,Imports,CAPE VERDE,897
2022,Imports,"HONDURAS, REPUBLIC OF",744
2022,Imports,SRI LANKA (CEYLON),694
2022,Imports,ANDORRA,339
2022,Imports,SIERRA LEONE,168
2022,Imports,EGYPT ARAB REPUBLIC,146
2022,Imports,BANGLADESH,60
2023,Exports,HONG KONG,5256890157
2023,Exports,CHINA,2472730069
2023,Exports,UNITED STATES,2352260816
2023,Exports,NETHERLANDS,1829005229
2023,Exports,JAPAN,1664260836
2023,Exports,TAIWAN,1230166702
2023,Exports,SINGAPORE,1187320950
2023,Exports,GERMANY,965978578
2023,Exports,MALAYSIA,830585736
2023,Exports,"KOREA, REP. (SOUTH)",772429356
2023,Exports,THAILAND,674041856
2023,Exports,FRANCE,427779532
2023,Exports,MEXICO,424236322
2023,Exports,VIETNAM,283080719
2023,Exports,UNITED KINGDOM,113874629
2023,Exports,INDIA,109334657
2023,Exports,AUSTRIA,105932153
2023,Exports,ISRAEL,89840533
2023,Exports,HUNGARY,61512649
2023,Exports,CZECH REPUBLIC,38636171
2023,Exports,POLAND,38604073
2023,Exports,ROMANIA,33910012
2023,Exports,CANADA,28770224
2023,Exports,BELGIUM,22502684
2023,Exports,IRELAND,16995148
2023,Exports,AUSTRALIA,16804877
2023,Exports,SWITZERLAND,13523610
2023,Exports,BRAZIL,12243497
2023,Exports,ITALY,11437289
2023,Exports,INDONESIA,9838451
2023,Exports,PORTUGAL,9120452
2023,Exports,"MACEDONIA, THE FORMER YUGOSLAV REP. OF",8789104
2023,Exports,BULGARIA,7436940
2023,Exports,SERBIA,7354635
2023,Exports,SPAIN,6872708
2023,Exports,TUNISIA,6455748
2023,Exports,SWEDEN,5689839
2023,Exports,"SOUTH AFRICA, REP. OF",5603569
2023,Exports,SLOVAKIA,5119380
2023,Exports,MACAU,4411698
2023,Exports,MOROCCO,4082100
2023,Exports,FINLAND,3490570
2023,Exports,DENMARK,3419181
2023,Exports,LUXEMBOURG,2514400
2023,Exports,EGYPT ARAB REPUBLIC,2114230
2023,Exports,DOMINICAN REPUBLIC,1614577
2023,Exports,MALTA,1449288
2023,Exports,NEW ZEALAND,1143059
2023,Exports,TURKEY,1073319
2023,Exports,NORWAY,1041190
2023,Exports,ICELAND,1021345
2023,Exports,COSTA RICA,771183
2023,Exports,AFGHANISTAN,682358
2023,Exports,VIRGIN ISLANDS (U.S.),597099
2023,Exports,LITHUANIA,554596
2023,Exports,"HONDURAS, REPUBLIC OF",487748
2023,Exports,NETHERLANDS ANTILLES,348260
2023,Exports,RUSSIA,298044
2023,Exports,MONTENEGRO,207272
2023,Exports,UNITED ARAB EMIRATES,160540
2023,Exports,SLOVENIA,139463
2023,Exports,CHILE,96333
2023,Exports,ERITREA,89238
2023,Exports,DJIBOUTI (AFFARS & ISSAS),76815
2023,Exports,COLOMBIA,75967
2023,Exports,"MICRONESIA, FEDERATED STATES OF",67460
2023,Exports,TAJIKISTAN,48652
2023,Exports,ESTONIA,47986
2023,Exports,GREECE,33966
2023,Exports,CHANNEL ISLANDS,19686
2023,Exports,CROATIA,15709
2023,Exports,ARGENTINA,14725
2023,Exports,ECUADOR,14537
2023,Exports,PAPUA NEW GUINEA,9845
2023,Exports,KAZAKHSTAN,9360
2023,Exports,CAMBODIA,9258
2023,Exports,MAURITIUS,7700
2023,Exports,QATAR,5877
2023,Exports,URUGUAY,4230
2023,Exports,SRI LANKA (CEYLON),4112
2023,Exports,SWAZILAND (ESWATINI),2255
2023,Exports,U.S. MINOR OUTLYING ISLANDS,1590
2023,Exports,BOSNIA AND HERZEGOVINA,1082
2023,Exports,CHAD,750
2023,Exports,UKRAINE (UKRAINIAN S.S.R.),643
2023,Exports,REUNION,541
2023,Exports,ALGERIA,420
2023,Exports,MYANMAR,372
2023,Exports,"MOLDOVA, REPUBLIC OF",143
2023,Exports,PERU,53
2023,Exports,KENYA,41
2023,Imports,TAIWAN,2025765410
2023,Imports,UNITED STATES,1440166184
2023,Imports,JAPAN,1335752661
2023,Imports,CHINA,997704699
2023,Imports,"KOREA, REP. (SOUTH)",876394510
2023,Imports,SINGAPORE,776884729
2023,Imports,MALAYSIA,540068949
2023,Imports,HONG KONG,445548221
2023,Imports,THAILAND,281772869
2023,Imports,UNITED KINGDOM,189920372
2023,Imports,ITALY,120567711
2023,Imports,GERMANY,103680232
2023,Imports,ISRAEL,47775943
2023,Imports,SWITZERLAND,40752220
2023,Imports,FRANCE,40011219
2023,Imports,NETHERLANDS,27178729
2023,Imports,AUSTRIA,25610673
2023,Imports,MEXICO,10993451
2023,Imports,RUSSIA,10166045
2023,Imports,CANADA,3925493
2023,Imports,CZECH REPUBLIC,3694992
2023,Imports,VIETNAM,2630363
2023,Imports,AUSTRALIA,1974652
2023,Imports,IRELAND,1742419
2023,Imports,MALTA,1542245
2023,Imports,SLOVENIA,1376148
2023,Imports,INDIA,1305603
2023,Imports,UNITED ARAB EMIRATES,529258
2023,Imports,BELGIUM,416517
2023,Imports,DENMARK,381253
2023,Imports,INDONESIA,266092
2023,Imports,SPAIN,217318
2023,Imports,SLOVAKIA,181494
2023,Imports,POLAND,164706
2023,Imports,"SOUTH AFRICA, REP. OF",140418
2023,Imports,HUNGARY,127187
2023,Imports,MOROCCO,74673
2023,Imports,ROMANIA,68224
2023,Imports,BULGARIA,65567
2023,Imports,LITHUANIA,41513
2023,Imports,BRAZIL,41244
2023,Imports,PORTUGAL,35204
2023,Imports,SERBIA,31603
2023,Imports,COSTA RICA,27669
2023,Imports,SRI LANKA (CEYLON),26125
2023,Imports,SWEDEN,23224
2023,Imports,NEW ZEALAND,20676
2023,Imports,ALBANIA,20671
2023,Imports,ESTONIA,18365
2023,Imports,NORWAY,11637
2023,Imports,FINLAND,9058
2023,Imports,DOMINICAN REPUBLIC,4629
2023,Imports,LUXEMBOURG,3675
2023,Imports,SIERRA LEONE,3467
2023,Imports,GREECE,3348
2023,Imports,CAMBODIA,3155
2023,Imports,TUNISIA,2725
2023,Imports,MACAU,2536
2023,Imports,TURKEY,2151
2023,Imports,EGYPT ARAB REPUBLIC,2063
2023,Imports,SYRIAN ARAB REPUBLIC,1950
2023,Imports,LIECHTENSTEIN,1667
2023,Imports,SEYCHELLES REPUBLIC,1117
2023,Imports,GHANA,1106
2023,Imports,CROATIA,802
2023,Imports,MYANMAR,484
2023,Imports,BRUNEI DARUSSALAM,415
2023,Imports,ST. HELENA,344
2023,Imports,EL SALVADOR,340
2023,Imports,"MADAGASCAR, DEMOCRATIC REP. OF",309
2023,Imports,REUNION,36
2024,Exports,HONG KONG,4721572145
2024,Exports,CHINA,2056525809
2024,Exports,UNITED STATES,1640888195
2024,Exports,TAIWAN,1284636957
2024,Exports,NETHERLANDS,1208126314
2024,Exports,JAPAN,1167969589
2024,Exports,SINGAPORE,921653809
2024,Exports,GERMANY,710841044
2024,Exports,MALAYSIA,674377117
2024,Exports,"KOREA, REP. (SOUTH)",619211156
2024,Exports,THAILAND,545883543
2024,Exports,VIETNAM,309221973
2024,Exports,MEXICO,296482633
2024,Exports,FRANCE,134515750
2024,Exports,INDIA,93167794
2024,Exports,ISRAEL,82645965
2024,Exports,AUSTRIA,77897164
2024,Exports,UNITED KINGDOM,64205045
2024,Exports,ROMANIA,29914403
2024,Exports,CANADA,27682637
2024,Exports,POLAND,25214927
2024,Exports,HUNGARY,24375186
2024,Exports,IRELAND,15900319
2024,Exports,BRAZIL,15238400
2024,Exports,CZECH REPUBLIC,14046519
2024,Exports,"MACEDONIA, THE FORMER YUGOSLAV REP. OF",12113061
2024,Exports,MALTA,12065780
2024,Exports,AUSTRALIA,11976033
2024,Exports,SPAIN,11765446
2024,Exports,BELGIUM,9256520
2024,Exports,SWITZERLAND,9086072
2024,Exports,INDONESIA,9064535
2024,Exports,SERBIA,6796955
2024,Exports,TUNISIA,6068550
2024,Exports,ESTONIA,5415785
2024,Exports,"SOUTH AFRICA, REP. OF",5160348
2024,Exports,TURKEY,5038193
2024,Exports,ITALY,3695756
2024,Exports,SLOVAKIA,3659234
2024,Exports,LUXEMBOURG,3572785
2024,Exports,FINLAND,3531776
2024,Exports,BULGARIA,3126707
2024,Exports,MOROCCO,3121360
2024,Exports,SWEDEN,2965911
2024,Exports,MACAU,2952613
2024,Exports,EGYPT ARAB REPUBLIC,2882320
2024,Exports,DENMARK,2378008
2024,Exports,PORTUGAL,1856408
2024,Exports,"HONDURAS, REPUBLIC OF",1647632
2024,Exports,CHAD,1155680
2024,Exports,COSTA RICA,1053987
2024,Exports,NEW ZEALAND,854933
2024,Exports,ICELAND,833382
2024,Exports,LITHUANIA,796380
2024,Exports,NORWAY,673973
2024,Exports,CHILE,502022
2024,Exports,DOMINICAN REPUBLIC,344140
2024,Exports,HAITI,269645
2024,Exports,JORDAN,250099
2024,Exports,SLOVENIA,224537
2024,Exports,UNITED ARAB EMIRATES,193517
2024,Exports,COLOMBIA,93502
2024,Exports,NETHERLANDS ANTILLES,59054
2024,Exports,SYRIAN ARAB REPUBLIC,40021
2024,Exports,SRI LANKA (CEYLON),33685
2024,Exports,"MICRONESIA, FEDERATED STATES OF",28506
2024,Exports,TURKMENISTAN,26600
2024,Exports,RUSSIA,21056
2024,Exports,VIRGIN ISLANDS (U.S.),15759
2024,Exports,"MARSHALL ISLANDS, REP. OF",10802
2024,Exports,AFGHANISTAN,9688
2024,Exports,CROATIA,7951
2024,Exports,CAMBODIA,5452
2024,Exports,ARGENTINA,5112
2024,Exports,ALBANIA,4645
2024,Exports,GREECE,3935
2024,Exports,ARMENIA,2913
2024,Exports,"PAKISTAN, ISLAMIC REP. OF",2263
2024,Exports,UKRAINE (UKRAINIAN S.S.R.),2128
2024,Exports,QATAR,2022
2024,Exports,GEORGIA,623
2024,Exports,BOSNIA AND HERZEGOVINA,559
2024,Exports,CAMEROON,288
2024,Exports,TURKS AND CAICOS ISLANDS,140
2024,Imports,JAPAN,1489581452
2024,Imports,UNITED STATES,1486160876
2024,Imports,TAIWAN,1366146160
2024,Imports,CHINA,1280013726
2024,Imports,"KOREA, REP. (SOUTH)",927269311
2024,Imports,SINGAPORE,763732479
2024,Imports,MALAYSIA,434246895
2024,Imports,HONG KONG,332825857
2024,Imports,THAILAND,242557104
2024,Imports,ITALY,184841698
2024,Imports,UNITED KINGDOM,135106750
2024,Imports,GERMANY,108979182
2024,Imports,ISRAEL,66284161
2024,Imports,SWITZERLAND,41879681
2024,Imports,FRANCE,39454056
2024,Imports,AUSTRIA,31664793
2024,Imports,NETHERLANDS,28310341
2024,Imports,CZECH REPUBLIC,10151122
2024,Imports,RUSSIA,7310414
2024,Imports,CANADA,5610308
2024,Imports,MEXICO,5170342
2024,Imports,VIETNAM,2317171
2024,Imports,DENMARK,1928802
2024,Imports,IRELAND,1416055
2024,Imports,INDONESIA,1045668
2024,Imports,HUNGARY,1007678
2024,Imports,SLOVENIA,1002953
2024,Imports,INDIA,681768
2024,Imports,BELGIUM,588594
2024,Imports,AUSTRALIA,587307
2024,Imports,EL SALVADOR,359024
2024,Imports,SPAIN,266798
2024,Imports,BRAZIL,259609
2024,Imports,UNITED ARAB EMIRATES,182791
2024,Imports,MALTA,172191
2024,Imports,POLAND,165076
2024,Imports,"SOUTH AFRICA, REP. OF",145870
2024,Imports,BULGARIA,142036
2024,Imports,PORTUGAL,123346
2024,Imports,"MACEDONIA, THE FORMER YUGOSLAV REP. OF",121837
2024,Imports,FINLAND,91592
2024,Imports,ROMANIA,73141
2024,Imports,SLOVAKIA,51903
2024,Imports,MOROCCO,47841
2024,Imports,SWEDEN,36634
2024,Imports,COSTA RICA,28313
2024,Imports,ESTONIA,19428
2024,Imports,LITHUANIA,19101
2024,Imports,"MALDIVES, REP. OF",16809
2024,Imports,NORWAY,15236
2024,Imports,CAMBODIA,14754
2024,Imports,CURACAO,14670
2024,Imports,TURKEY,13632
2024,Imports,"JAMAICA (EXCLUDES CAYMAN IS.,TURKS,CAICOS)",11578
2024,Imports,ARMENIA,8150
2024,Imports,GEORGIA,6684
2024,Imports,LUXEMBOURG,5429
2024,Imports,CROATIA,4138
2024,Imports,MACAU,3378
2024,Imports,ALBANIA,2820
2024,Imports,GREECE,2612
2024,Imports,DOMINICAN REPUBLIC,2253
2024,Imports,TUNISIA,2045
2024,Imports,CHILE,1990
2024,Imports,NEW ZEALAND,1462
2024,Imports,TOGO,1203
2024,Imports,SRI LANKA (CEYLON),937
2024,Imports,MONACO,818
2024,Imports,BERMUDA,442
2024,Imports,SERBIA,399
2024,Imports,KAZAKHSTAN,383
2024,Imports,PANAMA,215
2024,Imports,MYANMAR,199
2024,Imports,LAOS,119
2024,Imports,IRAQ,62
2024,Imports,VIRGIN ISLANDS (U.S.),27
2025,Exports,HONG KONG,7053279546
2025,Exports,CHINA,2558555524
2025,Exports,UNITED STATES,2026934625
2025,Exports,TAIWAN,1899811650
2025,Exports,GERMANY,1505019690
2025,Exports,JAPAN,1382375777
2025,Exports,NETHERLANDS,1361537060
2025,Exports,SINGAPORE,1306320125
2025,Exports,MALAYSIA,1196370306
2025,Exports,"KOREA, REP. (SOUTH)",770551101
2025,Exports,THAILAND,691171001
2025,Exports,MEXICO,497971754
2025,Exports,VIETNAM,432163468
2025,Exports,INDIA,128945023
2025,Exports,ISRAEL,114840439
2025,Exports,AUSTRIA,87396315
2025,Exports,UNITED KINGDOM,74428771
2025,Exports,CZECH REPUBLIC,40403766
2025,Exports,ROMANIA,34300825
2025,Exports,NORWAY,33275736
2025,Exports,CANADA,32040862
2025,Exports,POLAND,30044179
2025,Exports,AUSTRALIA,22890642
2025,Exports,MALTA,21976391
2025,Exports,MACAU,21539401
2025,Exports,HUNGARY,20359966
2025,Exports,IRELAND,19417410
2025,Exports,BRAZIL,17011007
2025,Exports,SWITZERLAND,15136109
2025,Exports,TURKEY,13044763
2025,Exports,FRANCE,12964184
2025,Exports,INDONESIA,11121733
2025,Exports,ESTONIA,10675808
2025,Exports,"MACEDONIA, THE FORMER YUGOSLAV REP. OF",8092430
2025,Exports,BELGIUM,6669076
2025,Exports,TUNISIA,5657687
2025,Exports,SERBIA,5589147
2025,Exports,SLOVAKIA,5558961
2025,Exports,"SOUTH AFRICA, REP. OF",5486903
2025,Exports,SPAIN,5051879
2025,Exports,MOROCCO,4863074
2025,Exports,ITALY,4019952
2025,Exports,PORTUGAL,3210026
2025,Exports,UKRAINE (UKRAINIAN S.S.R.),3141722
2025,Exports,FINLAND,2525268
2025,Exports,DENMARK,2030058
2025,Exports,SWEDEN,1874620
2025,Exports,CHAD,1758750
2025,Exports,EGYPT ARAB REPUBLIC,1756246
2025,Exports,BULGARIA,1702066
2025,Exports,DOMINICAN REPUBLIC,1522855
2025,Exports,COSTA RICA,1405041
2025,Exports,NEW ZEALAND,1251097
2025,Exports,ICELAND,868992
2025,Exports,"HONDURAS, REPUBLIC OF",779681
2025,Exports,AFGHANISTAN,739098
2025,Exports,LITHUANIA,487538
2025,Exports,CHILE,467717
2025,Exports,SRI LANKA (CEYLON),431934
2025,Exports,UNITED ARAB EMIRATES,366616
2025,Exports,LUXEMBOURG,273707
2025,Exports,MALAWI,146370
2025,Exports,SLOVENIA,132049
2025,Exports,ARGENTINA,104281
2025,Exports,BOSNIA AND HERZEGOVINA,63570
2025,Exports,"JAMAICA (EXCLUDES CAYMAN IS.,TURKS,CAICOS)",61335
2025,Exports,CROATIA,59850
2025,Exports,QATAR,53928
2025,Exports,U.S. MINOR OUTLYING ISLANDS,45960
2025,Exports,NETHERLANDS ANTILLES,26046
2025,Exports,COLOMBIA,25263
2025,Exports,MYANMAR,20815
2025,Exports,VIRGIN ISLANDS (U.S.),16978
2025,Exports,VENEZUELA,9483
2025,Exports,PERU,3640
2025,Exports,"PAKISTAN, ISLAMIC REP. OF",3511
2025,Exports,CYPRUS,3093
2025,Exports,CAMBODIA,2396
2025,Exports,FAEROE ISLANDS,810
2025,Exports,ALBANIA,425
2025,Exports,SENEGAL,411
2025,Exports,GREECE,181
2025,Exports,SAUDI ARABIA,76
2025,Exports,SWAZILAND (ESWATINI),42
2025,Imports,CHINA,2081225064
2025,Imports,TAIWAN,1764727615
2025,Imports,JAPAN,1542598110
2025,Imports,UNITED STATES,1539285615
2025,Imports,"KOREA, REP. (SOUTH)",1188718510
2025,Imports,SINGAPORE,879335310
2025,Imports,MALAYSIA,521868662
2025,Imports,HONG KONG,379185190
2025,Imports,THAILAND,328871792
2025,Imports,ITALY,161787143
2025,Imports,GERMANY,149111289
2025,Imports,UNITED KINGDOM,138786179
2025,Imports,FRANCE,96660020
2025,Imports,ISRAEL,69066489
2025,Imports,SWITZERLAND,59616027
2025,Imports,NETHERLANDS,33509561
2025,Imports,AUSTRIA,31760516
2025,Imports,VIETNAM,29596394
2025,Imports,INDONESIA,18887423
2025,Imports,RUSSIA,9595286
2025,Imports,MEXICO,8787024
2025,Imports,CZECH REPUBLIC,6406376
2025,Imports,CANADA,6303082
2025,Imports,IRELAND,3513652
2025,Imports,INDIA,3268234
2025,Imports,AUSTRALIA,2156454
2025,Imports,SPAIN,1671637
2025,Imports,HUNGARY,1407260
2025,Imports,UNITED ARAB EMIRATES,1112845
2025,Imports,BELGIUM,681271
2025,Imports,POLAND,680955
2025,Imports,BRAZIL,641230
2025,Imports,PORTUGAL,582274
2025,Imports,DENMARK,497938
2025,Imports,CROATIA,302425
2025,Imports,TURKEY,299622
2025,Imports,BULGARIA,291514
2025,Imports,MOROCCO,233211
2025,Imports,FINLAND,230127
2025,Imports,LITHUANIA,219900
2025,Imports,ETHIOPIA,203674
2025,Imports,ROMANIA,180981
2025,Imports,SWEDEN,167761
2025,Imports,SLOVAKIA,165600
2025,Imports,MALTA,151623
2025,Imports,"SOUTH AFRICA, REP. OF",79297
2025,Imports,SLOVENIA,70137
2025,Imports,SRI LANKA (CEYLON),65484
2025,Imports,SERBIA,63858
2025,Imports,CAMBODIA,59171
2025,Imports,NEW ZEALAND,53904
2025,Imports,COSTA RICA,46919
2025,Imports,EL SALVADOR,46065
2025,Imports,TUNISIA,31938
2025,Imports,MACAU,29001
2025,Imports,QATAR,16080
2025,Imports,NORWAY,14295
2025,Imports,ESTONIA,12515
2025,Imports,JORDAN,11926
2025,Imports,DOMINICAN REPUBLIC,7393
2025,Imports,GREECE,7038
2025,Imports,BRUNEI DARUSSALAM,6160
2025,Imports,"PAKISTAN, ISLAMIC REP. OF",5424
2025,Imports,CHILE,4281
2025,Imports,UKRAINE (UKRAINIAN S.S.R.),3096
2025,Imports,LUXEMBOURG,2368
2025,Imports,BOSNIA AND HERZEGOVINA,2327
2025,Imports,SAUDI ARABIA,1390
2025,Imports,SIERRA LEONE,1121
2025,Imports,MYANMAR,1082
2025,Imports,"JAMAICA (EXCLUDES CAYMAN IS.,TURKS,CAICOS)",1055
2025,Imports,HAITI,794
2025,Imports,ST. LUCIA,666
2025,Imports,ICELAND,486
2025,Imports,"MACEDONIA, THE FORMER YUGOSLAV REP. OF",416
2025,Imports,VENEZUELA,404
2025,Imports,LIECHTENSTEIN,175
2025,Imports,BHUTAN,123
