year,direction,country,mineral_type,value_usd
2015,Imports,SINGAPORE,Gold (7108),11236949
2015,Imports,BULGARIA,Copper (74),9621680
2015,Imports,"PAKISTAN, ISLAMIC REP. OF",Mineral fuels (27),9373523
2015,Imports,"KOREA, REP. (SOUTH)",Nickel (75),8860800
2015,Imports,INDONESIA,"Salt, stone & earths (25)",7804529
2015,Imports,UNITED STATES,"Lead, zinc & tin (78-80)",7372804
2015,Imports,GERMANY,Mineral fuels (27),7074496
2015,Imports,TAIWAN,"Lead, zinc & tin (78-80)",6711766
2015,Imports,MALAYSIA,"Salt, stone & earths (25)",6412874
2015,Imports,ALGERIA,Mineral fuels (27),6107866
2015,Imports,JAPAN,Metal ores & concentrates (26),4408190
2015,Imports,JAPAN,Nickel (75),4355801
2015,Imports,UNITED STATES,"Salt, stone & earths (25)",4131314
2015,Imports,"CONGO, REP. OF",Mineral fuels (27),3957597
2015,Imports,VIETNAM,"Lead, zinc & tin (78-80)",3353191
2015,Imports,INDIA,"Salt, stone & earths (25)",3340982
2015,Imports,PERU,Copper (74),3121176
2015,Imports,GERMANY,Copper (74),3049019
2015,Imports,SINGAPORE,Copper (74),2900012
2015,Imports,INDIA,Metal ores & concentrates (26),2897370
2015,Imports,CHINA,"Lead, zinc & tin (78-80)",2895908
2015,Imports,TAIWAN,Metal ores & concentrates (26),2756938
2015,Imports,"KOREA, REP. (SOUTH)",Gold (7108),2621527
2015,Imports,UNITED STATES,Copper (74),2294634
2015,Imports,JAPAN,Gold (7108),2253800
2015,Imports,HONG KONG,"Lead, zinc & tin (78-80)",2174999
2015,Imports,INDIA,Copper (74),1996780
2015,Imports,VIETNAM,Copper (74),1939919
2015,Imports,SINGAPORE,"Lead, zinc & tin (78-80)",1737416
2015,Imports,CAMBODIA,"Salt, stone & earths (25)",1702931
2015,Imports,CANADA,"Lead, zinc & tin (78-80)",1700976
2015,Imports,THAILAND,"Lead, zinc & tin (78-80)",1417829
2015,Imports,CHINA,Nickel (75),1416389
2015,Imports,EGYPT ARAB REPUBLIC,Mineral fuels (27),1404813
2015,Imports,UNITED ARAB EMIRATES,"Salt, stone & earths (25)",1397251
2015,Imports,IRAN,Mineral fuels (27),1366734
2015,Imports,SWITZERLAND,Mineral fuels (27),1278581
2015,Imports,AUSTRIA,"Lead, zinc & tin (78-80)",1263844
2015,Imports,AUSTRALIA,"Lead, zinc & tin (78-80)",1209472
2015,Imports,HONG KONG,Mineral fuels (27),1195965
2015,Imports,TAIWAN,Nickel (75),1175358
2015,Imports,BANGLADESH,Metal ores & concentrates (26),1169769
2015,Imports,CYPRUS,Mineral fuels (27),1069525
2015,Imports,NEW ZEALAND,Mineral fuels (27),950947
2015,Imports,MEXICO,Copper (74),936519
2015,Imports,AUSTRALIA,Copper (74),921329
2015,Imports,OMAN,"Salt, stone & earths (25)",905889
2015,Imports,UNITED ARAB EMIRATES,"Lead, zinc & tin (78-80)",848950
2015,Imports,NETHERLANDS,Mineral fuels (27),848909
2015,Imports,RUSSIA,"Salt, stone & earths (25)",839874
2015,Imports,"KOREA, DPR (NORTH)","Lead, zinc & tin (78-80)",775504
2015,Imports,TURKEY,Copper (74),775377
2015,Imports,SPAIN,Copper (74),719398
2015,Imports,CHINA,Gold (7108),641315
2015,Imports,THAILAND,Metal ores & concentrates (26),634770
2015,Imports,ITALY,Copper (74),522260
2015,Imports,INDIA,"Lead, zinc & tin (78-80)",506873
2015,Imports,SAUDI ARABIA,Copper (74),503425
2015,Imports,FRANCE,Mineral fuels (27),491886
2015,Imports,UNITED STATES,Nickel (75),491524
2015,Imports,OMAN,Mineral fuels (27),429526
2015,Imports,CZECH REPUBLIC,Copper (74),427951
2015,Imports,NETHERLANDS,Copper (74),418900
2015,Imports,SPAIN,Mineral fuels (27),417333
2015,Imports,UNITED KINGDOM,Mineral fuels (27),396045
2015,Imports,BRAZIL,"Salt, stone & earths (25)",388383
2015,Imports,BELGIUM,Mineral fuels (27),352778
2015,Imports,SINGAPORE,Nickel (75),346070
2015,Imports,HONG KONG,Nickel (75),334677
2015,Imports,FRANCE,Nickel (75),333813
2015,Imports,FRANCE,Copper (74),323304
2015,Imports,GERMANY,"Lead, zinc & tin (78-80)",314520
2015,Imports,GERMANY,"Salt, stone & earths (25)",281959
2015,Imports,SWEDEN,Mineral fuels (27),272503
2015,Imports,UNITED KINGDOM,"Salt, stone & earths (25)",270790
2015,Imports,TURKEY,"Salt, stone & earths (25)",242008
2015,Imports,INDIA,Nickel (75),237707
2015,Imports,SINGAPORE,"Salt, stone & earths (25)",203372
2015,Imports,PERU,"Lead, zinc & tin (78-80)",201452
2015,Imports,SWITZERLAND,"Lead, zinc & tin (78-80)",167454
2015,Imports,AZERBAIJAN,"Salt, stone & earths (25)",164419
2015,Imports,NETHERLANDS,"Salt, stone & earths (25)",164233
2015,Imports,UNITED KINGDOM,"Lead, zinc & tin (78-80)",162067
2015,Imports,TURKEY,Mineral fuels (27),158825
2015,Imports,UKRAINE (UKRAINIAN S.S.R.),"Salt, stone & earths (25)",154809
2015,Imports,CANADA,Nickel (75),154306
2015,Imports,INDONESIA,"Lead, zinc & tin (78-80)",149233
2015,Imports,UNITED KINGDOM,Copper (74),135543
2015,Imports,"KOREA, REP. (SOUTH)",Metal ores & concentrates (26),131612
2015,Imports,"SOUTH AFRICA, REP. OF","Salt, stone & earths (25)",128577
2015,Imports,MYANMAR,"Lead, zinc & tin (78-80)",123193
2015,Imports,NEW ZEALAND,Copper (74),121223
2015,Imports,UNITED STATES,Gold (7108),116854
2015,Imports,SWITZERLAND,Copper (74),116635
2015,Imports,HONG KONG,"Salt, stone & earths (25)",116121
2015,Imports,"SOUTH AFRICA, REP. OF",Mineral fuels (27),115042
2015,Imports,UKRAINE (UKRAINIAN S.S.R.),Metal ores & concentrates (26),114152
2015,Imports,"SOUTH AFRICA, REP. OF",Metal ores & concentrates (26),107215
2015,Imports,SWITZERLAND,Nickel (75),105281
2015,Imports,ISRAEL,"Salt, stone & earths (25)",88383
2015,Imports,PORTUGAL,Mineral fuels (27),87131
2015,Imports,ITALY,"Salt, stone & earths (25)",85399
2015,Imports,CANADA,Mineral fuels (27),78164
2015,Imports,KAZAKHSTAN,"Lead, zinc & tin (78-80)",73997
2015,Imports,MEXICO,"Salt, stone & earths (25)",70784
2015,Imports,FRANCE,"Lead, zinc & tin (78-80)",70646
2015,Imports,GERMANY,Nickel (75),69250
2015,Imports,AUSTRIA,"Salt, stone & earths (25)",68019
2015,Imports,NEW ZEALAND,"Salt, stone & earths (25)",61416
2015,Imports,TURKEY,"Lead, zinc & tin (78-80)",59925
2015,Imports,BELGIUM,Metal ores & concentrates (26),53637
2015,Imports,FRANCE,"Salt, stone & earths (25)",51544
2015,Imports,NORWAY,Nickel (75),50788
2015,Imports,FINLAND,"Salt, stone & earths (25)",50502
2015,Imports,NETHERLANDS,Metal ores & concentrates (26),50100
2015,Imports,ARGENTINA,Mineral fuels (27),47063
2015,Imports,UNITED STATES,Metal ores & concentrates (26),44812
2015,Imports,POLAND,"Lead, zinc & tin (78-80)",43383
2015,Imports,BELGIUM,Copper (74),41329
2015,Imports,ECUADOR,Mineral fuels (27),41232
2015,Imports,POLAND,Copper (74),40158
2015,Imports,GERMANY,Gold (7108),36731
2015,Imports,DENMARK,Copper (74),35687
2015,Imports,MALAYSIA,Nickel (75),33551
2015,Imports,BELGIUM,"Salt, stone & earths (25)",31841
2015,Imports,HONG KONG,Metal ores & concentrates (26),31297
2015,Imports,CANADA,"Salt, stone & earths (25)",29856
2015,Imports,MACAU,Copper (74),25727
2015,Imports,SWITZERLAND,"Salt, stone & earths (25)",25716
2015,Imports,FINLAND,Copper (74),23969
2015,Imports,CROATIA,"Salt, stone & earths (25)",21936
2015,Imports,UNITED KINGDOM,Nickel (75),21475
2015,Imports,PORTUGAL,Copper (74),19342
2015,Imports,IRAN,"Salt, stone & earths (25)",13828
2015,Imports,DENMARK,"Lead, zinc & tin (78-80)",13532
2015,Imports,"PAKISTAN, ISLAMIC REP. OF","Salt, stone & earths (25)",11293
2015,Imports,ITALY,"Lead, zinc & tin (78-80)",11255
2015,Imports,GREECE,Mineral fuels (27),10267
2015,Imports,MEXICO,Mineral fuels (27),10173
2015,Imports,EGYPT ARAB REPUBLIC,"Salt, stone & earths (25)",8830
2015,Imports,SPAIN,"Salt, stone & earths (25)",8472
2015,Imports,NEW ZEALAND,Metal ores & concentrates (26),7281
2015,Imports,HUNGARY,Copper (74),6287
2015,Imports,SLOVENIA,Mineral fuels (27),5905
2015,Imports,SRI LANKA (CEYLON),Copper (74),5897
2015,Imports,CANADA,Copper (74),5536
2015,Imports,MALAYSIA,Gold (7108),5514
2015,Imports,HONG KONG,Gold (7108),5318
2015,Imports,UNITED ARAB EMIRATES,Copper (74),5202
2015,Imports,SWITZERLAND,Metal ores & concentrates (26),3853
2015,Imports,FINLAND,Nickel (75),3099
2015,Imports,MYANMAR,Mineral fuels (27),3084
2015,Imports,SINGAPORE,Metal ores & concentrates (26),3079
2015,Imports,AUSTRIA,Copper (74),3039
2015,Imports,DENMARK,Metal ores & concentrates (26),2718
2015,Imports,NETHERLANDS,Nickel (75),2584
2015,Imports,ITALY,Gold (7108),1804
2015,Imports,VIETNAM,Gold (7108),1594
2015,Imports,ISRAEL,Copper (74),1487
2015,Imports,LUXEMBOURG,Gold (7108),1225
2015,Imports,DENMARK,Mineral fuels (27),1204
2015,Imports,AUSTRALIA,Nickel (75),1165
2015,Imports,GEORGIA,Copper (74),1126
2015,Imports,SWITZERLAND,Gold (7108),1095
2015,Imports,UNITED ARAB EMIRATES,Nickel (75),866
2015,Imports,SAUDI ARABIA,"Salt, stone & earths (25)",789
2015,Imports,SWEDEN,Copper (74),777
2015,Imports,SLOVENIA,Copper (74),650
2015,Imports,THAILAND,Nickel (75),648
2015,Imports,MYANMAR,"Salt, stone & earths (25)",537
2015,Imports,SIERRA LEONE,Copper (74),499
2015,Imports,"JAMAICA (EXCLUDES CAYMAN IS.,TURKS,CAICOS)",Copper (74),426
2015,Imports,AUSTRIA,Mineral fuels (27),342
2015,Imports,SWEDEN,"Lead, zinc & tin (78-80)",263
2015,Imports,GREECE,Metal ores & concentrates (26),192
2015,Imports,BELGIUM,Gold (7108),177
2015,Imports,MEXICO,"Lead, zinc & tin (78-80)",168
2015,Imports,NETHERLANDS,"Lead, zinc & tin (78-80)",90
2015,Imports,ITALY,Nickel (75),39
2015,Imports,SPAIN,"Lead, zinc & tin (78-80)",37
2015,Imports,GERMANY,Metal ores & concentrates (26),32
2016,Exports,CHINA,Metal ores & concentrates (26),623662570
2016,Exports,JAPAN,Metal ores & concentrates (26),349786544
2016,Exports,SWITZERLAND,Gold (7108),328375751
2016,Exports,CHINA,Mineral fuels (27),328308757
2016,Exports,JAPAN,Copper (74),308034968
2016,Exports,JAPAN,Nickel (75),233771746
2016,Exports,"KOREA, REP. (SOUTH)",Copper (74),176291138
2016,Exports,"KOREA, REP. (SOUTH)",Mineral fuels (27),162716662
2016,Exports,HONG KONG,Gold (7108),148211262
2016,Exports,"KOREA, REP. (SOUTH)",Metal ores & concentrates (26),115200286
2016,Exports,THAILAND,Mineral fuels (27),110672409
2016,Exports,SINGAPORE,Mineral fuels (27),96793666
2016,Exports,MALAYSIA,Mineral fuels (27),77856711
2016,Exports,HONG KONG,Metal ores & concentrates (26),73160294
2016,Exports,AUSTRALIA,Copper (74),65280696
2016,Exports,AUSTRALIA,Gold (7108),49618742
2016,Exports,TAIWAN,Mineral fuels (27),49050349
2016,Exports,CHINA,Copper (74),48128899
2016,Exports,TAIWAN,Copper (74),33428320
2016,Exports,TAIWAN,Gold (7108),31227097
2016,Exports,CHINA,Gold (7108),21786045
2016,Exports,THAILAND,Copper (74),18696934
2016,Exports,UNITED STATES,Nickel (75),17831482
2016,Exports,JAPAN,Gold (7108),17724980
2016,Exports,INDONESIA,Copper (74),14076913
2016,Exports,INDIA,Metal ores & concentrates (26),12895293
2016,Exports,HONG KONG,Copper (74),12266471
2016,Exports,HONG KONG,Mineral fuels (27),11120320
2016,Exports,VIRGIN ISLANDS (BRITISH),Metal ores & concentrates (26),8830734
2016,Exports,VIETNAM,Copper (74),8049659
2016,Exports,TAIWAN,"Lead, zinc & tin (78-80)",6933620
2016,Exports,INDIA,Gold (7108),6803048
2016,Exports,MALAYSIA,Copper (74),6166257
2016,Exports,"KOREA, DPR (NORTH)",Metal ores & concentrates (26),5991469
2016,Exports,CHINA,"Salt, stone & earths (25)",5734626
2016,Exports,THAILAND,"Lead, zinc & tin (78-80)",5074386
2016,Exports,INDIA,Mineral fuels (27),4596600
2016,Exports,SWITZERLAND,Metal ores & concentrates (26),3568462
2016,Exports,JAPAN,Mineral fuels (27),3492000
2016,Exports,"KOREA, REP. (SOUTH)","Lead, zinc & tin (78-80)",3289787
2016,Exports,JAPAN,"Lead, zinc & tin (78-80)",2959142
2016,Exports,TAIWAN,"Salt, stone & earths (25)",2902203
2016,Exports,MALAYSIA,Gold (7108),2273194
2016,Exports,JAPAN,"Salt, stone & earths (25)",2189515
2016,Exports,CHINA,"Lead, zinc & tin (78-80)",2051457
2016,Exports,"MICRONESIA, FEDERATED STATES OF","Salt, stone & earths (25)",1927747
2016,Exports,AUSTRALIA,Metal ores & concentrates (26),1899331
2016,Exports,INDONESIA,Mineral fuels (27),1483748
2016,Exports,INDIA,"Lead, zinc & tin (78-80)",1417642
2016,Exports,VIETNAM,Mineral fuels (27),1296608
2016,Exports,UNITED STATES,Metal ores & concentrates (26),1243732
2016,Exports,SINGAPORE,Copper (74),1155430
2016,Exports,CAMBODIA,Mineral fuels (27),1085498
2016,Exports,"KOREA, REP. (SOUTH)",Gold (7108),1041594
2016,Exports,MALAYSIA,"Salt, stone & earths (25)",990576
2016,Exports,UNITED STATES,Mineral fuels (27),966460
2016,Exports,MALAYSIA,"Lead, zinc & tin (78-80)",770654
2016,Exports,NIGERIA,Copper (74),736830
2016,Exports,ITALY,Gold (7108),700662
2016,Exports,AUSTRALIA,"Lead, zinc & tin (78-80)",678029
2016,Exports,UNITED STATES,"Salt, stone & earths (25)",553486
2016,Exports,BELGIUM,Mineral fuels (27),535613
2016,Exports,UNITED STATES,Copper (74),447359
2016,Exports,"KOREA, REP. (SOUTH)","Salt, stone & earths (25)",418148
2016,Exports,MALAYSIA,Metal ores & concentrates (26),362514
2016,Exports,CZECH REPUBLIC,Copper (74),316351
2016,Exports,HONG KONG,"Salt, stone & earths (25)",313833
2016,Exports,INDONESIA,"Lead, zinc & tin (78-80)",295868
2016,Exports,"KOREA, DPR (NORTH)","Lead, zinc & tin (78-80)",264855
2016,Exports,BELGIUM,"Lead, zinc & tin (78-80)",263559
2016,Exports,THAILAND,Gold (7108),240792
2016,Exports,VIETNAM,"Lead, zinc & tin (78-80)",239997
2016,Exports,PAPUA NEW GUINEA,Mineral fuels (27),232248
2016,Exports,CANADA,Mineral fuels (27),220528
2016,Exports,GERMANY,Copper (74),204613
2016,Exports,VIETNAM,"Salt, stone & earths (25)",199725
2016,Exports,INDONESIA,"Salt, stone & earths (25)",191633
2016,Exports,BANGLADESH,"Lead, zinc & tin (78-80)",190043
2016,Exports,SINGAPORE,"Salt, stone & earths (25)",168770
2016,Exports,"PALAU, REP. OF","Salt, stone & earths (25)",166500
2016,Exports,SINGAPORE,"Lead, zinc & tin (78-80)",154506
2016,Exports,SINGAPORE,Gold (7108),150708
2016,Exports,GERMANY,"Salt, stone & earths (25)",138337
2016,Exports,BRAZIL,Nickel (75),134780
2016,Exports,VANUATU (NEW HEBRIDES),"Salt, stone & earths (25)",126286
2016,Exports,THAILAND,"Salt, stone & earths (25)",124355
2016,Exports,NEW CALEDONIA,"Salt, stone & earths (25)",122995
2016,Exports,INDIA,Copper (74),111044
2016,Exports,SOLOMON ISLANDS (BRITISH),Mineral fuels (27),89663
2016,Exports,AUSTRALIA,"Salt, stone & earths (25)",81883
2016,Exports,UNITED STATES,"Lead, zinc & tin (78-80)",71068
2016,Exports,INDIA,Nickel (75),59816
2016,Exports,UNITED ARAB EMIRATES,"Salt, stone & earths (25)",57588
2016,Exports,AUSTRALIA,Mineral fuels (27),57323
2016,Exports,TURKEY,Copper (74),56338
2016,Exports,BELGIUM,"Salt, stone & earths (25)",56204
2016,Exports,BRUNEI DARUSSALAM,Mineral fuels (27),51572
2016,Exports,UNITED KINGDOM,"Salt, stone & earths (25)",46928
2016,Exports,CANADA,"Salt, stone & earths (25)",46050
2016,Exports,SRI LANKA (CEYLON),"Salt, stone & earths (25)",36280
2016,Exports,VIETNAM,Metal ores & concentrates (26),35497
2016,Exports,PAPUA NEW GUINEA,"Lead, zinc & tin (78-80)",31792
2016,Exports,LEBANON,Mineral fuels (27),31173
2016,Exports,TAIWAN,Metal ores & concentrates (26),29648
2016,Exports,CHILE,Metal ores & concentrates (26),27000
2016,Exports,HONG KONG,"Lead, zinc & tin (78-80)",25285
2016,Exports,SWITZERLAND,Copper (74),22845
2016,Exports,POLAND,"Salt, stone & earths (25)",21780
2016,Exports,NETHERLANDS,"Salt, stone & earths (25)",21616
2016,Exports,"MARSHALL ISLANDS, REP. OF","Lead, zinc & tin (78-80)",18915
2016,Exports,BELGIUM,Nickel (75),17674
2016,Exports,"MICRONESIA, FEDERATED STATES OF","Lead, zinc & tin (78-80)",17090
2016,Exports,"PAKISTAN, ISLAMIC REP. OF","Salt, stone & earths (25)",16720
2016,Exports,INDONESIA,Gold (7108),12880
2016,Exports,NORTHERN MARIANA ISLANDS,"Salt, stone & earths (25)",9554
2016,Exports,UNITED ARAB EMIRATES,"Lead, zinc & tin (78-80)",9336
2016,Exports,FRANCE,"Salt, stone & earths (25)",9237
2016,Exports,TURKEY,"Salt, stone & earths (25)",9196
2016,Exports,UNITED KINGDOM,Copper (74),8318
2016,Exports,QATAR,"Salt, stone & earths (25)",7434
2016,Exports,DENMARK,"Salt, stone & earths (25)",7150
2016,Exports,SWEDEN,"Lead, zinc & tin (78-80)",5770
2016,Exports,"KOREA, DPR (NORTH)",Mineral fuels (27),5760
2016,Exports,SWITZERLAND,"Lead, zinc & tin (78-80)",5008
2016,Exports,NEW ZEALAND,"Lead, zinc & tin (78-80)",4630
2016,Exports,VIETNAM,Nickel (75),4525
2016,Exports,ISRAEL,"Salt, stone & earths (25)",4281
2016,Exports,FRANCE,Copper (74),3718
2016,Exports,SAUDI ARABIA,Mineral fuels (27),3525
2016,Exports,"KOREA, DPR (NORTH)",Copper (74),3030
2016,Exports,GERMANY,"Lead, zinc & tin (78-80)",3019
2016,Exports,JORDAN,"Salt, stone & earths (25)",2991
2016,Exports,NEW ZEALAND,"Salt, stone & earths (25)",2968
2016,Exports,PANAMA,"Salt, stone & earths (25)",2616
2016,Exports,RUSSIA,"Lead, zinc & tin (78-80)",2393
2016,Exports,ITALY,Copper (74),2178
2016,Exports,SPAIN,"Salt, stone & earths (25)",2000
2016,Exports,AUSTRIA,"Lead, zinc & tin (78-80)",1390
2016,Exports,MEXICO,"Salt, stone & earths (25)",1312
2016,Exports,GERMANY,Mineral fuels (27),910
2016,Exports,ITALY,"Salt, stone & earths (25)",829
2016,Exports,PAPUA NEW GUINEA,Copper (74),555
2016,Exports,FINLAND,"Lead, zinc & tin (78-80)",470
2016,Exports,PACIFIC TRUST TERRITORY,Mineral fuels (27),284
2016,Exports,SINGAPORE,Nickel (75),268
2016,Exports,UNITED STATES,Gold (7108),265
2016,Exports,GERMANY,Nickel (75),255
2016,Exports,BRAZIL,Copper (74),207
2016,Exports,FRANCE,"Lead, zinc & tin (78-80)",200
2016,Exports,RUSSIA,"Salt, stone & earths (25)",168
2016,Exports,IRELAND,Mineral fuels (27),132
2016,Exports,SPAIN,"Lead, zinc & tin (78-80)",101
2016,Exports,ITALY,"Lead, zinc & tin (78-80)",100
2016,Exports,MEXICO,Copper (74),80
2016,Exports,AUSTRIA,Copper (74),50
2016,Exports,NETHERLANDS,Mineral fuels (27),38
2016,Imports,CHINA,Mineral fuels (27),1247539347
2016,Imports,SAUDI ARABIA,Mineral fuels (27),1031589090
2016,Imports,KUWAIT,Mineral fuels (27),1007324631
2016,Imports,INDONESIA,Mineral fuels (27),997363050
2016,Imports,"KOREA, REP. (SOUTH)",Mineral fuels (27),949902686
2016,Imports,SINGAPORE,Mineral fuels (27),671626338
2016,Imports,UNITED ARAB EMIRATES,Mineral fuels (27),522768067
2016,Imports,TAIWAN,Mineral fuels (27),413366046
2016,Imports,MALAYSIA,Mineral fuels (27),399361888
2016,Imports,JAPAN,Mineral fuels (27),270941074
2016,Imports,INDIA,Mineral fuels (27),239657580
2016,Imports,BRAZIL,Metal ores & concentrates (26),224396034
2016,Imports,VIETNAM,"Salt, stone & earths (25)",192230447
2016,Imports,QATAR,Mineral fuels (27),149806241
2016,Imports,JAPAN,Copper (74),137106906
2016,Imports,"KOREA, REP. (SOUTH)",Copper (74),133352731
2016,Imports,INDONESIA,Metal ores & concentrates (26),121679172
2016,Imports,RUSSIA,Mineral fuels (27),114011378
2016,Imports,AUSTRALIA,Mineral fuels (27),110024589
2016,Imports,THAILAND,Mineral fuels (27),87390718
2016,Imports,TAIWAN,Copper (74),87317580
2016,Imports,VIETNAM,Mineral fuels (27),77697473
2016,Imports,THAILAND,Copper (74),77306196
2016,Imports,CHINA,"Salt, stone & earths (25)",76492272
2016,Imports,CHINA,Copper (74),62655129
2016,Imports,TAIWAN,"Salt, stone & earths (25)",57571930
2016,Imports,MALAYSIA,"Lead, zinc & tin (78-80)",56769642
2016,Imports,PAPUA NEW GUINEA,Mineral fuels (27),48926092
2016,Imports,"PAKISTAN, ISLAMIC REP. OF",Mineral fuels (27),43960844
2016,Imports,AUSTRALIA,Metal ores & concentrates (26),39207061
2016,Imports,INDIA,Metal ores & concentrates (26),39003213
2016,Imports,JAPAN,"Lead, zinc & tin (78-80)",37964667
2016,Imports,INDONESIA,Copper (74),34591514
2016,Imports,THAILAND,"Salt, stone & earths (25)",34308192
2016,Imports,"KOREA, REP. (SOUTH)","Salt, stone & earths (25)",33504768
2016,Imports,AUSTRALIA,"Salt, stone & earths (25)",31954088
2016,Imports,SINGAPORE,Gold (7108),31664211
2016,Imports,JAPAN,"Salt, stone & earths (25)",30358274
2016,Imports,MALAYSIA,Copper (74),28743054
2016,Imports,HONG KONG,Copper (74),28508627
2016,Imports,CHILE,Metal ores & concentrates (26),25684792
2016,Imports,"KOREA, DPR (NORTH)",Mineral fuels (27),24378786
2016,Imports,NIGERIA,Mineral fuels (27),24045416
2016,Imports,PERU,Metal ores & concentrates (26),23990341
2016,Imports,UNITED STATES,"Lead, zinc & tin (78-80)",20475834
2016,Imports,OMAN,Mineral fuels (27),20378447
2016,Imports,"KOREA, REP. (SOUTH)","Lead, zinc & tin (78-80)",17634158
2016,Imports,ITALY,Mineral fuels (27),17483796
2016,Imports,UNITED STATES,Mineral fuels (27),16388143
2016,Imports,BULGARIA,Copper (74),16138555
2016,Imports,BRUNEI DARUSSALAM,Mineral fuels (27),13560007
2016,Imports,CANADA,Metal ores & concentrates (26),12432189
2016,Imports,MEXICO,Metal ores & concentrates (26),11324473
2016,Imports,JAPAN,Gold (7108),10528719
2016,Imports,MALAYSIA,"Salt, stone & earths (25)",8127769
2016,Imports,VIETNAM,"Lead, zinc & tin (78-80)",8106430
2016,Imports,TAIWAN,"Lead, zinc & tin (78-80)",8079590
2016,Imports,UNITED STATES,Copper (74),7128686
2016,Imports,"KOREA, REP. (SOUTH)",Gold (7108),6676189
2016,Imports,INDONESIA,"Salt, stone & earths (25)",6320086
2016,Imports,VIETNAM,Copper (74),6158642
2016,Imports,HONG KONG,Mineral fuels (27),5992960
2016,Imports,JAPAN,Metal ores & concentrates (26),5576992
2016,Imports,AUSTRALIA,"Lead, zinc & tin (78-80)",4952703
2016,Imports,CHINA,"Lead, zinc & tin (78-80)",4690041
2016,Imports,UNITED STATES,"Salt, stone & earths (25)",4603661
2016,Imports,"KOREA, REP. (SOUTH)",Nickel (75),3930876
2016,Imports,THAILAND,"Lead, zinc & tin (78-80)",3602582
2016,Imports,GERMANY,Copper (74),3570273
2016,Imports,HONG KONG,"Lead, zinc & tin (78-80)",3512795
2016,Imports,"CONGO, REP. OF",Mineral fuels (27),3123824
2016,Imports,UNITED ARAB EMIRATES,"Lead, zinc & tin (78-80)",3069639
2016,Imports,UNITED ARAB EMIRATES,"Salt, stone & earths (25)",2821756
2016,Imports,INDONESIA,"Lead, zinc & tin (78-80)",2794100
2016,Imports,INDIA,"Salt, stone & earths (25)",2788038
2016,Imports,SINGAPORE,Copper (74),2680680
2016,Imports,UNITED STATES,Metal ores & concentrates (26),2590006
2016,Imports,TURKEY,Copper (74),2534125
2016,Imports,BANGLADESH,Metal ores & concentrates (26),2454255
2016,Imports,TAIWAN,Nickel (75),2371076
2016,Imports,CANADA,Copper (74),2251824
2016,Imports,MEXICO,Copper (74),2140311
2016,Imports,NETHERLANDS,Metal ores & concentrates (26),2109358
2016,Imports,JAPAN,Nickel (75),1970719
2016,Imports,INDIA,Copper (74),1918216
2016,Imports,ALGERIA,Mineral fuels (27),1708713
2016,Imports,CHINA,Nickel (75),1647883
2016,Imports,SYRIAN ARAB REPUBLIC,Copper (74),1487992
2016,Imports,RUSSIA,"Salt, stone & earths (25)",1436126
2016,Imports,TAIWAN,Metal ores & concentrates (26),1428707
2016,Imports,CHINA,Metal ores & concentrates (26),1385350
2016,Imports,NETHERLANDS,Copper (74),1227077
2016,Imports,OMAN,"Salt, stone & earths (25)",1162804
2016,Imports,SINGAPORE,"Lead, zinc & tin (78-80)",1161195
2016,Imports,GERMANY,Mineral fuels (27),1148471
2016,Imports,TURKEY,Metal ores & concentrates (26),1130812
2016,Imports,NETHERLANDS,Mineral fuels (27),1089733
2016,Imports,THAILAND,Metal ores & concentrates (26),1073954
2016,Imports,EGYPT ARAB REPUBLIC,Mineral fuels (27),1073927
2016,Imports,CANADA,"Lead, zinc & tin (78-80)",1059347
2016,Imports,SWITZERLAND,Mineral fuels (27),1012610
2016,Imports,IRAN,Mineral fuels (27),1009518
2016,Imports,INDIA,Nickel (75),1001247
2016,Imports,AUSTRIA,"Lead, zinc & tin (78-80)",995660
2016,Imports,POLAND,Mineral fuels (27),973894
2016,Imports,"KOREA, DPR (NORTH)",Copper (74),971794
2016,Imports,UNITED STATES,Nickel (75),925289
2016,Imports,CAMBODIA,"Salt, stone & earths (25)",907329
2016,Imports,TURKEY,"Salt, stone & earths (25)",827759
2016,Imports,FRANCE,Mineral fuels (27),723983
2016,Imports,SPAIN,Copper (74),682409
2016,Imports,UNITED STATES,Gold (7108),659053
2016,Imports,GERMANY,Nickel (75),638139
2016,Imports,SPAIN,Mineral fuels (27),625895
2016,Imports,SWEDEN,Copper (74),550841
2016,Imports,AUSTRALIA,Copper (74),503116
2016,Imports,ITALY,Copper (74),463040
2016,Imports,GERMANY,"Lead, zinc & tin (78-80)",443096
2016,Imports,RUSSIA,"Lead, zinc & tin (78-80)",439684
2016,Imports,"SOUTH AFRICA, REP. OF",Copper (74),438602
2016,Imports,BRAZIL,"Salt, stone & earths (25)",400024
2016,Imports,CANADA,Mineral fuels (27),352884
2016,Imports,CANADA,Nickel (75),348323
2016,Imports,POLAND,Copper (74),345895
2016,Imports,GERMANY,"Salt, stone & earths (25)",343656
2016,Imports,UNITED KINGDOM,"Salt, stone & earths (25)",318368
2016,Imports,CHINA,Gold (7108),296852
2016,Imports,NETHERLANDS,"Salt, stone & earths (25)",287554
2016,Imports,FRANCE,Nickel (75),279468
2016,Imports,SWITZERLAND,Copper (74),278749
2016,Imports,SINGAPORE,"Salt, stone & earths (25)",258869
2016,Imports,BELGIUM,"Lead, zinc & tin (78-80)",244933
