Geolocation,Commodity Description,Weights
....City of Lapu-Lapu,01.2.4 - Cocoa drinks (ND),0.00191612
....City of Lapu-Lapu,01.2.4.0 - Cocoa drinks (ND),0.00191612
....City of Lapu-Lapu,01.2.5 - Water (ND),0.00462309
....City of Lapu-Lapu,01.2.5.0 - Water (ND),0.00462309
....City of Lapu-Lapu,01.2.6 - Soft drinks (ND),0.00207624
....City of Lapu-Lapu,01.2.6.0 - Soft drinks (ND),0.00207624
....City of Lapu-Lapu,01.2.9 - Other non-alcoholic beverages (ND),0.00009169
....City of Lapu-Lapu,01.2.9.0 - Other non-alcoholic beverages (ND),0.00009169
....City of Lapu-Lapu,02 - ALCOHOLIC BEVERAGES AND TOBACCO,0.00731730
....City of Lapu-Lapu,02.1 - ALCOHOLIC BEVERAGES,0.00415682
....City of Lapu-Lapu,02.1.1 - Spirits and liquors (ND),0.00082802
....City of Lapu-Lapu,02.1.1.0 - Spirits and liquors (ND),0.00082802
....City of Lapu-Lapu,02.1.2 - Wine (ND),0.00026706
....City of Lapu-Lapu,02.1.2.1 - Wine from grapes (ND),0.00009339
....City of Lapu-Lapu,02.1.2.2 - Wine from other sources (ND),0.00017367
....City of Lapu-Lapu,02.1.3 - Beer (ND),0.00306174
....City of Lapu-Lapu,02.1.3.0 - Beer (ND),0.00306174
....City of Lapu-Lapu,02.3 - TOBACCO,0.00316048
....City of Lapu-Lapu,02.3.0 - Tobacco (ND),0.00316048
....City of Lapu-Lapu,02.3.0.1 - Cigarettes (ND),0.00311398
....City of Lapu-Lapu,02.3.0.2 - Cigars (ND),..
....City of Lapu-Lapu,02.3.0.9 - Other tobacco products (ND),0.00004650
....City of Lapu-Lapu,02.4 - OTHER VEGETABLE-BASED TOBACCO PRODUCTS,..
....City of Lapu-Lapu,02.4.0 - Other vegetable-based tobacco products (ND),..
....City of Lapu-Lapu,02.4.0.0 - Other vegetable-based tobacco products (ND),..
....City of Lapu-Lapu,02.900 - NON-FOOD,0.31176876
....City of Lapu-Lapu,03 - CLOTHING AND FOOTWEAR,0.01190452
....City of Lapu-Lapu,03.1 - CLOTHING,0.00849679
....City of Lapu-Lapu,03.1.1 - Clothing materials (SD),0.00001718
....City of Lapu-Lapu,03.1.1.0 - Clothing materials (SD),0.00001718
....City of Lapu-Lapu,03.1.2 - Garments (SD),0.00808402
....City of Lapu-Lapu,03.1.2.1 - Garments for men or boys (SD),0.00405886
....City of Lapu-Lapu,03.1.2.2 - Garments for women or girls (SD),0.00402516
....City of Lapu-Lapu,03.1.2.3 - Garments for infants (0 to under 2 years) (SD),..
....City of Lapu-Lapu,03.1.2.4 - School uniforms (SD),..
....City of Lapu-Lapu,03.1.3 - Other articles of clothing and clothing accessories (SD),0.00002275
....City of Lapu-Lapu,03.1.3.1 - Other articles of clothing (SD),0.00001893
....City of Lapu-Lapu,03.1.3.2 - Clothing accessories (SD),0.00000382
....City of Lapu-Lapu,"03.1.4 - Cleaning, repair, tailoring and hire of clothing (S)",0.00037284
....City of Lapu-Lapu,03.1.4.1 - Cleaning of clothing (S),..
....City of Lapu-Lapu,"03.1.4.2 - Repair, tailoring and hire of clothing (S)",0.00037284
....City of Lapu-Lapu,03.2 - FOOTWEAR,0.00340773
....City of Lapu-Lapu,03.2.1 - Shoes and other footwear (SD),0.00340773
....City of Lapu-Lapu,03.2.1.1 - Footwear for men (SD),0.00203726
....City of Lapu-Lapu,03.2.1.2 - Footwear for women (SD),..
....City of Lapu-Lapu,03.2.1.3 - Footwear for infants and children (SD),0.00137047
....City of Lapu-Lapu,"03.2.2 - Cleaning, repair, and hire of footwear (S)",..
....City of Lapu-Lapu,"03.2.2.0 - Cleaning, repair, and hire of footwear (S)",..
....City of Lapu-Lapu,"04 - HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",0.12542283
....City of Lapu-Lapu,04.1 - ACTUAL RENTALS FOR HOUSING,0.08548696
....City of Lapu-Lapu,04.1.1 - Actual rentals paid by tenants for main residence (S),0.08548696
....City of Lapu-Lapu,04.1.1.0 - Actual rentals paid by tenants for main residence (S),0.08548696
....City of Lapu-Lapu,"04.3 - MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING",0.00283229
....City of Lapu-Lapu,04.3.1 - Security equipment and materials for the maintenance and repair of the dwelling (ND),0.00214272
....City of Lapu-Lapu,04.3.1.1 - Materials for the maintenance and repair of the dwelling (ND),0.00214272
....City of Lapu-Lapu,"04.3.2 - Services for the maintenance, repair and security of the dwelling (S)",0.00068957
....City of Lapu-Lapu,"04.3.2.0 - Services for the maintenance, repair and security of the dwelling (S)",0.00068957
....City of Lapu-Lapu,04.4 - WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING,0.00432453
....City of Lapu-Lapu,04.4.1 - Water supply (ND),0.00432453
....City of Lapu-Lapu,04.4.1.1 - Water supply through network systems (ND),0.00432453
....City of Lapu-Lapu,"04.5 - ELECTRICITY, GAS AND OTHER FUELS",0.03277905
....City of Lapu-Lapu,04.5.1 - Electricity (ND),0.02355584
....City of Lapu-Lapu,04.5.1.0 - Electricity (ND),0.02355584
....City of Lapu-Lapu,04.5.2 - Gas (ND),0.00772288
....City of Lapu-Lapu,04.5.2.2 - Liquefied hydrocarbons (ND),0.00772288
....City of Lapu-Lapu,04.5.3 - Liquid fuels (ND),0.00022239
....City of Lapu-Lapu,04.5.3.0 - Liquid fuels (ND),0.00022239
....City of Lapu-Lapu,04.5.4 - Solid fuels (ND),0.00127794
....City of Lapu-Lapu,"04.5.4.2 - Wood fuel, including pellets and briquettes (ND)",0.00120436
....City of Lapu-Lapu,04.5.4.3 - Charcoal (ND),0.00007358
....City of Lapu-Lapu,"05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",0.01248627
....City of Lapu-Lapu,"05.1 - FURNITURE, FURNISHINGS, AND LOOSE CARPETS",0.00076450
....City of Lapu-Lapu,"05.1.1 - Furniture, furnishings and loose carpets (D)",0.00076450
....City of Lapu-Lapu,05.1.1.1 - Household furniture (D),0.00068508
....City of Lapu-Lapu,05.1.1.3 - Lighting equipment (D),0.00003268
....City of Lapu-Lapu,"05.1.1.4 - Furnishings, loose carpets and rugs (D)",0.00004674
....City of Lapu-Lapu,05.2 - HOUSEHOLD TEXTILES,0.00034096
....City of Lapu-Lapu,05.2.1 - Household textiles (SD),0.00034096
....City of Lapu-Lapu,05.2.1.1 - Furnishing fabrics and curtains (SD),0.00011463
....City of Lapu-Lapu,05.2.1.2 - Bed linen and bedding (SD),0.00020205
....City of Lapu-Lapu,05.2.1.3 - Table linen and bathroom linen (SD),0.00001214
....City of Lapu-Lapu,05.2.1.9 - Other household textiles (SD),0.00001214
....City of Lapu-Lapu,05.3 - HOUSEHOLD APPLIANCES,0.00162213
....City of Lapu-Lapu,"05.3.1 - Major household appliances, whether electric or not (D)",0.00138247
....City of Lapu-Lapu,05.3.1.1 - Major kitchen appliances (D),0.00058767
....City of Lapu-Lapu,05.3.1.2 - Major laundry appliances (D),0.00034078
....City of Lapu-Lapu,"05.3.1.3 - Heaters, air conditioners (D)",0.00045402
....City of Lapu-Lapu,05.3.2 - Small household appliances (SD),0.00021371
....City of Lapu-Lapu,05.3.2.1 - Small appliances for cooking and processing of food (SD),0.00008780
....City of Lapu-Lapu,05.3.2.9 - Other small household appliances (SD),0.00012591
....City of Lapu-Lapu,"05.3.3 - Repair, installation and hire of household appliances (S)",0.00002595
....City of Lapu-Lapu,"05.3.3.0 - Repair, installation and hire of household appliances (S)",0.00002595
....City of Lapu-Lapu,"05.4 - GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",0.00009968
....City of Lapu-Lapu,"05.4.0 - Glassware, tableware and household utensils (SD)",0.00009968
....City of Lapu-Lapu,"05.4.0.1 - Glassware, crystal-ware, ceramic ware and chinaware (SD)",0.00005696
....City of Lapu-Lapu,"05.4.0.2 - Cutlery, flatware and silverware (SD)",0.00001424
....City of Lapu-Lapu,05.4.0.3 - Kitchen utensils and articles (SD),0.00002848
....City of Lapu-Lapu,05.5 - TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,0.00004710
....City of Lapu-Lapu,05.5.1 - Motorized tools and equipment (D),..
....City of Lapu-Lapu,05.5.1.0 - Motorized tools and equipment (D),..
....City of Lapu-Lapu,05.5.2 - Non-motorized tools and miscellaneous accessories (SD),0.00004710
....City of Lapu-Lapu,05.5.2.1 - Non-motorized tools (SD),0.00001884
....City of Lapu-Lapu,05.5.2.2 - Miscellaneous accessories (SD),0.00002826
....City of Lapu-Lapu,05.6 - GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE,0.00961190
....City of Lapu-Lapu,05.6.1 - Non-durable household goods (ND),0.00638192
....City of Lapu-Lapu,05.6.1.1 - Household cleaning and maintenance products (ND),0.00159548
....City of Lapu-Lapu,05.6.1.9 - Other non-durable household goods (ND),0.00478644
....City of Lapu-Lapu,05.6.2 - Domestic services and household services (S),0.00322998
....City of Lapu-Lapu,05.6.2.1 - Domestic services by paid staff (S),0.00322998
....City of Lapu-Lapu,06 - HEALTH,0.01201369
....City of Lapu-Lapu,06.1 - MEDICINES AND HEALTH PRODUCTS,0.00870748
....City of Lapu-Lapu,06.1.1 - Medicines (ND),0.00822294
....City of Lapu-Lapu,"06.1.1.1 - Medicines, vaccines and other pharmaceutical preparations (ND)",0.00822294
....City of Lapu-Lapu,06.1.2 - Medical products (ND),0.00019137
....City of Lapu-Lapu,06.1.2.1 - Medical diagnostic products (ND),0.00006379
....City of Lapu-Lapu,06.1.2.2 - Prevention and protective devices (ND),0.00006379
....City of Lapu-Lapu,06.1.2.3 - Treatment devices for personal use (ND),0.00006379
....City of Lapu-Lapu,06.1.3 - Assistive products (D),0.00029317
....City of Lapu-Lapu,06.1.3.1 - Assistive products for vision (D),0.00029317
....City of Lapu-Lapu,06.2 - OUTPATIENT CARE SERVICES,0.00205968
....City of Lapu-Lapu,06.2.1 - Preventive care services (S),0.00161682
....City of Lapu-Lapu,06.2.1.9 - Other preventive services (S),0.00161682
....City of Lapu-Lapu,06.2.2 - Outpatient dental services (S),0.00044286
....City of Lapu-Lapu,06.2.2.1 - Dental preventive services (S),0.00044286
....City of Lapu-Lapu,06.2.3 - Other outpatient care services (S),..
....City of Lapu-Lapu,06.2.3.1 - Outpatient curative and rehabilitative services (S),..
....City of Lapu-Lapu,06.3 - INPATIENT CARE SERVICES,0.00116511
....City of Lapu-Lapu,06.3.1 - Inpatient curative and rehabilitative services (S),0.00116511
....City of Lapu-Lapu,06.3.1.0 - Inpatient curative and rehabilitative services (S),0.00116511
....City of Lapu-Lapu,06.4 - OTHER HEALTH SERVICES,0.00008142
....City of Lapu-Lapu,06.4.1 - Diagnostic imaging services and medical laboratory services (S),0.00008142
....City of Lapu-Lapu,06.4.1.0 - Diagnostic imaging services and medical laboratory services (S),0.00008142
....City of Lapu-Lapu,07 - TRANSPORT,0.03851385
....City of Lapu-Lapu,07.1 - PURCHASE OF VEHICLES,0.00269716
....City of Lapu-Lapu,07.1.1 - Motor cars (D),..
....City of Lapu-Lapu,07.1.1.1 - New motor cars (D),..
....City of Lapu-Lapu,07.1.2 - Motorcycles (D),0.00263650
....City of Lapu-Lapu,07.1.2.0 - Motorcycles (D),0.00263650
....City of Lapu-Lapu,07.1.3 - Bicycles (D),0.00006066
....City of Lapu-Lapu,07.1.3.0 - Bicycles (D),0.00006066
....City of Lapu-Lapu,07.2 - OPERATION OF PERSONAL TRANSPORT EQUIPMENT,0.01259835
....City of Lapu-Lapu,07.2.1 - Parts and accessories for personal transport equipment (SD),0.00056348
