Geolocation,Commodity Description,Consumer Price Index for Bottom 30% Income Households Weights: (2018=100)
DINAGAT ISLANDS,"GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",0.00053322
DINAGAT ISLANDS,"Glassware, tableware and household utensils (SD)",0.00053322
DINAGAT ISLANDS,"Glassware, crystal-ware, ceramic ware and chinaware (SD)",0.00053322
DINAGAT ISLANDS,TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,0.00008764
DINAGAT ISLANDS,Non-motorized tools and miscellaneous accessories (SD),0.00008764
DINAGAT ISLANDS,Non-motorized tools (SD),..
DINAGAT ISLANDS,Miscellaneous accessories (SD),0.00008764
DINAGAT ISLANDS,GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE,0.00328950
DINAGAT ISLANDS,Non-durable household goods (ND),0.00328950
DINAGAT ISLANDS,Household cleaning and maintenance products (ND),0.00164476
DINAGAT ISLANDS,Other non-durable household goods (ND),0.00164474
DINAGAT ISLANDS,HEALTH,0.00402652
DINAGAT ISLANDS,MEDICINES AND HEALTH PRODUCTS,0.00333905
DINAGAT ISLANDS,Medicines (ND),0.00332192
DINAGAT ISLANDS,"Medicines, vaccines and other pharmaceutical preparations (ND)",0.00332192
DINAGAT ISLANDS,Medical products (ND),0.00001713
DINAGAT ISLANDS,Medical diagnostic products (ND),..
DINAGAT ISLANDS,Prevention and protective devices (ND),0.00001713
DINAGAT ISLANDS,Treatment devices for personal use (ND),..
DINAGAT ISLANDS,Assistive products (D),..
DINAGAT ISLANDS,Assistive products for vision (D),..
DINAGAT ISLANDS,OUTPATIENT CARE SERVICES,..
DINAGAT ISLANDS,Preventive care services (S),..
DINAGAT ISLANDS,Other preventive services (S),..
DINAGAT ISLANDS,Outpatient dental services (S),..
DINAGAT ISLANDS,Dental preventive services (S),..
DINAGAT ISLANDS,INPATIENT CARE SERVICES,0.00062687
DINAGAT ISLANDS,Inpatient curative and rehabilitative services (S),0.00062687
DINAGAT ISLANDS,Inpatient curative and rehabilitative services (S),0.00062687
DINAGAT ISLANDS,OTHER HEALTH SERVICES,0.00006060
DINAGAT ISLANDS,Diagnostic imaging services and medical laboratory services (S),0.00006060
DINAGAT ISLANDS,Diagnostic imaging services and medical laboratory services (S),0.00006060
DINAGAT ISLANDS,TRANSPORT,0.01208167
DINAGAT ISLANDS,PURCHASE OF VEHICLES,0.00500964
DINAGAT ISLANDS,Motorcycles (D),0.00500964
DINAGAT ISLANDS,Motorcycles (D),0.00500964
DINAGAT ISLANDS,Bicycles (D),..
DINAGAT ISLANDS,Bicycles (D),..
DINAGAT ISLANDS,OPERATION OF PERSONAL TRANSPORT EQUIPMENT,0.00707203
DINAGAT ISLANDS,Parts and accessories for personal transport equipment (SD),0.00056285
DINAGAT ISLANDS,Tires (SD),0.00030459
DINAGAT ISLANDS,Parts for personal transport equipment (SD),0.00025826
DINAGAT ISLANDS,Fuels and lubricants for personal transport equipment (ND),0.00626260
DINAGAT ISLANDS,Diesel (ND),..
DINAGAT ISLANDS,Gasoline (ND),0.00612060
DINAGAT ISLANDS,Lubricants (ND),0.00014200
DINAGAT ISLANDS,Maintenance and repair of personal transport equipment (S),0.00024658
DINAGAT ISLANDS,Maintenance and repair of personal transport equipment (S),0.00024658
DINAGAT ISLANDS,Other services in respect of personal transport equipment (S),..
DINAGAT ISLANDS,Toll facilities (S),..
DINAGAT ISLANDS,PASSENGER TRANSPORT SERVICES,..
DINAGAT ISLANDS,Passenger transport by railway (S),..
DINAGAT ISLANDS,Passenger transport by rapid transit and tram (S),..
DINAGAT ISLANDS,Passenger transport by road (S),..
DINAGAT ISLANDS,Passenger transport by bus and coach (S),..
DINAGAT ISLANDS,Passenger transport by taxi and hired car with driver (S),..
DINAGAT ISLANDS,Other passenger transport by road (S),..
DINAGAT ISLANDS,Passenger transport by air (S),..
DINAGAT ISLANDS,"Passenger transport by air, domestic (S)",..
DINAGAT ISLANDS,Passenger transport by sea and inland waterway (S),..
DINAGAT ISLANDS,Passenger transport by sea and inland waterway (S),..
DINAGAT ISLANDS,TRANSPORT SERVICES OF GOODS,..
DINAGAT ISLANDS,Postal and courier services (S),..
DINAGAT ISLANDS,Letter handling services (S),..
DINAGAT ISLANDS,Courier and parcel delivery services (S),..
DINAGAT ISLANDS,INFORMATION AND COMMUNICATION,0.00285548
DINAGAT ISLANDS,INFORMATION AND COMMUNICATION EQUIPMENT,..
DINAGAT ISLANDS,Mobile telephone equipment (D),..
DINAGAT ISLANDS,Mobile telephone equipment (D),..
DINAGAT ISLANDS,Information processing equipment (D),..
DINAGAT ISLANDS,"Computers, laptops and tablets (D)",..
DINAGAT ISLANDS,Peripheral equipment and its consumable components (D),..
DINAGAT ISLANDS,"Equipment for the reception, recording and reproduction of sound and vision (D)",..
DINAGAT ISLANDS,"Equipment for the reception, recording and reproduction of sound and vision (D)",..
DINAGAT ISLANDS,Unrecorded recording media (SD),..
DINAGAT ISLANDS,Unrecorded recording media (SD),..
DINAGAT ISLANDS,INFORMATION AND COMMUNICATION SERVICES,0.00285548
DINAGAT ISLANDS,Fixed communication services (S),..
DINAGAT ISLANDS,Fixed communication services (S),..
DINAGAT ISLANDS,Mobile communication services (S),0.00285548
DINAGAT ISLANDS,Mobile communication services (S),0.00285548
DINAGAT ISLANDS,Internet access provision services and net storage services (S),..
DINAGAT ISLANDS,Internet access provision services and net storage services (S),..
DINAGAT ISLANDS,"RECREATION, SPORT AND CULTURE",0.00098980
DINAGAT ISLANDS,OTHER RECREATIONAL GOODS,0.00033588
DINAGAT ISLANDS,"Games, toys and hobbies (SD)",0.00033588
DINAGAT ISLANDS,"Other games, toys and hobbies (SD)",0.00033588
DINAGAT ISLANDS,"Equipment for sport, camping and open-air recreation (SD)",..
DINAGAT ISLANDS,Equipment for sport (SD),..
DINAGAT ISLANDS,GARDEN PRODUCTS AND PETS,0.00005092
DINAGAT ISLANDS,"Garden products, plants and flowers (ND)",0.00005092
DINAGAT ISLANDS,Garden products (ND),0.00005092
DINAGAT ISLANDS,"Plants, seeds and flowers (ND)",..
DINAGAT ISLANDS,Pets and products for pets (ND),..
DINAGAT ISLANDS,Products for pets and other household animals (ND),..
DINAGAT ISLANDS,RECREATIONAL SERVICES,..
DINAGAT ISLANDS,Recreational and sporting services (S),..
DINAGAT ISLANDS,Sporting services - practice (S),..
DINAGAT ISLANDS,Games of chance (S),..
DINAGAT ISLANDS,Games of chance (S),..
DINAGAT ISLANDS,CULTURAL GOODS,..
DINAGAT ISLANDS,Musical instruments (D),..
DINAGAT ISLANDS,Musical instruments (D),..
DINAGAT ISLANDS,CULTURAL SERVICES,..
DINAGAT ISLANDS,Other cultural services (S),..
DINAGAT ISLANDS,Other cultural services (S),..
DINAGAT ISLANDS,"NEWSPAPERS, BOOKS AND STATIONERY",0.00060300
DINAGAT ISLANDS,Books (SD),..
DINAGAT ISLANDS,Educational and textbooks in printed or electronic copy (SD),..
DINAGAT ISLANDS,Other books (SD) in printed or electronic copy,..
DINAGAT ISLANDS,Newspapers and periodicals (ND),..
DINAGAT ISLANDS,Newspapers (ND),..
DINAGAT ISLANDS,Stationery and drawing materials (ND),0.00060300
DINAGAT ISLANDS,Stationery and drawing materials (ND),0.00060300
DINAGAT ISLANDS,PACKAGE HOLIDAYS (S),..
DINAGAT ISLANDS,Package holidays (S),..
DINAGAT ISLANDS,Package holidays (S),..
DINAGAT ISLANDS,EDUCATION SERVICES,0.00090069
DINAGAT ISLANDS,EARLY CHILDHOOD AND PRIMARY EDUCATION,..
DINAGAT ISLANDS,Early chilhood and primary education (S),..
DINAGAT ISLANDS,Early childhood education services (S),..
DINAGAT ISLANDS,Primary education (S),..
DINAGAT ISLANDS,SECONDARY EDUCATION  (S),0.00090069
DINAGAT ISLANDS,Secondary education (S),0.00090069
DINAGAT ISLANDS,Lower secondary general education services,0.00090069
DINAGAT ISLANDS,Lower secondary technical-vocational livelihood programs services,..
DINAGAT ISLANDS,TERTIARY EDUCATION (S),..
DINAGAT ISLANDS,Tertiary education (s),..
DINAGAT ISLANDS,Tertiary education (s),..
DINAGAT ISLANDS,RESTAURANTS AND ACCOMMODATION SERVICES,0.00665053
DINAGAT ISLANDS,FOOD AND BEVERAGE SERVING SERVICES,0.00665053
DINAGAT ISLANDS,"Restaurants, café and the like (S)",0.00665053
DINAGAT ISLANDS,"Restaurants, café and the like - with full service (S)",0.00665053
DINAGAT ISLANDS,ACCOMMODATION SERVICES,..
DINAGAT ISLANDS,Accommodation services (S),..
DINAGAT ISLANDS,"Hotels, motels, inns and similar accommodation services (S)",..
DINAGAT ISLANDS,FINANCIAL SERVICES,0.00000020
DINAGAT ISLANDS,FINANCIAL SERVICES,0.00000020
DINAGAT ISLANDS,Financial intermediation services indirectly measured (S),0.00000020
DINAGAT ISLANDS,Financial intermediation services indirectly measured (S),0.00000020
DINAGAT ISLANDS,Other financial services (S),..
DINAGAT ISLANDS,Remittances fees (S),..
DINAGAT ISLANDS,"PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",0.00877688
DINAGAT ISLANDS,PERSONAL CARE,0.00874364
DINAGAT ISLANDS,Electric appliances for personal care (SD),..
DINAGAT ISLANDS,Electric appliances for personal care (SD),..
DINAGAT ISLANDS,"Other appliances, articles and products for personal care (ND)",0.00785272
DINAGAT ISLANDS,"Other appliances, articles and products for personal care (ND)",0.00785272
DINAGAT ISLANDS,Hairdressing salons and personal grooming establishments (S),0.00089092
DINAGAT ISLANDS,Hairdressing (S),0.00044546
DINAGAT ISLANDS,Personal grooming treatments (S),0.00044546
DINAGAT ISLANDS,OTHER PERSONAL EFFECTS,..
DINAGAT ISLANDS,Jewellery and watches (D),..
DINAGAT ISLANDS,Jewellery and watches (D),..
DINAGAT ISLANDS,"Repair and hire of jewellery, clocks and watches (S)",..
DINAGAT ISLANDS,Other personal effects n.e.c. (SD),..
DINAGAT ISLANDS,Travel goods and articles for babies and other personal effects n.e.c. (SD),..
DINAGAT ISLANDS,OTHER SERVICES,0.00003324
DINAGAT ISLANDS,Other services (S),0.00003324
DINAGAT ISLANDS,Other services n.e.c. (S),0.00003324
BUTUAN CITY,ALL ITEMS,0.47168896
BUTUAN CITY,FOOD AND NON-ALCOHOLIC BEVERAGES,0.27330771
BUTUAN CITY,FOOD,0.25234391
BUTUAN CITY,Cereals and cereal products (ND),0.11829454
BUTUAN CITY,Cereals (ND),0.10199284
BUTUAN CITY,Rice,0.09613374
BUTUAN CITY,Corn,0.00585910
BUTUAN CITY,"Flour, Bread and Other Bakery Products, Pasta Products,  and Other Cereals",0.01630170
BUTUAN CITY,Flour of cereals (ND),0.00029193
BUTUAN CITY,Bread and bakery products (ND),0.01055957
BUTUAN CITY,Breakfast cereals (ND),0.00002756
BUTUAN CITY,"Macaroni, noodles, couscous and similar pasta products (ND)",0.00474991
BUTUAN CITY,Other cereal and grain mill products (ND),0.00067273
BUTUAN CITY,Meat and other parts of slaughtered land animals (ND),0.03593561
BUTUAN CITY,"Meat, fresh, chilled or frozen (ND)",0.02691338
BUTUAN CITY,"Meat, dried, salted, in brine or smoked (ND)",..
BUTUAN CITY,"Offal, blood and other parts of slaughtered animals, fresh, chilled or frozen, dried, salted, in brine or smoked (ND)",0.00050053
BUTUAN CITY,"Meat, offal, blood and other parts of slaughtered animals' preparations (ND)",0.00852170
BUTUAN CITY,Fish and other seafood (ND),0.03835747
BUTUAN CITY,"Fish, live, fresh, chilled or frozen (ND)",0.03105575
BUTUAN CITY,"Fish, dried, salted, in brine or smoked (ND)",0.00502530
BUTUAN CITY,Fish preparations (ND),0.00084019
BUTUAN CITY,"Other seafood, live, fresh, chilled or frozen (ND)",0.00143623
BUTUAN CITY,Other seafood preparations (ND),..
BUTUAN CITY,"Milk, other dairy products and eggs (ND)",0.01980951
BUTUAN CITY,Raw and whole milk (ND),..
BUTUAN CITY,Other milk and cream (ND),0.00944931
BUTUAN CITY,Non-animal milk (ND),..
BUTUAN CITY,Cheese (ND),0.00021692
BUTUAN CITY,Yoghurt and similar products (ND),..
BUTUAN CITY,Milk-based dessert and beverages (ND),..
BUTUAN CITY,Eggs (ND),0.01014328
BUTUAN CITY,Oils and fats (ND),0.00326347
BUTUAN CITY,Vegetable oils (ND),0.00314884
BUTUAN CITY,Butter and other fats and oils derived from milk (ND),..
BUTUAN CITY,Margarine and similar preparations (ND),0.00011463
BUTUAN CITY,Other animal oils and fats (ND),..
BUTUAN CITY,Fruits and nuts (ND),0.00618688
BUTUAN CITY,"Dates, figs and tropical fruits, fresh (ND)",0.00600668
BUTUAN CITY,"Citrus fruits, fresh (ND)",..
BUTUAN CITY,"Fruit, dried and dehydrated (ND)",..
BUTUAN CITY,"Nuts, in shell or shelled (ND)",0.00007304
BUTUAN CITY,Fruit and nuts ground and other preparations (ND),0.00010716
BUTUAN CITY,"Vegetables, tubers, plantains, cooking bananas and pulses (ND)",0.01615908
BUTUAN CITY,"Leafy or stem vegetables, fresh or chilled (ND)",0.00486523
BUTUAN CITY,"Fruit-bearing vegetables, fresh or chilled (ND)",0.00629137
BUTUAN CITY,"Other vegetables, fresh or chilled (ND)",0.00402850
BUTUAN CITY,"Tubers, plantains and cooking bananas (ND)",0.00097398
BUTUAN CITY,"Vegetables, tubers, plantains, cooking bananas and pulses ground and other preparations (ND)",..
BUTUAN CITY,"Sugar, confectionery and desserts (ND)",0.00476876
BUTUAN CITY,Cane and beet sugar (ND),0.00281077
BUTUAN CITY,"Jams, fruit jellies, marmalades, fruit purée and pastes, honey (ND)",..
BUTUAN CITY,"Nut purée, nut butter and nut pastes (ND)",0.00041521
BUTUAN CITY,"Chocolate, cocoa, and cocoa-based food products (ND)",0.00016622
BUTUAN CITY,"Ice, ice cream and sorbet (ND)",0.00094157
BUTUAN CITY,Other sugar confectionery and desserts n.e.c. (ND),0.00043499
BUTUAN CITY,Ready-made food and other food products n.e.c. (ND),0.00956859
BUTUAN CITY,Baby food (ND),0.00344553
BUTUAN CITY,"Salt, condiments and sauces (ND)",0.00398793
BUTUAN CITY,"Spices, culinary herbs and seeds (ND)",0.00204872
BUTUAN CITY,Other food products n.e.c. (ND),0.00008641
BUTUAN CITY,NON-ALCOHOLIC BEVERAGES,0.02096380
BUTUAN CITY,Fruit and vegetable juices (ND),0.00043783
BUTUAN CITY,Fruit and vegetable juices (ND),0.00043783
BUTUAN CITY,Coffee and coffee substitutes (ND),0.00896378
BUTUAN CITY,Coffee and coffee substitutes (ND),0.00896378
BUTUAN CITY,"Tea, maté and other plant products for infusion (ND)",..
BUTUAN CITY,"Tea, maté and other plant products for infusion (ND)",..
BUTUAN CITY,Cocoa drinks (ND),0.00252405
BUTUAN CITY,Cocoa drinks (ND),0.00252405
BUTUAN CITY,Water (ND),0.00511525
BUTUAN CITY,Water (ND),0.00511525
BUTUAN CITY,Soft drinks (ND),0.00385599
BUTUAN CITY,Soft drinks (ND),0.00385599
BUTUAN CITY,Other non-alcoholic beverages (ND),0.00006690
BUTUAN CITY,Other non-alcoholic beverages (ND),0.00006690
BUTUAN CITY,ALCOHOLIC BEVERAGES AND TOBACCO,0.01252181
BUTUAN CITY,ALCOHOLIC BEVERAGES,0.00356060
BUTUAN CITY,Spirits and liquors (ND),0.00147269
BUTUAN CITY,Spirits and liquors (ND),0.00147269
BUTUAN CITY,Wine (ND),0.00012089
BUTUAN CITY,Wine from other sources (ND),0.00012089
BUTUAN CITY,Beer (ND),0.00196702
BUTUAN CITY,Beer (ND),0.00196702
BUTUAN CITY,TOBACCO,0.00896121
BUTUAN CITY,Tobacco (ND),0.00896121
BUTUAN CITY,Cigarettes (ND),0.00886101
BUTUAN CITY,Cigars (ND),..
BUTUAN CITY,Other tobacco products (ND),0.00010020
BUTUAN CITY,OTHER VEGETABLE-BASED TOBACCO PRODUCTS,..
BUTUAN CITY,Other vegetable-based tobacco products (ND),..
BUTUAN CITY,Other vegetable-based tobacco products (ND),..
BUTUAN CITY,NON-FOOD,0.18585944
BUTUAN CITY,CLOTHING AND FOOTWEAR,0.00995247
BUTUAN CITY,CLOTHING,0.00863627
BUTUAN CITY,Clothing materials (SD),0.00000125
BUTUAN CITY,Clothing materials (SD),0.00000125
BUTUAN CITY,Garments (SD),0.00859675
BUTUAN CITY,Garments for men or boys (SD),0.00486417
BUTUAN CITY,Garments for women or girls (SD),0.00364530
BUTUAN CITY,Garments for infants (0 to under 2 years) (SD),0.00008728
BUTUAN CITY,Other articles of clothing and clothing accessories (SD),0.00003827
BUTUAN CITY,Other articles of clothing (SD),0.00003331
BUTUAN CITY,Clothing accessories (SD),0.00000496
BUTUAN CITY,"Cleaning, repair, tailoring and hire of clothing (S)",..
BUTUAN CITY,Cleaning of clothing (S),..
BUTUAN CITY,"Repair, tailoring and hire of clothing (S)",..
BUTUAN CITY,FOOTWEAR,0.00131620
BUTUAN CITY,Shoes and other footwear (SD),0.00131620
BUTUAN CITY,Footwear for men (SD),0.00073058
BUTUAN CITY,Footwear for women (SD),0.00058562
BUTUAN CITY,"Cleaning, repair, and hire of footwear (S)",..
BUTUAN CITY,"Cleaning, repair, and hire of footwear (S)",..
BUTUAN CITY,"HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",0.07014350
BUTUAN CITY,ACTUAL RENTALS FOR HOUSING,0.03703252
BUTUAN CITY,Actual rentals paid by tenants for main residence (S),0.03703252
BUTUAN CITY,Actual rentals paid by tenants for main residence (S),0.03703252
BUTUAN CITY,"MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING",0.00274670
BUTUAN CITY,Security equipment and materials for the maintenance and repair of the dwelling (ND),0.00261732
BUTUAN CITY,Materials for the maintenance and repair of the dwelling (ND),0.00261732
BUTUAN CITY,"Services for the maintenance, repair and security of the dwelling (S)",0.00012938
BUTUAN CITY,"Services for the maintenance, repair and security of the dwelling (S)",0.00012938
BUTUAN CITY,WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING,0.00529968
BUTUAN CITY,Water supply (ND),0.00529968
BUTUAN CITY,Water supply through network systems (ND),0.00529968
BUTUAN CITY,"ELECTRICITY, GAS AND OTHER FUELS",0.02506460
BUTUAN CITY,Electricity (ND),0.01315344
BUTUAN CITY,Electricity (ND),0.01315344
BUTUAN CITY,Gas (ND),0.00211656
BUTUAN CITY,Liquefied hydrocarbons (ND),0.00211656
BUTUAN CITY,Liquid fuels (ND),0.00048190
BUTUAN CITY,Liquid fuels (ND),0.00048190
BUTUAN CITY,Solid fuels (ND),0.00931270
BUTUAN CITY,"Wood fuel, including pellets and briquettes (ND)",0.00931270
BUTUAN CITY,Charcoal (ND),..
BUTUAN CITY,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",0.01022350
BUTUAN CITY,"FURNITURE, FURNISHINGS, AND LOOSE CARPETS",0.00002802
BUTUAN CITY,"Furniture, furnishings and loose carpets (D)",0.00002802
BUTUAN CITY,Household furniture (D),..
BUTUAN CITY,"Furnishings, loose carpets and rugs (D)",0.00002802
BUTUAN CITY,HOUSEHOLD TEXTILES,0.00027862
BUTUAN CITY,Household textiles (SD),0.00027862
BUTUAN CITY,Furnishing fabrics and curtains (SD),0.00006498
BUTUAN CITY,Bed linen and bedding (SD),0.00021364
BUTUAN CITY,Other household textiles (SD),..
BUTUAN CITY,HOUSEHOLD APPLIANCES,0.00286163
BUTUAN CITY,"Major household appliances, whether electric or not (D)",0.00261454
BUTUAN CITY,Major kitchen appliances (D),0.00219379
BUTUAN CITY,Major laundry appliances (D),0.00042075
BUTUAN CITY,Small household appliances (SD),0.00023656
BUTUAN CITY,Small appliances for cooking and processing of food (SD),..
BUTUAN CITY,Other small household appliances (SD),0.00023656
BUTUAN CITY,"Repair, installation and hire of household appliances (S)",0.00001053
BUTUAN CITY,"Repair, installation and hire of household appliances (S)",0.00001053
BUTUAN CITY,"GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",0.00020648
BUTUAN CITY,"Glassware, tableware and household utensils (SD)",0.00020648
BUTUAN CITY,"Glassware, crystal-ware, ceramic ware and chinaware (SD)",0.00020648
BUTUAN CITY,TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,0.00000315
BUTUAN CITY,Non-motorized tools and miscellaneous accessories (SD),0.00000315
BUTUAN CITY,Non-motorized tools (SD),0.00000126
BUTUAN CITY,Miscellaneous accessories (SD),0.00000189
BUTUAN CITY,GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE,0.00684560
BUTUAN CITY,Non-durable household goods (ND),0.00684560
BUTUAN CITY,Household cleaning and maintenance products (ND),0.00273824
BUTUAN CITY,Other non-durable household goods (ND),0.00410736
BUTUAN CITY,HEALTH,0.00481850
BUTUAN CITY,MEDICINES AND HEALTH PRODUCTS,0.00292206
BUTUAN CITY,Medicines (ND),0.00281512
BUTUAN CITY,"Medicines, vaccines and other pharmaceutical preparations (ND)",0.00281512
