Geolocation,Commodity Description,Consumer Price Index for Bottom 30% Income Households Weights: (2018=100)
RIZAL,Fixed communication services (S),..
RIZAL,Fixed communication services (S),..
RIZAL,Mobile communication services (S),0.01172144
RIZAL,Mobile communication services (S),0.01172144
RIZAL,Internet access provision services and net storage services (S),0.00033804
RIZAL,Internet access provision services and net storage services (S),0.00033804
RIZAL,"RECREATION, SPORT AND CULTURE",0.00566639
RIZAL,OTHER RECREATIONAL GOODS,..
RIZAL,"Games, toys and hobbies (SD)",..
RIZAL,"Other games, toys and hobbies (SD)",..
RIZAL,"Equipment for sport, camping and open-air recreation (SD)",..
RIZAL,Equipment for sport (SD),..
RIZAL,GARDEN PRODUCTS AND PETS,0.00067210
RIZAL,"Garden products, plants and flowers (ND)",..
RIZAL,Garden products (ND),..
RIZAL,"Plants, seeds and flowers (ND)",..
RIZAL,Pets and products for pets (ND),0.00067210
RIZAL,Products for pets and other household animals (ND),0.00067210
RIZAL,RECREATIONAL SERVICES,0.00136579
RIZAL,Recreational and sporting services (S),..
RIZAL,Sporting services - practice (S),..
RIZAL,Games of chance (S),0.00136579
RIZAL,Games of chance (S),0.00136579
RIZAL,CULTURAL GOODS,..
RIZAL,Musical instruments (D),..
RIZAL,Musical instruments (D),..
RIZAL,CULTURAL SERVICES,..
RIZAL,Other cultural services (S),..
RIZAL,Other cultural services (S),..
RIZAL,"NEWSPAPERS, BOOKS AND STATIONERY",0.00362850
RIZAL,Books (SD),..
RIZAL,Educational and textbooks in printed or electronic copy (SD),..
RIZAL,Other books (SD) in printed or electronic copy,..
RIZAL,Newspapers and periodicals (ND),..
RIZAL,Newspapers (ND),..
RIZAL,Stationery and drawing materials (ND),0.00362850
RIZAL,Stationery and drawing materials (ND),0.00362850
RIZAL,PACKAGE HOLIDAYS (S),..
RIZAL,Package holidays (S),..
RIZAL,Package holidays (S),..
RIZAL,EDUCATION SERVICES,0.00000697
RIZAL,EARLY CHILDHOOD AND PRIMARY EDUCATION,0.00000697
RIZAL,Early chilhood and primary education (S),0.00000697
RIZAL,Early childhood education services (S),0.00000697
RIZAL,Primary education (S),..
RIZAL,SECONDARY EDUCATION  (S),..
RIZAL,Secondary education (S),..
RIZAL,Lower secondary general education services,..
RIZAL,Lower secondary technical-vocational livelihood programs services,..
RIZAL,TERTIARY EDUCATION (S),..
RIZAL,Tertiary education (s),..
RIZAL,Tertiary education (s),..
RIZAL,RESTAURANTS AND ACCOMMODATION SERVICES,0.14376540
RIZAL,FOOD AND BEVERAGE SERVING SERVICES,0.14376540
RIZAL,"Restaurants, café and the like (S)",0.14376540
RIZAL,"Restaurants, café and the like - with full service (S)",0.14376540
RIZAL,ACCOMMODATION SERVICES,..
RIZAL,Accommodation services (S),..
RIZAL,"Hotels, motels, inns and similar accommodation services (S)",..
RIZAL,FINANCIAL SERVICES,0.00000036
RIZAL,FINANCIAL SERVICES,0.00000036
RIZAL,Financial intermediation services indirectly measured (S),0.00000036
RIZAL,Financial intermediation services indirectly measured (S),0.00000036
RIZAL,Other financial services (S),..
RIZAL,Remittances fees (S),..
RIZAL,"PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",0.05042646
RIZAL,PERSONAL CARE,0.04713548
RIZAL,Electric appliances for personal care (SD),..
RIZAL,Electric appliances for personal care (SD),..
RIZAL,"Other appliances, articles and products for personal care (ND)",0.04186152
RIZAL,"Other appliances, articles and products for personal care (ND)",0.04186152
RIZAL,Hairdressing salons and personal grooming establishments (S),0.00527396
RIZAL,Hairdressing (S),0.00263698
RIZAL,Personal grooming treatments (S),0.00263698
RIZAL,OTHER PERSONAL EFFECTS,0.00289105
RIZAL,Jewellery and watches (D),..
RIZAL,Jewellery and watches (D),..
RIZAL,"Repair and hire of jewellery, clocks and watches (S)",..
RIZAL,Other personal effects n.e.c. (SD),0.00289105
RIZAL,Travel goods and articles for babies and other personal effects n.e.c. (SD),0.00289105
RIZAL,OTHER SERVICES,0.00039993
RIZAL,Other services (S),0.00039993
RIZAL,Other services n.e.c. (S),0.00039993
LUCENA CITY,ALL ITEMS,0.17821616
LUCENA CITY,FOOD AND NON-ALCOHOLIC BEVERAGES,0.08258972
LUCENA CITY,FOOD,0.07595674
LUCENA CITY,Cereals and cereal products (ND),0.03168358
LUCENA CITY,Cereals (ND),0.02468631
LUCENA CITY,Rice,0.02460220
LUCENA CITY,Corn,0.00008411
LUCENA CITY,"Flour, Bread and Other Bakery Products, Pasta Products,  and Other Cereals",0.00699727
LUCENA CITY,Flour of cereals (ND),0.00011538
LUCENA CITY,Bread and bakery products (ND),0.00474561
LUCENA CITY,Breakfast cereals (ND),0.00001674
LUCENA CITY,"Macaroni, noodles, couscous and similar pasta products (ND)",0.00140119
LUCENA CITY,Other cereal and grain mill products (ND),0.00071835
LUCENA CITY,Meat and other parts of slaughtered land animals (ND),0.01288351
LUCENA CITY,"Meat, fresh, chilled or frozen (ND)",0.01037700
LUCENA CITY,"Meat, dried, salted, in brine or smoked (ND)",..
LUCENA CITY,"Offal, blood and other parts of slaughtered animals, fresh, chilled or frozen, dried, salted, in brine or smoked (ND)",0.00016672
LUCENA CITY,"Meat, offal, blood and other parts of slaughtered animals' preparations (ND)",0.00233979
LUCENA CITY,Fish and other seafood (ND),0.01176090
LUCENA CITY,"Fish, live, fresh, chilled or frozen (ND)",0.00915180
LUCENA CITY,"Fish, dried, salted, in brine or smoked (ND)",0.00097075
LUCENA CITY,Fish preparations (ND),0.00120068
LUCENA CITY,"Other seafood, live, fresh, chilled or frozen (ND)",0.00043767
LUCENA CITY,Other seafood preparations (ND),..
LUCENA CITY,"Milk, other dairy products and eggs (ND)",0.00628593
LUCENA CITY,Raw and whole milk (ND),..
LUCENA CITY,Other milk and cream (ND),0.00314050
LUCENA CITY,Non-animal milk (ND),..
LUCENA CITY,Cheese (ND),0.00018344
LUCENA CITY,Yoghurt and similar products (ND),..
LUCENA CITY,Milk-based dessert and beverages (ND),..
LUCENA CITY,Eggs (ND),0.00296199
LUCENA CITY,Oils and fats (ND),0.00142955
LUCENA CITY,Vegetable oils (ND),0.00138415
LUCENA CITY,Butter and other fats and oils derived from milk (ND),0.00000312
LUCENA CITY,Margarine and similar preparations (ND),0.00004228
LUCENA CITY,Other animal oils and fats (ND),..
LUCENA CITY,Fruits and nuts (ND),0.00184600
LUCENA CITY,"Dates, figs and tropical fruits, fresh (ND)",0.00165774
LUCENA CITY,"Citrus fruits, fresh (ND)",0.00014595
LUCENA CITY,"Fruit, dried and dehydrated (ND)",..
LUCENA CITY,"Nuts, in shell or shelled (ND)",0.00003212
LUCENA CITY,Fruit and nuts ground and other preparations (ND),0.00001019
LUCENA CITY,"Vegetables, tubers, plantains, cooking bananas and pulses (ND)",0.00553644
LUCENA CITY,"Leafy or stem vegetables, fresh or chilled (ND)",0.00183418
LUCENA CITY,"Fruit-bearing vegetables, fresh or chilled (ND)",0.00197628
LUCENA CITY,"Other vegetables, fresh or chilled (ND)",0.00095756
LUCENA CITY,"Tubers, plantains and cooking bananas (ND)",0.00057302
LUCENA CITY,"Vegetables, tubers, plantains, cooking bananas and pulses ground and other preparations (ND)",0.00019540
LUCENA CITY,"Sugar, confectionery and desserts (ND)",0.00183656
LUCENA CITY,Cane and beet sugar (ND),0.00087244
LUCENA CITY,"Jams, fruit jellies, marmalades, fruit purée and pastes, honey (ND)",..
LUCENA CITY,"Nut purée, nut butter and nut pastes (ND)",0.00026873
LUCENA CITY,"Chocolate, cocoa, and cocoa-based food products (ND)",0.00015848
LUCENA CITY,"Ice, ice cream and sorbet (ND)",0.00033699
LUCENA CITY,Other sugar confectionery and desserts n.e.c. (ND),0.00019992
LUCENA CITY,Ready-made food and other food products n.e.c. (ND),0.00269427
LUCENA CITY,Baby food (ND),0.00060601
LUCENA CITY,"Salt, condiments and sauces (ND)",0.00146065
LUCENA CITY,"Spices, culinary herbs and seeds (ND)",0.00060624
LUCENA CITY,Other food products n.e.c. (ND),0.00002137
LUCENA CITY,NON-ALCOHOLIC BEVERAGES,0.00663298
LUCENA CITY,Fruit and vegetable juices (ND),0.00049875
LUCENA CITY,Fruit and vegetable juices (ND),0.00049875
LUCENA CITY,Coffee and coffee substitutes (ND),0.00374987
LUCENA CITY,Coffee and coffee substitutes (ND),0.00374987
LUCENA CITY,"Tea, maté and other plant products for infusion (ND)",..
LUCENA CITY,"Tea, maté and other plant products for infusion (ND)",..
LUCENA CITY,Cocoa drinks (ND),0.00094523
LUCENA CITY,Cocoa drinks (ND),0.00094523
LUCENA CITY,Water (ND),0.00095707
LUCENA CITY,Water (ND),0.00095707
LUCENA CITY,Soft drinks (ND),0.00048206
LUCENA CITY,Soft drinks (ND),0.00048206
LUCENA CITY,Other non-alcoholic beverages (ND),..
LUCENA CITY,Other non-alcoholic beverages (ND),..
LUCENA CITY,ALCOHOLIC BEVERAGES AND TOBACCO,0.00597355
LUCENA CITY,ALCOHOLIC BEVERAGES,0.00135566
LUCENA CITY,Spirits and liquors (ND),0.00100501
LUCENA CITY,Spirits and liquors (ND),0.00100501
LUCENA CITY,Wine (ND),..
LUCENA CITY,Wine from other sources (ND),..
LUCENA CITY,Beer (ND),0.00035065
LUCENA CITY,Beer (ND),0.00035065
LUCENA CITY,TOBACCO,0.00461789
LUCENA CITY,Tobacco (ND),0.00461789
LUCENA CITY,Cigarettes (ND),0.00461789
LUCENA CITY,Cigars (ND),..
LUCENA CITY,Other tobacco products (ND),..
LUCENA CITY,OTHER VEGETABLE-BASED TOBACCO PRODUCTS,..
LUCENA CITY,Other vegetable-based tobacco products (ND),..
LUCENA CITY,Other vegetable-based tobacco products (ND),..
LUCENA CITY,NON-FOOD,0.08965289
LUCENA CITY,CLOTHING AND FOOTWEAR,0.00411356
LUCENA CITY,CLOTHING,0.00283204
LUCENA CITY,Clothing materials (SD),..
LUCENA CITY,Clothing materials (SD),..
LUCENA CITY,Garments (SD),0.00283204
LUCENA CITY,Garments for men or boys (SD),0.00145910
LUCENA CITY,Garments for women or girls (SD),0.00131413
LUCENA CITY,Garments for infants (0 to under 2 years) (SD),0.00005881
LUCENA CITY,Other articles of clothing and clothing accessories (SD),..
LUCENA CITY,Other articles of clothing (SD),..
LUCENA CITY,Clothing accessories (SD),..
LUCENA CITY,"Cleaning, repair, tailoring and hire of clothing (S)",..
LUCENA CITY,Cleaning of clothing (S),..
LUCENA CITY,"Repair, tailoring and hire of clothing (S)",..
LUCENA CITY,FOOTWEAR,0.00128152
LUCENA CITY,Shoes and other footwear (SD),0.00128152
LUCENA CITY,Footwear for men (SD),0.00077309
LUCENA CITY,Footwear for women (SD),0.00050843
LUCENA CITY,"Cleaning, repair, and hire of footwear (S)",..
LUCENA CITY,"Cleaning, repair, and hire of footwear (S)",..
LUCENA CITY,"HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",0.02994581
LUCENA CITY,ACTUAL RENTALS FOR HOUSING,..
LUCENA CITY,Actual rentals paid by tenants for main residence (S),..
LUCENA CITY,Actual rentals paid by tenants for main residence (S),..
LUCENA CITY,"MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING",0.00031026
LUCENA CITY,Security equipment and materials for the maintenance and repair of the dwelling (ND),0.00031026
LUCENA CITY,Materials for the maintenance and repair of the dwelling (ND),0.00031026
LUCENA CITY,"Services for the maintenance, repair and security of the dwelling (S)",..
LUCENA CITY,"Services for the maintenance, repair and security of the dwelling (S)",..
LUCENA CITY,WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING,0.00591101
LUCENA CITY,Water supply (ND),0.00591101
LUCENA CITY,Water supply through network systems (ND),0.00591101
LUCENA CITY,"ELECTRICITY, GAS AND OTHER FUELS",0.02372454
LUCENA CITY,Electricity (ND),0.01360799
LUCENA CITY,Electricity (ND),0.01360799
LUCENA CITY,Gas (ND),0.00662822
LUCENA CITY,Liquefied hydrocarbons (ND),0.00662822
LUCENA CITY,Liquid fuels (ND),..
LUCENA CITY,Liquid fuels (ND),..
LUCENA CITY,Solid fuels (ND),0.00348833
LUCENA CITY,"Wood fuel, including pellets and briquettes (ND)",..
LUCENA CITY,Charcoal (ND),0.00348833
LUCENA CITY,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",0.00418728
LUCENA CITY,"FURNITURE, FURNISHINGS, AND LOOSE CARPETS",0.00034970
LUCENA CITY,"Furniture, furnishings and loose carpets (D)",0.00034970
LUCENA CITY,Household furniture (D),0.00034970
LUCENA CITY,"Furnishings, loose carpets and rugs (D)",..
LUCENA CITY,HOUSEHOLD TEXTILES,0.00009533
LUCENA CITY,Household textiles (SD),0.00009533
LUCENA CITY,Furnishing fabrics and curtains (SD),0.00001948
LUCENA CITY,Bed linen and bedding (SD),0.00005840
LUCENA CITY,Other household textiles (SD),0.00001745
LUCENA CITY,HOUSEHOLD APPLIANCES,0.00066161
LUCENA CITY,"Major household appliances, whether electric or not (D)",0.00033378
LUCENA CITY,Major kitchen appliances (D),0.00006501
LUCENA CITY,Major laundry appliances (D),0.00026877
LUCENA CITY,Small household appliances (SD),0.00032783
LUCENA CITY,Small appliances for cooking and processing of food (SD),..
LUCENA CITY,Other small household appliances (SD),0.00032783
LUCENA CITY,"Repair, installation and hire of household appliances (S)",..
LUCENA CITY,"Repair, installation and hire of household appliances (S)",..
LUCENA CITY,"GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",0.00004258
LUCENA CITY,"Glassware, tableware and household utensils (SD)",0.00004258
LUCENA CITY,"Glassware, crystal-ware, ceramic ware and chinaware (SD)",0.00004258
LUCENA CITY,TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,0.00000138
LUCENA CITY,Non-motorized tools and miscellaneous accessories (SD),0.00000138
LUCENA CITY,Non-motorized tools (SD),..
LUCENA CITY,Miscellaneous accessories (SD),0.00000138
LUCENA CITY,GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE,0.00303668
LUCENA CITY,Non-durable household goods (ND),0.00303668
LUCENA CITY,Household cleaning and maintenance products (ND),0.00101224
LUCENA CITY,Other non-durable household goods (ND),0.00202444
LUCENA CITY,HEALTH,0.00283090
LUCENA CITY,MEDICINES AND HEALTH PRODUCTS,0.00264178
LUCENA CITY,Medicines (ND),0.00262233
LUCENA CITY,"Medicines, vaccines and other pharmaceutical preparations (ND)",0.00262233
LUCENA CITY,Medical products (ND),0.00001711
LUCENA CITY,Medical diagnostic products (ND),..
LUCENA CITY,Prevention and protective devices (ND),0.00001711
LUCENA CITY,Treatment devices for personal use (ND),..
LUCENA CITY,Assistive products (D),0.00000234
LUCENA CITY,Assistive products for vision (D),0.00000234
LUCENA CITY,OUTPATIENT CARE SERVICES,..
LUCENA CITY,Preventive care services (S),..
LUCENA CITY,Other preventive services (S),..
LUCENA CITY,Outpatient dental services (S),..
LUCENA CITY,Dental preventive services (S),..
LUCENA CITY,INPATIENT CARE SERVICES,..
LUCENA CITY,Inpatient curative and rehabilitative services (S),..
LUCENA CITY,Inpatient curative and rehabilitative services (S),..
LUCENA CITY,OTHER HEALTH SERVICES,0.00018912
LUCENA CITY,Diagnostic imaging services and medical laboratory services (S),0.00018912
LUCENA CITY,Diagnostic imaging services and medical laboratory services (S),0.00018912
LUCENA CITY,TRANSPORT,0.00839212
LUCENA CITY,PURCHASE OF VEHICLES,0.00062488
LUCENA CITY,Motorcycles (D),0.00062488
LUCENA CITY,Motorcycles (D),0.00062488
LUCENA CITY,Bicycles (D),..
LUCENA CITY,Bicycles (D),..
LUCENA CITY,OPERATION OF PERSONAL TRANSPORT EQUIPMENT,0.00067493
LUCENA CITY,Parts and accessories for personal transport equipment (SD),..
LUCENA CITY,Tires (SD),..
LUCENA CITY,Parts for personal transport equipment (SD),..
LUCENA CITY,Fuels and lubricants for personal transport equipment (ND),0.00066080
LUCENA CITY,Diesel (ND),0.00004647
LUCENA CITY,Gasoline (ND),0.00061383
LUCENA CITY,Lubricants (ND),0.00000050
LUCENA CITY,Maintenance and repair of personal transport equipment (S),0.00001296
LUCENA CITY,Maintenance and repair of personal transport equipment (S),0.00001296
LUCENA CITY,Other services in respect of personal transport equipment (S),0.00000117
LUCENA CITY,Toll facilities (S),0.00000117
LUCENA CITY,PASSENGER TRANSPORT SERVICES,0.00709231
LUCENA CITY,Passenger transport by railway (S),..
LUCENA CITY,Passenger transport by rapid transit and tram (S),..
LUCENA CITY,Passenger transport by road (S),0.00709231
LUCENA CITY,Passenger transport by bus and coach (S),..
LUCENA CITY,Passenger transport by taxi and hired car with driver (S),..
LUCENA CITY,Other passenger transport by road (S),0.00709231
LUCENA CITY,Passenger transport by air (S),..
LUCENA CITY,"Passenger transport by air, domestic (S)",..
LUCENA CITY,Passenger transport by sea and inland waterway (S),..
LUCENA CITY,Passenger transport by sea and inland waterway (S),..
LUCENA CITY,TRANSPORT SERVICES OF GOODS,..
LUCENA CITY,Postal and courier services (S),..
LUCENA CITY,Letter handling services (S),..
LUCENA CITY,Courier and parcel delivery services (S),..
LUCENA CITY,INFORMATION AND COMMUNICATION,0.00283021
LUCENA CITY,INFORMATION AND COMMUNICATION EQUIPMENT,..
LUCENA CITY,Mobile telephone equipment (D),..
LUCENA CITY,Mobile telephone equipment (D),..
LUCENA CITY,Information processing equipment (D),..
LUCENA CITY,"Computers, laptops and tablets (D)",..
LUCENA CITY,Peripheral equipment and its consumable components (D),..
LUCENA CITY,"Equipment for the reception, recording and reproduction of sound and vision (D)",..
LUCENA CITY,"Equipment for the reception, recording and reproduction of sound and vision (D)",..
LUCENA CITY,Unrecorded recording media (SD),..
LUCENA CITY,Unrecorded recording media (SD),..
LUCENA CITY,INFORMATION AND COMMUNICATION SERVICES,0.00283021
LUCENA CITY,Fixed communication services (S),..
LUCENA CITY,Fixed communication services (S),..
LUCENA CITY,Mobile communication services (S),0.00283021
LUCENA CITY,Mobile communication services (S),0.00283021
LUCENA CITY,Internet access provision services and net storage services (S),..
LUCENA CITY,Internet access provision services and net storage services (S),..
LUCENA CITY,"RECREATION, SPORT AND CULTURE",0.00169138
LUCENA CITY,OTHER RECREATIONAL GOODS,0.00007281
LUCENA CITY,"Games, toys and hobbies (SD)",0.00007281
LUCENA CITY,"Other games, toys and hobbies (SD)",0.00007281
LUCENA CITY,"Equipment for sport, camping and open-air recreation (SD)",..
LUCENA CITY,Equipment for sport (SD),..
LUCENA CITY,GARDEN PRODUCTS AND PETS,..
LUCENA CITY,"Garden products, plants and flowers (ND)",..
LUCENA CITY,Garden products (ND),..
LUCENA CITY,"Plants, seeds and flowers (ND)",..
LUCENA CITY,Pets and products for pets (ND),..
LUCENA CITY,Products for pets and other household animals (ND),..
LUCENA CITY,RECREATIONAL SERVICES,0.00085059
LUCENA CITY,Recreational and sporting services (S),..
LUCENA CITY,Sporting services - practice (S),..
LUCENA CITY,Games of chance (S),0.00085059
LUCENA CITY,Games of chance (S),0.00085059
LUCENA CITY,CULTURAL GOODS,..
LUCENA CITY,Musical instruments (D),..
LUCENA CITY,Musical instruments (D),..
LUCENA CITY,CULTURAL SERVICES,0.00017098
LUCENA CITY,Other cultural services (S),0.00017098
LUCENA CITY,Other cultural services (S),0.00017098
LUCENA CITY,"NEWSPAPERS, BOOKS AND STATIONERY",0.00059700
LUCENA CITY,Books (SD),0.00000603
LUCENA CITY,Educational and textbooks in printed or electronic copy (SD),0.00000603
LUCENA CITY,Other books (SD) in printed or electronic copy,..
LUCENA CITY,Newspapers and periodicals (ND),..
LUCENA CITY,Newspapers (ND),..
LUCENA CITY,Stationery and drawing materials (ND),0.00059097
LUCENA CITY,Stationery and drawing materials (ND),0.00059097
LUCENA CITY,PACKAGE HOLIDAYS (S),..
LUCENA CITY,Package holidays (S),..
LUCENA CITY,Package holidays (S),..
LUCENA CITY,EDUCATION SERVICES,0.00014251
LUCENA CITY,EARLY CHILDHOOD AND PRIMARY EDUCATION,0.00000940
LUCENA CITY,Early chilhood and primary education (S),0.00000940
LUCENA CITY,Early childhood education services (S),0.00000940
LUCENA CITY,Primary education (S),..
LUCENA CITY,SECONDARY EDUCATION  (S),0.00013311
LUCENA CITY,Secondary education (S),0.00013311
LUCENA CITY,Lower secondary general education services,0.00013311
LUCENA CITY,Lower secondary technical-vocational livelihood programs services,..
LUCENA CITY,TERTIARY EDUCATION (S),..
LUCENA CITY,Tertiary education (s),..
LUCENA CITY,Tertiary education (s),..
LUCENA CITY,RESTAURANTS AND ACCOMMODATION SERVICES,0.02755559
LUCENA CITY,FOOD AND BEVERAGE SERVING SERVICES,0.02755559
LUCENA CITY,"Restaurants, café and the like (S)",0.02755559
LUCENA CITY,"Restaurants, café and the like - with full service (S)",0.02755559
LUCENA CITY,ACCOMMODATION SERVICES,..
LUCENA CITY,Accommodation services (S),..
LUCENA CITY,"Hotels, motels, inns and similar accommodation services (S)",..
LUCENA CITY,FINANCIAL SERVICES,0.00000001
LUCENA CITY,FINANCIAL SERVICES,0.00000001
LUCENA CITY,Financial intermediation services indirectly measured (S),0.00000001
LUCENA CITY,Financial intermediation services indirectly measured (S),0.00000001
LUCENA CITY,Other financial services (S),..
LUCENA CITY,Remittances fees (S),..
LUCENA CITY,"PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",0.00796352
LUCENA CITY,PERSONAL CARE,0.00760794
LUCENA CITY,Electric appliances for personal care (SD),..
LUCENA CITY,Electric appliances for personal care (SD),..
LUCENA CITY,"Other appliances, articles and products for personal care (ND)",0.00677018
LUCENA CITY,"Other appliances, articles and products for personal care (ND)",0.00677018
LUCENA CITY,Hairdressing salons and personal grooming establishments (S),0.00083776
LUCENA CITY,Hairdressing (S),0.00041888
LUCENA CITY,Personal grooming treatments (S),0.00041888
LUCENA CITY,OTHER PERSONAL EFFECTS,0.00032304
LUCENA CITY,Jewellery and watches (D),0.00000178
LUCENA CITY,Jewellery and watches (D),0.00000178
LUCENA CITY,"Repair and hire of jewellery, clocks and watches (S)",..
LUCENA CITY,Other personal effects n.e.c. (SD),0.00032126
LUCENA CITY,Travel goods and articles for babies and other personal effects n.e.c. (SD),0.00032126
LUCENA CITY,OTHER SERVICES,0.00003254
LUCENA CITY,Other services (S),0.00003254
LUCENA CITY,Other services n.e.c. (S),0.00003254
MIMAROPA Region,ALL ITEMS,3.54661753
MIMAROPA Region,FOOD AND NON-ALCOHOLIC BEVERAGES,2.05746791
MIMAROPA Region,FOOD,1.95346138
MIMAROPA Region,Cereals and cereal products (ND),0.94871299
MIMAROPA Region,Cereals (ND),0.82735158
MIMAROPA Region,Rice,0.82309209
MIMAROPA Region,Corn,0.00425949
MIMAROPA Region,"Flour, Bread and Other Bakery Products, Pasta Products,  and Other Cereals",0.12136141
MIMAROPA Region,Flour of cereals (ND),0.00307744
MIMAROPA Region,Bread and bakery products (ND),0.06984366
MIMAROPA Region,Breakfast cereals (ND),0.00048306
MIMAROPA Region,"Macaroni, noodles, couscous and similar pasta products (ND)",0.03203200
MIMAROPA Region,Other cereal and grain mill products (ND),0.01592525
MIMAROPA Region,Meat and other parts of slaughtered land animals (ND),0.21072243
MIMAROPA Region,"Meat, fresh, chilled or frozen (ND)",0.15902442
MIMAROPA Region,"Meat, dried, salted, in brine or smoked (ND)",0.00016302
MIMAROPA Region,"Offal, blood and other parts of slaughtered animals, fresh, chilled or frozen, dried, salted, in brine or smoked (ND)",0.00366369
MIMAROPA Region,"Meat, offal, blood and other parts of slaughtered animals' preparations (ND)",0.04787130
MIMAROPA Region,Fish and other seafood (ND),0.30801916
MIMAROPA Region,"Fish, live, fresh, chilled or frozen (ND)",0.22225507
MIMAROPA Region,"Fish, dried, salted, in brine or smoked (ND)",0.02817437
MIMAROPA Region,Fish preparations (ND),0.03241048
MIMAROPA Region,"Other seafood, live, fresh, chilled or frozen (ND)",0.02478272
MIMAROPA Region,Other seafood preparations (ND),0.00039652
MIMAROPA Region,"Milk, other dairy products and eggs (ND)",0.10395694
MIMAROPA Region,Raw and whole milk (ND),0.00003081
MIMAROPA Region,Other milk and cream (ND),0.04991772
MIMAROPA Region,Non-animal milk (ND),0.00000784
MIMAROPA Region,Cheese (ND),0.00103319
MIMAROPA Region,Yoghurt and similar products (ND),..
MIMAROPA Region,Milk-based dessert and beverages (ND),0.00005086
MIMAROPA Region,Eggs (ND),0.05291652
MIMAROPA Region,Oils and fats (ND),0.02661792
MIMAROPA Region,Vegetable oils (ND),0.02495213
MIMAROPA Region,Butter and other fats and oils derived from milk (ND),0.00002135
MIMAROPA Region,Margarine and similar preparations (ND),0.00164444
MIMAROPA Region,Other animal oils and fats (ND),..
MIMAROPA Region,Fruits and nuts (ND),0.07649972
MIMAROPA Region,"Dates, figs and tropical fruits, fresh (ND)",0.07275776
MIMAROPA Region,"Citrus fruits, fresh (ND)",0.00100875
MIMAROPA Region,"Fruit, dried and dehydrated (ND)",..
MIMAROPA Region,"Nuts, in shell or shelled (ND)",0.00214650
MIMAROPA Region,Fruit and nuts ground and other preparations (ND),0.00058671
MIMAROPA Region,"Vegetables, tubers, plantains, cooking bananas and pulses (ND)",0.15071924
MIMAROPA Region,"Leafy or stem vegetables, fresh or chilled (ND)",0.03660983
MIMAROPA Region,"Fruit-bearing vegetables, fresh or chilled (ND)",0.05531974
MIMAROPA Region,"Other vegetables, fresh or chilled (ND)",0.03460663
MIMAROPA Region,"Tubers, plantains and cooking bananas (ND)",0.02243293
MIMAROPA Region,"Vegetables, tubers, plantains, cooking bananas and pulses ground and other preparations (ND)",0.00175011
MIMAROPA Region,"Sugar, confectionery and desserts (ND)",0.06029386
MIMAROPA Region,Cane and beet sugar (ND),0.03781463
MIMAROPA Region,"Jams, fruit jellies, marmalades, fruit purée and pastes, honey (ND)",0.00031006
MIMAROPA Region,"Nut purée, nut butter and nut pastes (ND)",0.00332453
MIMAROPA Region,"Chocolate, cocoa, and cocoa-based food products (ND)",0.00239440
MIMAROPA Region,"Ice, ice cream and sorbet (ND)",0.01054560
MIMAROPA Region,Other sugar confectionery and desserts n.e.c. (ND),0.00590464
MIMAROPA Region,Ready-made food and other food products n.e.c. (ND),0.06791912
MIMAROPA Region,Baby food (ND),0.01000444
MIMAROPA Region,"Salt, condiments and sauces (ND)",0.04195728
MIMAROPA Region,"Spices, culinary herbs and seeds (ND)",0.01006745
MIMAROPA Region,Other food products n.e.c. (ND),0.00588995
MIMAROPA Region,NON-ALCOHOLIC BEVERAGES,0.10400653
MIMAROPA Region,Fruit and vegetable juices (ND),0.00789676
MIMAROPA Region,Fruit and vegetable juices (ND),0.00789676
MIMAROPA Region,Coffee and coffee substitutes (ND),0.05489024
MIMAROPA Region,Coffee and coffee substitutes (ND),0.05489024
MIMAROPA Region,"Tea, maté and other plant products for infusion (ND)",0.00011963
MIMAROPA Region,"Tea, maté and other plant products for infusion (ND)",0.00011963
MIMAROPA Region,Cocoa drinks (ND),0.01586524
MIMAROPA Region,Cocoa drinks (ND),0.01586524
MIMAROPA Region,Water (ND),0.01258336
MIMAROPA Region,Water (ND),0.01258336
MIMAROPA Region,Soft drinks (ND),0.01138424
MIMAROPA Region,Soft drinks (ND),0.01138424
MIMAROPA Region,Other non-alcoholic beverages (ND),0.00126706
MIMAROPA Region,Other non-alcoholic beverages (ND),0.00126706
MIMAROPA Region,ALCOHOLIC BEVERAGES AND TOBACCO,0.08264656
MIMAROPA Region,ALCOHOLIC BEVERAGES,0.03202278
MIMAROPA Region,Spirits and liquors (ND),0.02754643
MIMAROPA Region,Spirits and liquors (ND),0.02754643
MIMAROPA Region,Wine (ND),0.00198772
MIMAROPA Region,Wine from other sources (ND),0.00198772
MIMAROPA Region,Beer (ND),0.00248863
MIMAROPA Region,Beer (ND),0.00248863
MIMAROPA Region,TOBACCO,0.05062378
MIMAROPA Region,Tobacco (ND),0.05062378
