Geolocation,Subsector,1980 Quarter 1,1980 Quarter 2,1980 Quarter 3,1980 Quarter 4,1980 Annual,1981 Quarter 1,1981 Quarter 2,1981 Quarter 3,1981 Quarter 4,1981 Annual,1982 Quarter 1,1982 Quarter 2,1982 Quarter 3,1982 Quarter 4,1982 Annual,1983 Quarter 1,1983 Quarter 2,1983 Quarter 3,1983 Quarter 4,1983 Annual,1984 Quarter 1,1984 Quarter 2,1984 Quarter 3,1984 Quarter 4,1984 Annual,1985 Quarter 1,1985 Quarter 2,1985 Quarter 3,1985 Quarter 4,1985 Annual,1986 Quarter 1,1986 Quarter 2,1986 Quarter 3,1986 Quarter 4,1986 Annual,1987 Quarter 1,1987 Quarter 2,1987 Quarter 3,1987 Quarter 4,1987 Annual,1988 Quarter 1,1988 Quarter 2,1988 Quarter 3,1988 Quarter 4,1988 Annual,1989 Quarter 1,1989 Quarter 2,1989 Quarter 3,1989 Quarter 4,1989 Annual,1990 Quarter 1,1990 Quarter 2,1990 Quarter 3,1990 Quarter 4,1990 Annual,1991 Quarter 1,1991 Quarter 2,1991 Quarter 3,1991 Quarter 4,1991 Annual,1992 Quarter 1,1992 Quarter 2,1992 Quarter 3,1992 Quarter 4,1992 Annual,1993 Quarter 1,1993 Quarter 2,1993 Quarter 3,1993 Quarter 4,1993 Annual,1994 Quarter 1,1994 Quarter 2,1994 Quarter 3,1994 Quarter 4,1994 Annual,1995 Quarter 1,1995 Quarter 2,1995 Quarter 3,1995 Quarter 4,1995 Annual,1996 Quarter 1,1996 Quarter 2,1996 Quarter 3,1996 Quarter 4,1996 Annual,1997 Quarter 1,1997 Quarter 2,1997 Quarter 3,1997 Quarter 4,1997 Annual,1998 Quarter 1,1998 Quarter 2,1998 Quarter 3,1998 Quarter 4,1998 Annual,1999 Quarter 1,1999 Quarter 2,1999 Quarter 3,1999 Quarter 4,1999 Annual,2000 Quarter 1,2000 Quarter 2,2000 Quarter 3,2000 Quarter 4,2000 Annual,2001 Quarter 1,2001 Quarter 2,2001 Quarter 3,2001 Quarter 4,2001 Annual,2002 Quarter 1,2002 Quarter 2,2002 Quarter 3,2002 Quarter 4,2002 Annual,2003 Quarter 1,2003 Quarter 2,2003 Quarter 3,2003 Quarter 4,2003 Annual,2004 Quarter 1,2004 Quarter 2,2004 Quarter 3,2004 Quarter 4,2004 Annual,2005 Quarter 1,2005 Quarter 2,2005 Quarter 3,2005 Quarter 4,2005 Annual,2006 Quarter 1,2006 Quarter 2,2006 Quarter 3,2006 Quarter 4,2006 Annual,2007 Quarter 1,2007 Quarter 2,2007 Quarter 3,2007 Quarter 4,2007 Annual,2008 Quarter 1,2008 Quarter 2,2008 Quarter 3,2008 Quarter 4,2008 Annual,2009 Quarter 1,2009 Quarter 2,2009 Quarter 3,2009 Quarter 4,2009 Annual,2010 Quarter 1,2010 Quarter 2,2010 Quarter 3,2010 Quarter 4,2010 Annual,2011 Quarter 1,2011 Quarter 2,2011 Quarter 3,2011 Quarter 4,2011 Annual,2012 Quarter 1,2012 Quarter 2,2012 Quarter 3,2012 Quarter 4,2012 Annual,2013 Quarter 1,2013 Quarter 2,2013 Quarter 3,2013 Quarter 4,2013 Annual,2014 Quarter 1,2014 Quarter 2,2014 Quarter 3,2014 Quarter 4,2014 Annual,2015 Quarter 1,2015 Quarter 2,2015 Quarter 3,2015 Quarter 4,2015 Annual,2016 Quarter 1,2016 Quarter 2,2016 Quarter 3,2016 Quarter 4,2016 Annual,2017 Quarter 1,2017 Quarter 2,2017 Quarter 3,2017 Quarter 4,2017 Annual,2018 Quarter 1,2018 Quarter 2,2018 Quarter 3,2018 Quarter 4,2018 Annual,2019 Quarter 1,2019 Quarter 2,2019 Quarter 3,2019 Quarter 4,2019 Annual,2020 Quarter 1,2020 Quarter 2,2020 Quarter 3,2020 Quarter 4,2020 Annual,2021 Quarter 1,2021 Quarter 2,2021 Quarter 3,2021 Quarter 4,2021 Annual,2022 Quarter 1,2022 Quarter 2,2022 Quarter 3,2022 Quarter 4,2022 Annual,2023 Quarter 1,2023 Quarter 2,2023 Quarter 3,2023 Quarter 4,2023 Annual,2024 Quarter 1,2024 Quarter 2,2024 Quarter 3,2024 Quarter 4,2024 Annual,2025 Quarter 1,2025 Quarter 2,2025 Quarter 3,2025 Quarter 4,2025 Annual,2026 Quarter 1,2026 Quarter 2,2026 Quarter 3,2026 Quarter 4,2026 Annual
....Siquijor,..Commercial Fisheries,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.00,7.00,3.00,2.00,24.00,14.00,6.00,4.00,1.00,25.00,13.00,6.00,5.00,2.00,26.00,10.00,5.00,..,..,15.00,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.24,8.36,13.91,12.35,42.86,20.94,..,8.75,..,29.69,17.49,1.68,..,..,19.17,18.65,22.04,..,..,40.69,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,..,..,..,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,..,..,..
....Siquijor,..Municipal Fisheries,..,..,..,..,2236.00,..,..,..,..,1989.00,..,..,..,..,1539.00,..,..,..,..,1566.00,..,..,..,..,1037.00,..,..,..,..,1306.00,..,..,..,..,1089.00,..,..,..,..,1346.00,..,..,..,..,1315.00,..,..,..,..,1476.00,..,..,..,..,1081.00,..,..,..,..,1043.00,..,..,..,..,904.00,429.00,312.00,157.00,110.00,1008.00,419.00,343.00,177.00,172.00,1111.00,462.00,314.00,204.00,236.00,1216.00,448.00,330.00,213.00,215.00,1206.00,470.00,363.00,268.00,256.00,1357.00,533.00,353.00,278.00,231.00,1395.00,498.00,372.00,295.00,254.00,1419.00,540.00,412.00,321.00,276.00,1549.00,562.00,562.00,345.00,237.00,1706.00,588.00,600.00,366.00,256.00,1810.00,564.00,630.00,383.00,343.00,1920.00,621.32,625.00,373.12,351.63,1971.07,683.57,660.08,453.23,491.43,2288.31,593.68,813.90,509.28,571.29,2488.15,764.73,999.08,567.11,488.88,2819.80,721.77,1042.06,612.39,646.35,3022.57,754.21,1137.12,660.53,674.16,3226.02,791.98,1274.13,722.40,607.52,3396.03,742.26,1372.11,758.88,592.25,3465.50,813.07,1484.21,820.74,619.38,3737.40,882.97,1525.32,726.39,538.52,3673.20,808.39,1425.82,764.94,557.72,3556.87,856.61,1354.81,735.79,544.43,3491.64,929.24,1447.61,797.91,582.33,3757.09,896.49,1359.08,761.95,534.27,3551.79,961.33,1445.78,718.08,503.24,3628.43,1035.51,1568.44,693.62,547.01,3844.58,1119.89,1691.48,753.23,509.02,4073.62,882.88,1226.18,533.85,445.88,3088.79,637.69,1239.30,540.65,463.28,2880.92,603.94,1212.37,791.28,586.46,3194.05,567.72,1085.30,818.46,641.42,3112.90,955.61,971.58,622.15,537.77,3087.10,405.58,..,..,..,..
....Siquijor,....Marine Municipal Fisheries,..,..,..,..,2236.00,..,..,..,..,1989.00,..,..,..,..,1539.00,..,..,..,..,1566.00,..,..,..,..,1037.00,..,..,..,..,1306.00,..,..,..,..,1089.00,..,..,..,..,1346.00,..,..,..,..,1315.00,..,..,..,..,1476.00,..,..,..,..,1081.00,..,..,..,..,1043.00,..,..,..,..,904.00,429.00,312.00,157.00,110.00,1008.00,419.00,343.00,177.00,172.00,1111.00,462.00,314.00,204.00,236.00,1216.00,448.00,330.00,213.00,215.00,1206.00,470.00,363.00,268.00,256.00,1357.00,533.00,353.00,278.00,231.00,1395.00,498.00,372.00,295.00,254.00,1419.00,540.00,412.00,321.00,276.00,1549.00,562.00,562.00,345.00,237.00,1706.00,588.00,600.00,366.00,256.00,1810.00,564.00,630.00,383.00,343.00,1920.00,621.32,625.00,373.12,351.63,1971.07,683.57,660.08,453.23,491.43,2288.31,593.68,813.90,509.28,571.29,2488.15,764.73,999.08,567.11,488.88,2819.80,721.77,1042.06,612.39,646.35,3022.57,754.21,1137.12,660.53,674.16,3226.02,791.98,1274.13,722.40,607.52,3396.03,742.26,1372.11,758.88,592.25,3465.50,813.07,1484.21,820.74,619.38,3737.40,882.97,1525.32,726.39,538.52,3673.20,808.39,1425.82,764.94,557.72,3556.87,856.61,1354.81,735.79,544.43,3491.64,929.24,1447.58,797.91,582.33,3757.06,896.49,1359.08,761.95,534.27,3551.79,961.33,1445.78,718.08,503.24,3628.43,1035.51,1568.44,693.62,547.01,3844.58,1119.89,1691.48,753.23,509.02,4073.62,882.88,1226.18,533.85,445.88,3088.79,637.69,1239.30,540.65,463.28,2880.92,603.94,1212.37,791.28,586.46,3194.05,567.72,1085.30,818.46,641.42,3112.90,955.61,971.58,622.15,537.77,3087.10,405.58,..,..,..,..
....Siquijor,....Inland Municipal Fisheries,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,..,..,..,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,..,..,..
....Siquijor,..Aquaculture,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.00,..,..,..,..,15.00,..,..,..,..,16.00,..,..,..,..,15.00,..,..,..,..,15.00,..,..,..,..,16.00,..,..,..,..,18.00,..,..,..,..,19.00,..,..,..,..,19.67,..,..,..,..,27.00,..,..,1.00,..,1.00,..,..,7.00,..,7.00,..,1.00,1.00,1.00,3.00,..,..,..,1.00,1.00,..,..,..,24.00,24.00,..,..,..,..,..,1.00,1.00,1.00,1.00,4.00,1.00,1.00,0.98,1.00,3.98,..,..,30.00,32.00,62.00,13.00,0.20,3.00,3.00,19.20,0.30,0.79,3.70,2.70,7.49,3.20,4.00,8.81,10.53,26.54,9.89,10.36,9.42,8.60,38.27,9.61,14.08,19.56,22.46,65.71,14.15,10.18,10.93,10.61,45.87,14.96,13.90,11.01,7.15,47.02,6.89,13.79,2.28,4.27,27.23,4.97,4.98,3.80,5.98,19.73,4.26,4.29,8.51,12.04,29.10,9.36,13.74,9.89,9.93,42.92,11.34,16.23,12.99,10.05,50.60,13.78,13.88,11.56,9.84,49.06,10.61,13.36,4.05,3.43,31.44,5.31,6.80,3.13,2.05,17.29,8.79,6.66,3.76,4.08,23.29,5.89,3.98,4.78,5.03,19.68,1.63,1.87,2.27,3.48,9.26,2.69,3.78,1.40,1.31,9.18,1.23,5.85,4.64,5.92,17.63,2.84,4.71,2.83,2.09,12.47,2.66,1.78,5.97,8.32,18.73,4.94,0.91,0.37,1.30,7.51,2.07,3.13,1.50,13.30,19.99,3.19,..,..,..,..
..Region VII (Central Visayas),FISHERIES,..,..,..,..,38908.00,..,..,..,..,49407.00,..,..,..,..,59915.00,..,..,..,..,61075.00,..,..,..,..,79674.00,..,..,..,..,72834.00,..,..,..,..,58662.00,..,..,..,..,60967.00,..,..,..,..,67769.00,..,..,..,..,76122.00,..,..,..,..,101757.00,..,..,..,..,144044.64,..,..,..,..,125689.00,46697.00,39318.00,30392.00,16648.00,133055.00,47625.00,32607.00,27912.00,16392.00,124536.00,33725.00,31139.00,33894.00,23202.00,121960.00,31836.00,32888.00,36465.00,31656.00,132845.00,36983.00,31123.00,37750.00,29992.00,135848.00,32960.00,29629.00,37126.00,37332.00,137047.00,32214.00,30366.00,39075.00,41064.00,142719.00,34402.00,33007.00,38854.00,40349.00,146612.00,48123.00,39965.00,41592.00,43593.00,173273.00,48422.50,39737.56,49388.00,46602.20,184150.26,45530.90,41283.70,41734.90,45294.99,173844.49,54629.79,42203.27,41606.73,41206.73,179646.52,62744.69,55862.80,43100.47,47667.90,209375.86,48781.66,45339.35,40450.58,43780.16,178351.75,57386.81,55839.81,40841.40,48566.24,202634.26,52860.47,54493.60,43944.14,51245.56,202543.76,56964.57,56986.20,45627.31,52268.15,211846.23,59055.68,59289.43,48014.32,52435.53,218794.96,60370.62,60478.48,47725.56,51153.38,219728.04,60623.89,56996.61,48252.13,51070.98,216943.61,60629.52,58770.81,45943.34,43223.12,208566.79,41374.35,46595.75,42064.86,46788.01,176822.98,50322.27,40272.67,37375.83,42706.88,170677.65,44092.35,40806.67,39863.33,43353.40,168115.75,43788.08,34339.71,26338.28,31661.33,136127.40,41012.06,36906.03,24984.49,32600.81,135503.39,38389.98,38751.29,28540.18,33549.82,139231.27,38521.20,37554.72,28849.76,30854.69,135780.37,32589.67,33265.16,29714.79,28674.35,124243.97,19239.98,16485.75,15445.18,12193.05,63363.96,12866.95,12207.27,9576.46,10069.40,44720.07,13517.71,14548.63,14197.65,15426.16,57690.15,14879.27,19710.12,14114.37,13761.51,62465.27,12843.09,..,..,..,..
..Region VII (Central Visayas),..Commercial Fisheries,..,..,..,..,6095.00,..,..,..,..,16655.00,..,..,..,..,19327.00,..,..,..,..,19565.00,..,..,..,..,39225.00,..,..,..,..,25479.00,..,..,..,..,17277.00,..,..,..,..,26104.00,..,..,..,..,28341.00,..,..,..,..,32747.00,..,..,..,..,60454.00,..,..,..,..,101532.00,..,..,..,..,65830.00,21612.00,12346.00,16832.00,6892.00,57682.00,22030.00,15070.00,17066.00,5878.00,60044.00,17120.00,9023.00,17836.00,7006.00,50985.00,15409.00,11214.00,18796.00,9685.00,55104.00,18292.00,11158.00,19258.00,7540.00,56248.00,17430.00,10738.00,17345.00,12885.00,58398.00,17641.00,10644.00,17203.00,13059.00,58547.00,18402.00,10973.00,17137.00,13102.00,59614.00,17933.00,10272.00,15619.00,12844.00,56668.00,18744.00,9627.00,14678.00,11886.00,54935.00,18556.00,9550.00,13881.00,11381.00,53368.00,18638.44,9482.88,14167.64,11493.93,53782.89,18365.10,11380.01,14290.90,14347.75,58383.76,14461.53,10888.92,8629.51,7250.09,41230.05,14561.25,15871.92,8978.53,8177.68,47589.38,12603.74,14810.69,8670.83,8222.92,44308.18,12102.07,12176.12,7713.59,7353.21,39344.99,10185.67,10812.93,7811.75,7304.03,36114.38,8488.61,10262.80,7233.97,6824.51,32809.89,9193.46,9441.89,7612.70,5971.64,32219.69,9414.78,12189.95,7802.32,4729.04,34136.09,5349.96,8657.82,6193.61,5384.38,25585.77,7280.78,8396.61,6305.20,4397.61,26380.20,5302.38,9189.28,6909.38,3262.73,24663.77,1660.79,4825.68,3840.10,2088.10,12414.67,2667.54,3436.89,1879.06,2620.99,10604.48,2029.92,1883.25,2214.22,1466.21,7593.60,3768.09,3622.54,2420.45,1435.90,11246.98,1468.74,2732.60,2486.24,1758.58,8446.16,1697.62,2090.84,2337.77,2048.08,8174.31,1406.39,2969.97,2244.67,2990.15,9611.18,2076.27,3037.95,2661.76,3727.01,11502.98,3543.87,5110.26,2945.87,2091.30,13691.30,4139.19,..,..,..,..
..Region VII (Central Visayas),..Municipal Fisheries,..,..,..,..,29994.00,..,..,..,..,29341.00,..,..,..,..,20718.00,..,..,..,..,21703.00,..,..,..,..,19352.00,..,..,..,..,22532.00,..,..,..,..,24619.00,..,..,..,..,18097.00,..,..,..,..,17643.00,..,..,..,..,19828.00,..,..,..,..,16360.00,..,..,..,..,16781.00,..,..,..,..,24300.00,6932.00,7251.00,6958.00,4712.00,25853.00,6293.00,7645.00,7030.00,5448.00,26416.00,6903.00,8298.00,7407.00,8856.00,31464.00,7835.00,8173.00,7599.00,8402.00,32009.00,8664.00,7265.00,7622.00,10235.00,33786.00,8144.00,7135.00,7250.00,9868.00,32397.00,7990.00,7282.00,7813.00,12193.00,35278.00,8860.00,7545.00,7975.00,12253.00,36633.00,8286.00,7341.00,7683.00,10611.00,33921.00,9914.00,8167.00,10492.00,11815.00,40388.00,9677.00,7958.00,10276.00,10784.00,38695.00,9724.35,8076.57,9640.19,10640.29,38081.40,10400.65,9516.10,9474.15,10388.09,39778.99,8935.28,8934.39,11830.77,11890.50,41590.94,12244.93,9076.42,9534.39,10331.40,41187.14,10847.77,10220.84,9482.90,10680.03,41231.54,11243.22,12495.83,9977.18,11084.55,44800.78,12021.28,12944.90,9852.36,11553.93,46372.47,11654.43,11930.34,9421.54,11145.94,44152.25,12350.90,11887.00,9151.65,9603.60,42993.15,11820.30,12156.04,8972.92,10935.88,43885.14,10090.57,12241.36,9458.51,9538.03,41328.47,10507.04,11203.88,9902.70,9769.63,41383.25,13365.06,12588.54,10342.74,11247.97,47544.31,13957.11,13503.84,11280.98,12560.76,51302.69,12965.80,14666.04,13262.20,14193.32,55087.36,14176.21,15842.36,12848.47,15981.97,58849.01,17149.46,16404.25,15672.07,16816.08,66041.86,13142.28,17561.97,16887.61,16673.62,64265.48,10004.82,11297.16,9877.65,5980.14,37159.77,6020.88,4861.72,4765.78,4813.84,20462.22,6964.51,6964.13,5955.26,5478.13,25362.03,7186.21,10012.16,7830.63,7151.92,32180.92,5126.27,..,..,..,..
..Region VII (Central Visayas),....Marine Municipal Fisheries,..,..,..,..,29982.00,..,..,..,..,29341.00,..,..,..,..,20706.00,..,..,..,..,21691.00,..,..,..,..,19338.00,..,..,..,..,22516.00,..,..,..,..,24599.00,..,..,..,..,18078.00,..,..,..,..,17622.00,..,..,..,..,19804.00,..,..,..,..,16333.00,..,..,..,..,16751.00,..,..,..,..,24271.00,6923.00,7243.00,6958.00,4712.00,25836.00,6284.00,7636.00,7020.00,5439.00,26379.00,6894.00,8293.00,7398.00,8851.00,31436.00,7827.00,8168.00,7590.00,8396.00,31981.00,8637.00,7260.00,7614.00,10230.00,33741.00,8139.00,7127.00,7245.00,9864.00,32375.00,7980.00,7271.00,7806.00,12187.00,35244.00,8850.00,7536.00,7963.00,12245.00,36594.00,8272.00,7330.00,7666.00,10597.00,33865.00,9895.00,8144.00,10476.00,11800.00,40315.00,9665.00,7937.00,10262.00,10765.00,38629.00,9693.86,8061.80,9618.57,10620.86,37995.09,10362.68,9488.74,9450.85,10364.53,39666.80,8902.98,8910.08,11790.70,11855.14,41458.90,12200.34,9041.37,9499.79,10295.99,41037.49,10804.47,10169.05,9437.35,10646.87,41057.74,11199.50,12444.25,9929.09,11051.05,44623.89,11991.51,12914.98,9820.45,11517.92,46244.86,11619.57,11894.87,9388.51,11109.52,44012.47,12311.92,11854.00,9109.99,9559.12,42835.03,11781.26,12124.21,8939.81,10901.70,43746.98,10045.67,12191.27,9412.60,9488.67,41138.21,10456.92,11162.17,9864.54,9730.95,41214.58,13327.13,12562.00,10315.00,11215.82,47419.95,13926.52,13479.71,11253.02,12531.11,51190.36,12933.75,14643.13,13232.30,14134.64,54943.82,14149.97,15815.64,12819.75,15942.20,58727.56,17117.85,16379.09,15651.06,16805.67,65953.67,13125.46,17548.80,16876.24,16658.64,64209.14,9990.03,11283.75,9858.31,5967.42,37099.51,6007.53,4853.60,4755.80,4803.26,20420.19,6956.69,6957.43,5949.46,5465.92,25329.49,7180.96,10006.19,7825.75,7145.79,32158.69,5120.21,..,..,..,..
..Region VII (Central Visayas),....Inland Municipal Fisheries,..,..,..,..,12.00,..,..,..,..,..,..,..,..,..,12.00,..,..,..,..,12.00,..,..,..,..,14.00,..,..,..,..,16.00,..,..,..,..,20.00,..,..,..,..,19.00,..,..,..,..,21.00,..,..,..,..,24.00,..,..,..,..,27.00,..,..,..,..,30.00,..,..,..,..,29.00,9.00,8.00,..,..,17.00,9.00,9.00,10.00,9.00,37.00,9.00,5.00,9.00,5.00,28.00,8.00,5.00,9.00,6.00,28.00,27.00,5.00,8.00,5.00,45.00,5.00,8.00,5.00,4.00,22.00,10.00,11.00,7.00,6.00,34.00,10.00,9.00,12.00,8.00,39.00,14.00,11.00,17.00,14.00,56.00,19.00,23.00,16.00,15.00,73.00,12.00,21.00,14.00,19.00,66.00,30.49,14.77,21.62,19.43,86.31,37.97,27.36,23.30,23.56,112.19,32.30,24.31,40.07,35.36,132.04,44.59,35.05,34.60,35.41,149.65,43.30,51.79,45.55,33.16,173.80,43.72,51.58,48.09,33.50,176.89,29.77,29.92,31.91,36.01,127.61,34.86,35.47,33.03,36.42,139.78,38.98,33.00,41.66,44.48,158.12,39.04,31.83,33.11,34.18,138.16,44.90,50.09,45.91,49.36,190.26,50.12,41.71,38.16,38.68,168.67,37.93,26.54,27.74,32.15,124.36,30.59,24.13,27.96,29.65,112.33,32.05,22.91,29.90,58.68,143.54,26.24,26.72,28.72,39.77,121.45,31.61,25.16,21.01,10.41,88.19,16.82,13.17,11.37,14.98,56.34,14.79,13.41,19.34,12.72,60.26,13.35,8.12,9.98,10.58,42.03,7.82,6.71,5.80,12.21,32.54,5.25,5.97,4.88,6.14,22.24,6.06,..,..,..,..
..Region VII (Central Visayas),..Aquaculture,..,..,..,..,2819.00,..,..,..,..,3411.00,..,..,..,..,19870.00,..,..,..,..,19807.00,..,..,..,..,21097.00,..,..,..,..,24823.00,..,..,..,..,16766.00,..,..,..,..,16766.00,..,..,..,..,21785.00,..,..,..,..,23547.00,..,..,..,..,24943.00,..,..,..,..,25731.64,..,..,..,..,35559.00,18153.00,19721.00,6602.00,5044.00,49520.00,19302.00,9892.00,3816.00,5066.00,38076.00,9702.00,13818.00,8651.00,7340.00,39511.00,8592.00,13501.00,10070.00,13569.00,45732.00,10027.00,12700.00,10870.00,12217.00,45814.00,7386.00,11756.00,12531.00,14579.00,46252.00,6583.00,12440.00,14059.00,15812.00,48894.00,7140.00,14489.00,13742.00,14994.00,50365.00,21904.00,22352.00,18290.00,20138.00,82684.00,19764.50,21943.56,24218.00,22901.20,88827.26,17297.90,23775.70,17577.90,23129.99,81781.49,26267.00,24643.82,17798.90,19072.51,87782.23,33978.94,34966.69,19335.42,22932.06,111213.11,25384.85,25516.04,19990.30,24639.57,95530.76,30580.63,30891.47,22328.48,30057.16,113857.74,29408.96,29462.07,25790.41,32342.61,117004.04,33619.28,32314.25,27936.54,33830.39,127700.46,36848.73,35531.60,30350.21,33577.57,136308.11,40227.58,38285.34,31070.05,33182.93,142765.90,39079.53,35667.72,31487.78,35495.74,141730.77,39394.44,34424.82,29168.10,27558.20,130545.56,25933.82,25696.57,26412.74,31865.60,109908.74,32534.45,20672.18,21167.93,28539.64,102914.20,25424.91,19028.85,22611.21,28842.70,95907.67,28170.18,16010.19,11217.20,17012.47,72410.04,25378.72,18803.10,9843.23,15786.50,69811.55,22183.85,21025.68,13477.49,16101.64,72788.66,17603.65,17527.93,10757.24,12602.71,58491.53,17978.65,12970.59,10340.93,10242.15,51532.32,7537.54,3097.74,3229.75,4164.84,18029.88,5439.68,4375.58,2566.01,2265.40,14646.67,4476.94,4546.55,5580.63,6221.02,20825.13,4149.19,4587.71,3337.87,4518.28,16593.04,3577.63,..,..,..,..
....Bohol,FISHERIES,..,..,..,..,20246.00,..,..,..,..,21169.00,..,..,..,..,29689.00,..,..,..,..,30386.00,..,..,..,..,31870.00,..,..,..,..,34944.00,..,..,..,..,28118.00,..,..,..,..,23951.00,..,..,..,..,35455.00,..,..,..,..,37525.00,..,..,..,..,40937.00,..,..,..,..,40335.88,..,..,..,..,51473.00,23862.00,28568.00,11954.00,7308.00,71692.00,27039.00,19740.00,9124.00,7336.00,63239.00,12892.00,21086.00,13354.00,12020.00,59352.00,13573.00,19947.00,13708.00,17327.00,64555.00,16417.00,18260.00,15969.00,16592.00,67238.00,13214.00,17419.00,17423.00,18916.00,66972.00,12599.00,17499.00,18929.00,19774.00,68801.00,13772.00,19879.00,18620.00,19393.00,71664.00,28493.00,27358.00,22802.00,23823.00,102476.00,26615.00,26172.50,28669.00,26447.20,107903.70,23780.10,27903.30,22121.60,26040.12,99845.12,32868.80,28343.57,22182.61,21488.10,104883.08,40619.01,38093.00,22727.43,24741.66,126181.10,28588.34,27571.00,22834.58,27229.20,106223.12,33457.37,34291.58,25326.95,31706.22,124782.12,31682.48,32658.95,29059.31,34312.45,127713.19,34467.60,33879.80,29495.88,35316.01,133159.29,37529.97,36682.58,31021.78,34437.86,139672.19,39750.08,37264.92,31267.67,34416.74,142699.41,38731.07,35320.17,31823.26,35306.34,141180.84,38838.40,34118.70,29038.51,30007.42,132003.03,27965.62,28204.37,26399.94,32293.18,114863.12,33232.88,21266.81,20748.75,28708.76,103957.20,26741.56,21068.28,22801.82,30354.86,100966.51,30925.02,16726.77,8816.54,17003.09,73471.43,24701.61,19211.37,10221.87,17110.00,71244.85,20398.20,23259.64,14840.14,17320.37,75818.35,16643.97,20311.19,12874.63,15385.52,65215.31,15953.97,15289.35,12298.67,12774.83,56316.82,4403.79,5300.05,4070.07,4699.70,18473.61,6220.20,4721.45,3970.39,3820.50,18732.54,6603.66,6444.25,5698.69,5169.40,23915.99,5256.43,8075.81,5806.73,6436.58,25575.56,5344.55,..,..,..,..
....Bohol,..Commercial Fisheries,..,..,..,..,1204.00,..,..,..,..,1528.00,..,..,..,..,1866.00,..,..,..,..,2985.00,..,..,..,..,5264.00,..,..,..,..,3076.00,..,..,..,..,2661.00,..,..,..,..,2024.00,..,..,..,..,8522.00,..,..,..,..,8096.00,..,..,..,..,12658.00,..,..,..,..,11596.00,..,..,..,..,11901.00,3687.00,5565.00,2574.00,623.00,12449.00,6269.00,6473.00,2593.00,908.00,16243.00,2767.00,3577.00,2567.00,918.00,9829.00,3259.00,3020.00,2131.00,743.00,9153.00,3682.00,2800.00,2260.00,770.00,9512.00,3130.00,2606.00,2123.00,885.00,8744.00,2911.00,2530.00,2403.00,929.00,8773.00,3230.00,2773.00,2460.00,952.00,9415.00,3133.00,3013.00,2411.00,880.00,9437.00,3352.00,2912.00,2621.00,916.00,9801.00,3559.00,3036.00,2458.00,829.00,9882.00,3358.00,2824.00,2526.00,845.00,9553.00,3456.00,2811.00,1942.00,632.00,8841.00,1194.00,1335.00,1062.00,558.00,4149.00,1216.78,1878.49,1030.48,319.12,4444.87,1419.42,1756.09,1231.88,457.66,4865.05,1127.65,943.68,712.62,304.60,3088.55,690.00,607.94,401.34,172.24,1871.52,218.18,311.47,324.57,216.43,1070.65,322.97,356.49,246.66,128.57,1054.69,396.81,519.76,228.52,111.45,1256.54,366.22,472.76,159.78,226.95,1225.71,387.48,474.30,314.31,205.21,1381.30,561.99,1105.33,456.96,335.81,2460.09,334.41,602.56,269.10,303.97,1510.04,529.34,648.72,225.89,280.83,1684.78,446.40,450.47,272.17,274.33,1443.37,312.80,615.43,214.77,244.20,1387.20,227.80,404.07,230.91,253.05,1115.83,355.42,669.76,438.18,423.20,1886.55,439.49,781.56,738.42,622.38,2581.84,659.29,1161.57,741.83,748.50,3311.19,644.53,1620.96,939.24,844.89,4049.61,1225.49,..,..,..,..
