Geolocation,Subsector,1980 Quarter 1,1980 Quarter 2,1980 Quarter 3,1980 Quarter 4,1980 Annual,1981 Quarter 1,1981 Quarter 2,1981 Quarter 3,1981 Quarter 4,1981 Annual,1982 Quarter 1,1982 Quarter 2,1982 Quarter 3,1982 Quarter 4,1982 Annual,1983 Quarter 1,1983 Quarter 2,1983 Quarter 3,1983 Quarter 4,1983 Annual,1984 Quarter 1,1984 Quarter 2,1984 Quarter 3,1984 Quarter 4,1984 Annual,1985 Quarter 1,1985 Quarter 2,1985 Quarter 3,1985 Quarter 4,1985 Annual,1986 Quarter 1,1986 Quarter 2,1986 Quarter 3,1986 Quarter 4,1986 Annual,1987 Quarter 1,1987 Quarter 2,1987 Quarter 3,1987 Quarter 4,1987 Annual,1988 Quarter 1,1988 Quarter 2,1988 Quarter 3,1988 Quarter 4,1988 Annual,1989 Quarter 1,1989 Quarter 2,1989 Quarter 3,1989 Quarter 4,1989 Annual,1990 Quarter 1,1990 Quarter 2,1990 Quarter 3,1990 Quarter 4,1990 Annual,1991 Quarter 1,1991 Quarter 2,1991 Quarter 3,1991 Quarter 4,1991 Annual,1992 Quarter 1,1992 Quarter 2,1992 Quarter 3,1992 Quarter 4,1992 Annual,1993 Quarter 1,1993 Quarter 2,1993 Quarter 3,1993 Quarter 4,1993 Annual,1994 Quarter 1,1994 Quarter 2,1994 Quarter 3,1994 Quarter 4,1994 Annual,1995 Quarter 1,1995 Quarter 2,1995 Quarter 3,1995 Quarter 4,1995 Annual,1996 Quarter 1,1996 Quarter 2,1996 Quarter 3,1996 Quarter 4,1996 Annual,1997 Quarter 1,1997 Quarter 2,1997 Quarter 3,1997 Quarter 4,1997 Annual,1998 Quarter 1,1998 Quarter 2,1998 Quarter 3,1998 Quarter 4,1998 Annual,1999 Quarter 1,1999 Quarter 2,1999 Quarter 3,1999 Quarter 4,1999 Annual,2000 Quarter 1,2000 Quarter 2,2000 Quarter 3,2000 Quarter 4,2000 Annual,2001 Quarter 1,2001 Quarter 2,2001 Quarter 3,2001 Quarter 4,2001 Annual,2002 Quarter 1,2002 Quarter 2,2002 Quarter 3,2002 Quarter 4,2002 Annual,2003 Quarter 1,2003 Quarter 2,2003 Quarter 3,2003 Quarter 4,2003 Annual,2004 Quarter 1,2004 Quarter 2,2004 Quarter 3,2004 Quarter 4,2004 Annual,2005 Quarter 1,2005 Quarter 2,2005 Quarter 3,2005 Quarter 4,2005 Annual,2006 Quarter 1,2006 Quarter 2,2006 Quarter 3,2006 Quarter 4,2006 Annual,2007 Quarter 1,2007 Quarter 2,2007 Quarter 3,2007 Quarter 4,2007 Annual,2008 Quarter 1,2008 Quarter 2,2008 Quarter 3,2008 Quarter 4,2008 Annual,2009 Quarter 1,2009 Quarter 2,2009 Quarter 3,2009 Quarter 4,2009 Annual,2010 Quarter 1,2010 Quarter 2,2010 Quarter 3,2010 Quarter 4,2010 Annual,2011 Quarter 1,2011 Quarter 2,2011 Quarter 3,2011 Quarter 4,2011 Annual,2012 Quarter 1,2012 Quarter 2,2012 Quarter 3,2012 Quarter 4,2012 Annual,2013 Quarter 1,2013 Quarter 2,2013 Quarter 3,2013 Quarter 4,2013 Annual,2014 Quarter 1,2014 Quarter 2,2014 Quarter 3,2014 Quarter 4,2014 Annual,2015 Quarter 1,2015 Quarter 2,2015 Quarter 3,2015 Quarter 4,2015 Annual,2016 Quarter 1,2016 Quarter 2,2016 Quarter 3,2016 Quarter 4,2016 Annual,2017 Quarter 1,2017 Quarter 2,2017 Quarter 3,2017 Quarter 4,2017 Annual,2018 Quarter 1,2018 Quarter 2,2018 Quarter 3,2018 Quarter 4,2018 Annual,2019 Quarter 1,2019 Quarter 2,2019 Quarter 3,2019 Quarter 4,2019 Annual,2020 Quarter 1,2020 Quarter 2,2020 Quarter 3,2020 Quarter 4,2020 Annual,2021 Quarter 1,2021 Quarter 2,2021 Quarter 3,2021 Quarter 4,2021 Annual,2022 Quarter 1,2022 Quarter 2,2022 Quarter 3,2022 Quarter 4,2022 Annual,2023 Quarter 1,2023 Quarter 2,2023 Quarter 3,2023 Quarter 4,2023 Annual,2024 Quarter 1,2024 Quarter 2,2024 Quarter 3,2024 Quarter 4,2024 Annual,2025 Quarter 1,2025 Quarter 2,2025 Quarter 3,2025 Quarter 4,2025 Annual,2026 Quarter 1,2026 Quarter 2,2026 Quarter 3,2026 Quarter 4,2026 Annual
....Ilocos Sur,..Commercial Fisheries,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9163.00,14280.00,23443.00,6780.00,22360.00,12649.00,14776.00,56565.00,8630.00,16220.00,13728.50,9290.13,47868.63,1371.38,6964.81,11816.28,10241.69,30394.16,10253.49,22453.63,8642.88,9098.08,50448.08,10717.67,9935.03,6960.53,3734.49,31347.72,3941.56,10169.42,8878.52,4223.82,27213.32,2871.81,4804.36,6761.61,3264.54,17702.32,4196.88,6820.23,7384.37,3341.48,21742.96,4499.35,6612.52,7400.97,3416.66,21929.50,4790.63,6901.22,6733.40,3580.50,22005.75,5021.82,6654.42,6707.69,3498.76,21882.69,5017.00,6062.24,6579.70,3490.01,21148.95,4975.67,5683.13,7105.04,3371.28,21135.12,4634.04,5412.85,5581.10,3354.25,18982.24,4406.61,4974.52,5718.99,4071.29,19171.41,4079.78,4930.80,5517.37,4294.61,18822.56,4644.26,12544.35,5670.64,5176.58,28035.83,5036.56,12795.39,6736.76,4722.09,29290.80,5310.20,14437.94,8706.79,3842.30,32297.23,3938.83,11686.52,4875.88,1776.77,22278.00,1094.71,3853.54,16045.72,9339.84,30333.81,4222.57,9333.77,53276.87,44496.00,111329.21,16169.26,8028.96,30477.21,55338.41,110013.84,24389.14,..,..,..,..
....Ilocos Sur,..Municipal Fisheries,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,64021.00,..,..,..,..,110358.00,..,..,..,..,163461.00,..,..,..,..,209779.00,..,..,..,..,246606.00,..,..,..,..,172828.00,..,..,..,..,331459.00,..,..,..,..,354755.00,..,..,..,..,382300.00,..,..,..,..,331310.00,126126.00,103206.00,49122.00,276169.00,554623.00,127329.00,100543.00,65285.00,158451.00,451608.00,161601.80,116869.14,80004.89,153401.84,511877.67,170545.77,136530.08,88766.30,180833.13,576675.28,178455.64,189097.96,87218.26,211079.39,665851.25,184598.56,202843.83,109857.66,195147.56,692447.61,337133.97,326561.80,249097.45,294013.04,1206806.26,293606.76,319965.88,197911.49,274106.28,1085590.41,210462.11,210192.99,163216.00,249953.64,833824.74,235427.72,211224.47,129884.35,256857.21,833393.75,234622.22,192898.35,122126.17,217448.95,767095.69,178226.72,190357.79,123034.17,148693.88,640312.56,176607.21,148510.59,119425.07,128886.10,573428.97,185735.14,138279.85,118855.51,121489.61,564360.11,149425.17,131864.21,92307.22,127376.84,500973.44,135731.81,120379.28,107175.17,140454.91,503741.17,154871.09,124478.02,103744.28,134332.61,517426.00,184579.25,183859.48,106052.07,174518.39,649009.19,210245.58,204228.41,164580.93,180016.93,759071.85,207872.78,194535.80,178484.48,172951.18,753844.24,211625.04,266258.80,169089.61,200496.35,847469.80,203517.39,234297.93,158829.54,172103.43,768748.29,231329.56,159964.36,142043.37,138176.37,671513.66,199573.42,196273.73,167140.61,215466.23,778453.99,184132.55,..,..,..,..
....Ilocos Sur,....Marine Municipal Fisheries,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,64021.00,..,..,..,..,88424.00,..,..,..,..,134194.00,..,..,..,..,190229.00,..,..,..,..,225111.00,..,..,..,..,151242.00,..,..,..,..,309363.00,..,..,..,..,338752.00,..,..,..,..,363581.00,..,..,..,..,310103.00,118233.00,93541.00,46218.00,269675.00,527667.00,120704.00,92723.00,59639.00,150743.00,423809.00,151184.80,106449.68,71146.75,144592.40,473373.63,161281.81,125359.15,79041.71,170572.39,536255.06,168084.61,175230.77,75911.33,197865.69,617092.40,173853.51,191487.56,96773.04,178968.38,641082.49,320042.87,309349.58,231380.27,274001.08,1134773.80,274876.01,304825.02,180090.43,253470.18,1013261.64,194560.56,193460.54,143609.51,229098.81,760729.42,215608.93,191997.30,108109.22,235163.46,750878.91,213788.24,174003.38,102414.51,194949.76,685155.89,156746.96,169565.97,101670.82,125285.30,553269.05,153391.51,128615.88,97492.35,105964.60,485464.34,161399.64,123462.09,104260.94,99689.14,488811.81,129936.04,115352.73,75243.14,105070.89,425602.80,112408.38,102885.26,81046.22,121102.00,417441.86,116920.86,102635.14,81570.13,99791.39,400917.52,169558.02,152642.83,70702.68,100759.76,493663.29,185510.60,158730.20,78397.69,110846.01,533484.50,178715.64,168357.26,142716.56,130585.21,620374.67,196872.11,250145.00,140877.38,167499.96,755394.45,189300.77,220156.85,142702.41,138066.86,690226.89,218554.19,148403.21,126591.48,110936.84,604485.72,185973.35,185227.27,150001.64,188675.69,709877.95,171604.59,..,..,..,..
....Ilocos Sur,....Inland Municipal Fisheries,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21934.00,..,..,..,..,29267.00,..,..,..,..,19550.00,..,..,..,..,21495.00,..,..,..,..,21586.00,..,..,..,..,22096.00,..,..,..,..,16003.00,..,..,..,..,18719.00,..,..,..,..,21207.00,7893.00,9665.00,2904.00,6494.00,26956.00,6625.00,7820.00,5646.00,7708.00,27799.00,10417.00,10419.46,8858.14,8809.44,38504.04,9263.96,11170.93,9724.59,10260.74,40420.22,10371.03,13867.19,11306.93,13213.70,48758.85,10745.05,11356.27,13084.62,16179.18,51365.12,17091.10,17212.22,17717.18,20011.96,72032.46,18730.75,15140.86,17821.06,20636.10,72328.77,15901.55,16732.45,19606.49,20854.83,73095.32,19818.79,19227.17,21775.13,21693.75,82514.84,20833.98,18894.97,19711.66,22499.19,81939.80,21479.76,20791.82,21363.35,23408.58,87043.51,23215.70,19894.71,21932.72,22921.50,87964.63,24335.50,14817.76,14594.57,21800.47,75548.30,19489.13,16511.48,17064.08,22305.95,75370.64,23323.43,17494.02,26128.95,19352.91,86299.31,37950.23,21842.88,22174.15,34541.22,116508.48,15021.23,31216.65,35349.39,73758.63,155345.90,24734.98,45498.21,86183.24,69170.92,225587.35,29157.14,26178.54,35767.92,42365.97,133469.57,14752.93,16113.80,28212.23,32996.39,92075.35,14216.62,14141.08,16127.13,34036.57,78521.40,12775.37,11561.15,15451.89,27239.53,67027.94,13600.07,11046.46,17138.97,26790.54,68576.04,12527.96,..,..,..,..
....Ilocos Sur,..Aquaculture,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14415.00,20066.00,5251.00,6199.00,45931.00,14654.00,8535.00,4800.00,3825.00,31814.00,10801.00,23708.00,3328.00,4557.00,42394.00,13444.00,24830.00,5040.00,5810.00,49124.00,12430.00,25428.00,5630.00,1859.00,45347.00,11862.00,24253.00,4870.00,2161.00,43146.00,14221.00,29153.00,8630.00,8586.00,60590.00,14105.00,28467.00,9403.00,7673.00,59648.00,12985.00,25366.00,8760.00,9506.00,56617.00,12573.00,24089.00,13783.00,10510.00,60955.00,16115.00,24208.00,21980.00,12004.00,74307.00,19621.00,39970.00,20169.00,11619.00,91379.00,27470.00,36538.00,23789.00,14003.00,101800.00,23223.00,40913.00,28965.00,17304.00,110405.00,25707.75,47350.33,29896.07,19079.61,122033.76,32035.76,51757.58,31441.60,19667.70,134902.64,30874.16,56666.51,34645.31,18102.29,140288.27,30017.03,57612.33,34527.50,19045.46,141202.32,34359.77,62481.53,36105.20,20292.78,153239.28,38239.35,63728.14,39591.14,21585.53,163144.16,39842.47,67025.89,32019.87,21011.16,159899.39,40332.07,71519.38,32174.45,19518.58,163544.48,26305.01,63817.29,26214.59,20336.08,136672.97,29719.34,54910.53,20306.32,12417.11,117353.30,20220.94,52128.15,23080.90,14823.83,110253.82,18144.64,49332.22,22705.07,12354.18,102536.11,16381.46,55609.31,27940.94,14932.69,114864.40,20153.92,61063.56,33005.32,16213.40,130436.20,20581.51,51697.34,41549.18,13520.41,127348.44,22725.16,57247.14,36598.08,14905.93,131476.31,15375.78,54637.78,25906.79,10244.39,106164.74,27684.59,30250.27,24563.46,19372.46,101870.78,21146.28,31745.36,14425.32,15961.26,83278.22,23615.37,..,..,..,..
....La Union,FISHERIES,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,256560.00,6945.00,6096.00,10935.00,13559.00,392983.00,23868.00,7329.00,17406.00,7271.00,568695.00,11391.00,27609.00,15797.00,19631.00,384564.00,14411.00,21742.00,24126.00,20007.00,350810.00,17682.00,24362.00,26126.00,11180.00,427861.00,62047.00,20508.00,22829.00,10069.00,454019.00,15071.00,26411.00,25067.00,9661.00,439141.00,17202.00,29109.00,24988.00,9114.00,474422.00,16843.00,32094.00,21721.00,11683.00,505205.00,125611.00,211517.00,150448.00,145289.00,632865.00,143534.00,220588.00,152460.00,144227.00,660809.00,176764.51,281948.87,160452.73,200877.81,820043.92,178273.82,317956.56,185529.58,175108.22,856868.18,197015.61,319215.44,173256.38,256621.84,946109.27,213007.35,307165.09,173993.55,255282.98,949448.97,178718.50,362643.21,270992.37,199574.96,1011929.04,321149.01,364408.58,200942.13,184563.37,1071063.09,285373.82,264179.21,191926.73,202545.80,944025.56,277261.51,271233.32,165302.42,277400.58,991197.83,368033.77,244654.83,124205.19,224011.03,960904.82,349361.08,301475.29,119663.48,214817.45,985317.30,366960.43,360099.08,123164.53,204578.60,1054802.64,335770.32,190908.54,150766.34,142203.71,819648.91,205581.73,430710.88,140630.91,118137.06,895060.58,176786.19,590523.61,146293.12,115117.09,1028720.01,182484.51,609040.97,208548.47,197553.75,1197627.70,189401.55,656403.12,174225.52,368325.98,1388356.17,385388.84,535822.97,297641.34,455197.20,1674050.35,500095.76,624111.75,457166.55,523397.65,2104771.71,695091.95,1423290.37,262043.78,202001.48,2582427.58,575268.53,1457875.03,208621.77,229110.68,2470876.01,444157.05,754870.53,221638.43,200658.69,1621324.70,473388.96,1188227.79,206687.19,195646.71,2063950.65,532127.51,..,..,..,..
....La Union,..Commercial Fisheries,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,132919.00,..,..,..,..,93147.00,..,..,..,..,69880.00,..,..,..,..,26924.00,..,..,..,..,27973.00,..,..,..,..,29545.00,..,..,..,..,33876.00,..,..,..,..,30200.00,..,..,..,..,31621.00,..,..,..,..,34854.00,9513.00,11160.00,8507.00,11052.00,40232.00,11736.00,16007.00,8877.00,9949.00,46569.00,11873.40,17165.69,8466.99,13155.45,50661.53,11706.89,15230.72,7751.62,17096.56,51785.79,11831.94,14747.93,12364.29,15239.82,54183.98,9928.17,18140.44,14634.45,27738.95,70442.01,10064.92,17497.19,22619.28,24346.84,74528.23,20928.65,24663.28,23826.86,33779.80,103198.59,23274.52,25179.10,21387.55,20956.39,90797.56,17036.89,9996.58,16200.50,19919.89,63153.86,16758.53,12310.45,12413.15,27472.09,68954.22,20159.08,15356.05,10069.45,30783.22,76367.80,22464.77,16444.54,10345.94,30000.03,79255.28,23349.88,16333.16,10908.61,20769.13,71360.78,23332.19,16458.58,12306.98,21975.36,74073.11,20423.37,17497.08,12730.26,22529.29,73180.00,35958.49,27373.82,13484.59,19936.83,96753.73,30275.63,29588.75,20705.72,36676.53,117246.63,20711.69,30652.01,38315.23,42015.33,131694.26,25125.28,33307.11,43198.15,65760.79,167391.33,27861.08,10900.21,35377.59,20124.22,94263.10,32947.19,24303.17,16367.08,28395.71,102013.15,10951.67,10905.12,12232.22,6157.63,40246.64,10381.51,11601.98,11209.33,8688.73,41881.55,9000.12,..,..,..,..
....La Union,..Municipal Fisheries,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,123641.00,..,..,..,..,262301.00,..,..,..,..,442941.00,..,..,..,..,283212.00,..,..,..,..,242551.00,..,..,..,..,318966.00,..,..,..,..,304690.00,..,..,..,..,332731.00,..,..,..,..,362388.00,..,..,..,..,388010.00,94174.00,172924.00,108945.00,121774.00,497817.00,107931.00,173463.00,116524.00,122310.00,520228.00,120234.11,193755.18,124602.74,135284.36,573876.39,101132.93,207043.84,142216.96,86387.66,536781.39,104567.54,185327.29,115626.09,147818.02,553338.94,126297.64,165881.86,116020.09,125360.23,533559.82,77328.56,222565.54,217065.82,121212.07,638171.99,191824.03,221441.00,148786.10,143875.09,705926.22,141992.55,115706.72,128128.16,172293.18,558120.61,125532.73,125622.86,99254.89,231046.77,581457.25,185140.79,100993.44,55433.33,163809.93,505377.49,152174.00,140095.51,53917.88,155186.40,501373.79,156415.51,156990.16,64950.62,157462.31,535818.60,156424.57,80530.14,79727.79,109962.25,426644.75,45743.34,46320.86,40912.71,72577.61,205554.52,47203.71,41162.45,35654.20,70072.58,194092.94,51174.92,52470.98,32570.46,100287.32,236503.68,36042.94,40098.47,50861.21,251620.76,378623.38,221937.03,87692.65,136423.71,278026.42,724079.81,309060.76,105970.88,304066.49,346821.96,1065920.09,528522.46,94066.78,118889.57,78927.45,820406.26,437416.20,76836.56,97583.96,86872.83,698709.55,342889.03,72352.91,119292.92,122853.85,657388.71,373997.23,115653.12,115191.48,126770.41,731612.24,435917.37,..,..,..,..
....La Union,....Marine Municipal Fisheries,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,123641.00,..,..,..,..,249508.00,..,..,..,..,324769.00,..,..,..,..,267276.00,..,..,..,..,227244.00,..,..,..,..,305256.00,..,..,..,..,300548.00,..,..,..,..,329100.00,..,..,..,..,357832.00,..,..,..,..,382284.00,92549.00,171666.00,107545.00,119439.00,491199.00,105041.00,171327.00,114629.00,119477.00,510474.00,114125.69,189636.18,122444.38,131052.35,557258.60,92290.54,202144.19,138186.62,79698.39,512319.74,94217.34,178343.35,108383.73,139768.93,520713.35,120205.86,159369.02,112097.49,116246.31,507918.68,66530.97,216147.87,211451.66,106345.99,600476.49,179266.16,210013.67,142673.34,137827.38,669780.55,131477.06,107805.21,121829.64,161313.24,522425.15,118962.61,118356.53,95048.84,222622.31,554990.29,178287.93,78819.00,51416.03,150402.61,458925.57,144138.03,131641.03,50356.02,144767.80,470902.88,150057.44,143585.39,59638.07,148116.98,501397.88,146607.42,69483.85,73410.07,99638.62,389139.96,41527.72,39943.11,33477.85,57539.10,172487.78,45010.14,36925.80,32605.04,58685.01,173225.99,46058.01,49980.08,29265.02,94975.11,220278.22,32300.60,37578.11,35974.95,234872.57,340726.23,211280.09,76118.19,118871.26,241073.12,647342.66,282938.69,99336.68,290530.30,332692.17,1005497.84,510609.37,86917.24,99336.65,72015.50,768878.76,425652.47,70219.68,89773.81,78217.22,663863.18,334869.93,65649.22,113211.80,115166.77,628897.72,364238.69,108691.37,107982.59,118721.10,699633.75,428538.81,..,..,..,..
....La Union,....Inland Municipal Fisheries,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12793.00,..,..,..,..,118172.00,..,..,..,..,15936.00,..,..,..,..,15307.00,..,..,..,..,13710.00,..,..,..,..,4142.00,..,..,..,..,3631.00,..,..,..,..,4556.00,..,..,..,..,5726.00,1625.00,1258.00,1400.00,2335.00,6618.00,2890.00,2136.00,1895.00,2833.00,9754.00,6108.42,4119.00,2158.36,4232.01,16617.79,8842.39,4899.65,4030.34,6689.27,24461.65,10350.20,6983.94,7242.36,8049.09,32625.59,6091.78,6512.84,3922.60,9113.92,25641.14,10797.59,6417.67,5614.16,14866.08,37695.50,12557.87,11427.33,6112.76,6047.71,36145.67,10515.49,7901.51,6298.52,10979.94,35695.46,6570.12,7266.33,4206.05,8424.46,26466.96,6852.86,22174.44,4017.30,13407.32,46451.92,8035.97,8454.48,3561.86,10418.60,30470.91,6358.07,13404.77,5312.55,9345.33,34420.72,9817.15,11046.29,6317.72,10323.63,37504.79,4215.62,6377.75,7434.86,15038.51,33066.74,2193.57,4236.65,3049.16,11387.57,20866.95,5116.91,2490.90,3305.44,5312.21,16225.46,3742.34,2520.36,14886.26,16748.19,37897.15,10656.94,11574.46,17552.45,36953.30,76737.15,26122.07,6634.20,13536.19,14129.79,60422.25,17913.09,7149.54,19552.92,6911.95,51527.50,11763.73,6616.88,7810.15,8655.61,34846.37,8019.10,6703.69,6081.12,7687.08,28490.99,9758.54,6961.75,7208.89,8049.31,31978.49,7378.56,..,..,..,..
....La Union,..Aquaculture,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6945.00,6096.00,10935.00,13559.00,37535.00,23868.00,7329.00,17406.00,7271.00,55874.00,11391.00,27609.00,15797.00,19631.00,74428.00,14411.00,21742.00,24126.00,20007.00,80286.00,17682.00,24362.00,26126.00,11180.00,79350.00,62047.00,20508.00,22829.00,10069.00,115453.00,15071.00,26411.00,25067.00,9661.00,76210.00,17202.00,29109.00,24988.00,9114.00,80413.00,16843.00,32094.00,21721.00,11683.00,82341.00,21924.00,27433.00,32996.00,12463.00,94816.00,23867.00,31118.00,27059.00,11968.00,94012.00,44657.00,71028.00,27383.00,52438.00,195506.00,65434.00,95682.00,35561.00,71624.00,268301.00,80616.13,119140.22,45266.00,93564.00,338586.35,76781.54,123142.79,43339.01,102183.80,345447.14,91325.02,122580.48,31307.27,54016.05,299228.82,108396.33,118304.30,28329.17,6908.48,261938.28,120106.75,123293.39,42411.02,9296.23,295107.39,134691.89,135613.88,49847.03,26433.92,346586.72,166134.45,131350.94,56358.71,32729.01,386573.11,177028.00,146023.73,55676.15,28847.83,407575.71,188080.15,186664.38,47867.97,17116.26,439728.76,155995.87,94045.24,60129.94,11472.33,321643.38,136506.20,367931.44,87411.22,23584.09,615432.95,109159.11,531864.08,97908.66,22515.22,761447.07,95351.10,529196.17,162493.42,77329.60,864370.29,123082.98,586715.90,102658.59,80028.69,892486.16,142740.12,417478.31,122902.40,135155.45,818276.28,165909.72,484833.76,109901.91,110814.90,871460.29,138708.41,1318323.38,107776.62,102949.81,1667758.22,104905.14,1356735.30,94670.73,113842.14,1670153.31,90316.35,671612.50,90113.29,71647.21,923689.35,89010.22,1060972.69,80286.38,60187.57,1290456.86,87210.02,..,..,..,..
....Pangasinan,FISHERIES,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,499096.00,264656.00,207135.00,373273.00,191669.00,1333095.00,362021.00,149891.00,279237.00,244297.00,1262865.00,227221.00,262283.00,343107.00,744122.00,1788800.00,228176.00,272238.00,351811.00,551042.00,1582736.00,280721.00,348773.00,117089.00,376645.00,1376212.00,329751.00,498701.00,180318.00,251910.00,1522343.00,261777.00,507209.00,198104.00,670981.00,1927463.00,342291.00,635089.00,268072.00,877400.00,2438399.00,421631.00,649877.00,371628.00,809427.00,2614811.00,503468.00,586124.00,632080.00,879440.00,2601112.00,513395.00,621896.00,644389.00,1293449.00,3073129.00,761408.49,814444.66,806825.42,1766315.21,4148993.78,988939.99,1055340.82,1069011.21,2075741.77,5189033.79,1241240.72,1532639.77,1432520.79,2556475.31,6762876.59,1364361.43,1505378.27,1446709.50,3039577.29,7356026.49,1515227.39,1320285.26,1303478.91,4540308.90,8679300.46,1900311.65,1342220.94,1128805.98,3724512.29,8095850.86,1946829.60,2058886.66,1293876.21,3054737.68,8354330.15,1918619.73,1944278.49,1246485.44,4922389.36,10031773.02,1858803.28,2642751.92,1507589.04,5586981.22,11596125.46,2229402.97,2858955.48,1486621.47,5151011.34,11725991.26,2387595.66,3303832.47,1963275.10,6960034.91,14614738.14,2496254.14,3330955.40,2088176.52,5902619.72,13818005.78,2690636.88,2844606.19,1944982.10,6146061.08,13626286.25,2595585.54,3210195.15,2046677.84,6321104.11,14173562.64,2934402.22,2469575.74,2174952.04,7017582.67,14596512.67,3243968.47,2817629.42,2535902.20,8030885.86,16628385.95,3317129.13,2782520.69,2500582.96,8597059.34,17197292.12,3452426.33,3477543.76,3230841.89,10119482.36,20280294.34,3300790.74,3851537.48,4237112.50,9021171.92,20410612.64,4069143.99,4227818.95,4636436.33,9742849.59,22676248.86,3978753.46,4241028.57,3981613.56,10384395.71,22585791.30,4354055.91,5414239.09,4717050.00,12032924.80,26518269.80,4523223.60,..,..,..,..
