Commodity,Year,SU Production,SU Imports,SU Gross Supply,UT Exports,UT Seeds,UT Feeds and Waste,UT Processing,UT Total Net Food Disposable,UT Per Capita kg/yr,UT Per Capita gm/day
Ampalaya,1990,32491,0,32491,0,15,2599,0,29877,0.49,1.33
Ampalaya,1991,29337,0,29337,0,14,2347,0,26977,0.43,1.18
Ampalaya,1992,27809,0,27809,0,13,2225,0,25571,0.4,1.09
Ampalaya,1993,30451,0,30451,0,13,2436,0,28002,0.43,1.17
Ampalaya,1994,31891,0,31891,0,13,2551,0,29327,0.43,1.17
Ampalaya,1995,36198,0,36198,0,15,2896,0,33287,0.49,1.33
Ampalaya,1996,39754,0,39754,0,17,3180,0,36557,0.52,1.43
Ampalaya,1997,42201,0,42201,0,18,3376,0,38807,0.54,1.49
Ampalaya,1998,35367,0,35367,0,16,2829,0,32522,0.44,1.22
Ampalaya,1999,43489,0,43489,0,18,3479,0,39992,0.54,1.47
Ampalaya,2000,44366,0,44366,0,17,3549,0,40799,0.53,1.46
Ampalaya,2001,47124,0,47124,0,18,3770,0,43336,0.56,1.52
Ampalaya,2002,74512,0,74512,0,23,5961,0,68528,0.86,2.36
Ampalaya,2003,74256,0,74256,0,23,5940,0,68292,0.84,2.31
Ampalaya,2004,78640,0,78640,0,24,6291,0,72324,0.87,2.4
Ampalaya,2005,79794,0,79794,0,25,6384,0,73386,0.86,2.36
Ampalaya,2006,77894,0,77894,0,23,6232,0,71639,0.82,2.26
Ampalaya,2007,83144,0,83144,0,24,6652,0,76468,0.86,2.37
Ampalaya,2008,85385,0,85385,0,24,6831,0,78530,0.87,2.38
Ampalaya,2009,86498,0,86498,0,24,6920,0,79554,0.87,2.39
Ampalaya,2010,88437,0,88437,0,24,7075,0,81338,0.87,2.39
Ampalaya,2011,86599,0,86599,0,24,6928,0,79647,0.84,2.3
Ampalaya,2012,87090,0,87090,0,24,6967,0,80099,0.83,2.27
Ampalaya,2013,89887,0,89887,0,24,7191,0,82672,0.84,2.31
Ampalaya,2014,90111,0,90111,0,23,7209,0,82879,0.83,2.27
Ampalaya,2015,89918,0,89918,0,23,7193,0,82701,0.81,2.23
Ampalaya,2016,87460,0,87460,0,23,6997,0,80440,0.78,2.13
Ampalaya,2017,89460,0,89460,0,23,7157,0,82279,0.79,2.16
Ampalaya,2018,87395,0,87395,0,23,6992,0,80380,0.76,2.08
Ampalaya,2019,89341,0,89341,0,23,7147,0,82170,0.77,2.1
Asparagus,1990,1908,0,1908,205,0,136,0,1567,0.03,0.07
Asparagus,1991,2351,1,2352,933,0,114,0,1305,0.02,0.06
Asparagus,1992,4269,4,4273,1874,0,192,0,2207,0.03,0.09
Asparagus,1993,5875,6,5881,3257,0,210,0,2414,0.04,0.1
Asparagus,1994,9821,45,9866,3883,0,479,0,5504,0.08,0.22
Asparagus,1995,10842,3,10845,4919,0,474,0,5452,0.08,0.22
Asparagus,1996,11761,0,11761,5660,0,488,0,5613,0.08,0.22
Asparagus,1997,11017,2,11019,5105,0,473,0,5441,0.08,0.21
Asparagus,1998,6254,6,6260,3236,0,242,0,2782,0.04,0.1
Asparagus,1999,6332,4,6336,4175,0,173,0,1988,0.03,0.07
Asparagus,2000,6429,4,6433,3974,0,197,0,2262,0.03,0.08
Asparagus,2001,8577,8,8585,4148,0,355,0,4082,0.05,0.14
Asparagus,2002,12566,3,12569,4663,0,632,0,7274,0.09,0.25
Asparagus,2003,15211,13,15224,3644,0,926,0,10654,0.13,0.36
Asparagus,2004,22367,22,22389,2623,0,1581,0,18185,0.22,0.6
Asparagus,2005,25231,b/,25231,3118,0,1769,0,20344,0.24,0.65
Asparagus,2006,21938,2,21940,3620,0,1466,0,16854,0.19,0.53
Asparagus,2007,14845,1,14846,2022,0,1026,0,11798,0.13,0.36
Asparagus,2008,11891,0,11891,795,0,888,0,10208,0.11,0.31
Asparagus,2009,7121,28,7149,303,0,548,0,6298,0.07,0.19
Asparagus,2010,4637,0,4637,216,0,354,0,4067,0.04,0.12
Asparagus,2011,3443,7,3450,484,0,237,0,2729,0.03,0.08
Asparagus,2012,4106,6,4112,520,0,287,0,3305,0.03,0.09
Asparagus,2013,3213,4,3217,603,0,209,0,2405,0.02,0.07
Asparagus,2014,2939,1,2940,365,0,206,0,2369,0.02,0.06
Asparagus,2015,2742,b/,2742,222,0,202,0,2318,0.02,0.06
Asparagus,2016,2172,b/,2172,0,0,174,0,1998,0.02,0.05
Asparagus,2017,1904,1,1905,0,0,152,0,1752,0.02,0.05
Asparagus,2018,1648,b/,1648,0,0,132,0,1516,0.01,0.04
Asparagus,2019,1329,1,1329,0,0,106,0,1223,0.01,0.03
Bell Pepper,1990,6869,0,6869,0,0,343,0,6526,0.11,0.29
Bell Pepper,1991,6690,0,6690,0,0,335,0,6356,0.1,0.28
Bell Pepper,1992,8291,0,8291,0,0,415,0,7876,0.12,0.34
Bell Pepper,1993,10329,0,10329,0,0,516,0,9813,0.15,0.41
Bell Pepper,1994,8869,0,8869,0,0,443,0,8426,0.12,0.34
Bell Pepper,1995,11297,0,11297,0,0,565,0,10732,0.16,0.43
Bell Pepper,1996,11771,0,11771,0,0,589,0,11182,0.16,0.44
Bell Pepper,1997,11523,0,11523,0,0,576,0,10947,0.15,0.42
Bell Pepper,1998,10345,0,10345,0,0,517,0,9828,0.13,0.37
Bell Pepper,1999,9566,0,9566,0,0,478,0,9088,0.12,0.33
Bell Pepper,2000,9862,0,9862,0,0,493,0,9369,0.12,0.34
Bell Pepper,2001,9797,0,9797,0,0,490,0,9307,0.12,0.33
Bell Pepper,2002,10162,0,10162,0,0,508,0,9654,0.12,0.33
Bell Pepper,2003,10325,0,10325,0,0,516,0,9809,0.12,0.33
Bell Pepper,2004,10790,0,10790,0,0,540,0,10251,0.12,0.34
Bell Pepper,2005,10951,0,10951,0,0,548,0,10403,0.12,0.33
Bell Pepper,2006,11614,0,11614,0,0,581,0,11033,0.13,0.35
Bell Pepper,2007,12118,0,12118,0,0,606,0,11512,0.13,0.36
Bell Pepper,2008,12740,0,12740,0,0,637,0,12103,0.13,0.37
Bell Pepper,2009,12496,0,12496,0,0,625,0,11871,0.13,0.36
Bell Pepper,2010,12956,0,12956,0,0,648,0,12308,0.13,0.36
Bell Pepper,2011,12943,0,12943,0,0,647,0,12296,0.13,0.36
Bell Pepper,2012,12724,0,12724,0,0,636,0,12088,0.13,0.34
Bell Pepper,2013,13009,0,13009,0,0,650,0,12359,0.13,0.34
Bell Pepper,2014,13180,0,13180,0,0,659,0,12521,0.13,0.34
Bell Pepper,2015,13088,0,13088,0,0,654,0,12434,0.12,0.34
Bell Pepper,2016,12994,0,12994,0,0,650,0,12344,0.12,0.33
Bell Pepper,2017,13739,0,13739,0,0,687,0,13052,0.13,0.34
Bell Pepper,2018,13613,0,13613,0,0,681,0,12932,0.12,0.34
Bell Pepper,2019,13952,0,13952,0,0,698,0,13255,0.12,0.34
Black Pepper,1990,2787,0,2787,20,0,138,0,2629,0.04,0.12
Black Pepper,1991,4136,245,4381,1,0,219,0,4161,0.07,0.18
Black Pepper,1992,4430,3,4433,0,0,222,0,4211,0.07,0.18
Black Pepper,1993,4349,5,4354,1,0,218,0,4135,0.06,0.17
Black Pepper,1994,2808,49,2857,4,0,143,0,2710,0.04,0.11
Black Pepper,1995,2664,5,2669,b/,0,133,0,2536,0.04,0.1
Black Pepper,1996,4899,10,4909,1,0,245,0,4663,0.07,0.18
Black Pepper,1997,4581,30,4611,26,0,229,0,4356,0.06,0.17
Black Pepper,1998,4467,43,4510,623,0,194,0,3693,0.05,0.14
Black Pepper,1999,4537,1,4538,449,0,204,0,3885,0.05,0.14
Black Pepper,2000,4541,0,4541,133,0,220,0,4188,0.05,0.15
Black Pepper,2001,4720,54,4774,17,0,238,0,4519,0.06,0.16
Black Pepper,2002,4693,0,4693,1,0,235,0,4457,0.06,0.15
Black Pepper,2003,4588,625,5213,b/,0,261,0,4952,0.06,0.17
Black Pepper,2004,4547,153,4700,16,0,234,0,4450,0.05,0.15
Black Pepper,2005,4418,141,4559,38,0,226,0,4295,0.05,0.14
Black Pepper,2006,3678,b/,3678,3,0,184,0,3491,0.04,0.11
Black Pepper,2007,3270,4,3274,b/,0,164,0,3110,0.04,0.1
Black Pepper,2008,3426,825,4251,25,0,211,0,4015,0.04,0.12
Black Pepper,2009,3432,1452,4884,20,0,243,0,4621,0.05,0.14
Black Pepper,2010,3348,2021,5369,15,0,268,0,5086,0.05,0.15
Black Pepper,2011,3370,2037,5407,78,0,266,0,5063,0.05,0.15
Black Pepper,2012,3248,1689,4937,21,0,246,0,4670,0.05,0.13
Black Pepper,2013,2716,2118,4834,1072,0,188,0,3574,0.04,0.1
Black Pepper,2014,2563,1640,4203,470,0,187,0,3546,0.04,0.1
Black Pepper,2015,1847,3160,5007,781,0,211,0,4015,0.04,0.11
Black Pepper,2016,1436,3366,4802,55,0,237,0,4510,0.04,0.12
Black Pepper,2017,1369,4032,5400,79,0,266,0,5056,0.05,0.13
Black Pepper,2018,1308,4943,6251,14,0,312,0,5925,0.06,0.15
Black Pepper,2019,1132,5520,6652,51,0,330,0,6271,0.06,0.16
Broccoli,1990,197,0,197,0,0,16,0,181,0,0.01
Broccoli,1991,930,0,930,0,0,74,0,856,0.01,0.04
Broccoli,1992,2766,0,2766,0,0,221,0,2545,0.04,0.11
Broccoli,1993,1689,0,1689,0,0,135,0,1554,0.02,0.07
Broccoli,1994,1291,0,1291,0,0,103,0,1188,0.02,0.05
Broccoli,1995,2126,0,2126,0,0,170,0,1956,0.03,0.08
Broccoli,1996,1680,0,1680,0,0,134,0,1546,0.02,0.06
Broccoli,1997,1709,0,1709,0,0,137,0,1572,0.02,0.06
Broccoli,1998,1562,0,1562,0,0,125,0,1437,0.02,0.05
Broccoli,1999,1616,0,1616,0,0,129,0,1487,0.02,0.05
Broccoli,2000,1571,0,1571,0,0,126,0,1445,0.02,0.05
Broccoli,2001,1607,0,1607,0,0,129,0,1478,0.02,0.05
Broccoli,2002,1634,0,1634,0,0,131,0,1503,0.02,0.05
Broccoli,2003,1669,0,1669,0,0,134,0,1535,0.02,0.05
Broccoli,2004,1757,0,1757,0,0,141,0,1616,0.02,0.05
Broccoli,2005,2072,0,2072,0,0,166,0,1906,0.02,0.05
Broccoli,2006,2265,0,2265,0,0,181,0,2084,0.02,0.05
Broccoli,2007,2370,160,2530,0,0,202,0,2328,0.03,0.08
Broccoli,2008,2602,98,2700,13,0,215,0,2472,0.03,0.08
Broccoli,2009,2685,114,2799,b/,0,224,0,2575,0.03,0.08
Broccoli,2010,2699,207,2906,0,0,232,0,2674,0.03,0.08
Broccoli,2011,2881,118,2999,0,0,240,0,2759,0.03,0.08
Broccoli,2012,2994,107,3101,0,0,248,0,2853,0.03,0.08
Broccoli,2013,3026,10,3036,0,0,243,0,2793,0.03,0.08
Broccoli,2014,3064,13,3077,b/,0,246,0,2831,0.03,0.08
Broccoli,2015,2911,17,2928,0,0,234,0,2694,0.03,0.08
Broccoli,2016,2859,40,2899,0,0,232,0,2667,0.03,0.07
Broccoli,2017,3159,143,3302,0,0,264,0,3038,0.03,0.08
Broccoli,2018,2906,169,3075,0,0,246,0,2829,0.03,0.07
Broccoli,2019,3246,347,3594,b/,0,287,0,3306,0.03,0.08
Cabbage,1990,117202,b/,117202,0,32,9376,0,107794,1.75,4.8
Cabbage,1991,170941,1,170942,10,41,13675,0,157217,2.5,6.85
Cabbage,1992,150784,81,150865,0,37,12069,0,138758,2.16,5.92
Cabbage,1993,155095,2,155097,65,38,12403,0,142591,2.18,5.97
Cabbage,1994,151340,b/,151340,72,40,12101,0,139127,2.03,5.55
Cabbage,1995,129989,2,129991,0,32,10399,0,119560,1.75,4.79
Cabbage,1996,98072,2,98074,0,29,7846,0,90199,1.29,3.53
Cabbage,1997,95859,0,95859,33,29,7666,0,88131,1.23,3.37
Cabbage,1998,85842,5,85847,0,28,6868,0,78952,1.08,2.96
Cabbage,1999,87472,237,87709,0,28,7017,0,80664,1.08,2.96
Cabbage,2000,87576,1,87577,0,28,7006,0,80543,1.05,2.88
Cabbage,2001,89542,36,89578,0,29,7166,0,82383,1.06,2.9
Cabbage,2002,91368,69,91437,0,29,7315,0,84093,1.06,2.9
Cabbage,2003,91982,83,92065,0,29,7365,0,84671,1.04,2.86
Cabbage,2004,92782,2,92784,0,29,7423,0,85333,1.03,2.83
Cabbage,2005,91439,2,91441,237,27,7296,0,83880,0.98,2.7
Cabbage,2006,91243,0,91243,0,27,7299,0,83916,0.96,2.64
Cabbage,2007,123443,0,123443,6,31,9875,0,113531,1.28,3.51
Cabbage,2008,128865,0,128865,0,32,10309,0,118524,1.31,3.59
Cabbage,2009,124712,0,124712,0,31,9977,0,114704,1.26,3.45
Cabbage,2010,128964,0,128964,0,32,10317,0,118615,1.27,3.49
Cabbage,2011,125309,0,125309,4,32,10024,0,115249,1.22,3.33
Cabbage,2012,126381,0,126381,0,32,10110,0,116239,1.2,3.3
Cabbage,2013,127463,0,127463,0,31,10197,0,117235,1.19,3.27
Cabbage,2014,127986,0,127986,0,31,10239,0,117716,1.18,3.23
Cabbage,2015,125752,0,125752,0,30,10060,0,115662,1.14,3.12
Cabbage,2016,123080,1,123081,0,30,9846,0,113205,1.1,3
Cabbage,2017,122474,0,122474,b/,29,9798,0,112647,1.08,2.96
Cabbage,2018,120656,0,120656,b/,29,9652,0,110974,1.05,2.87
Cabbage,2019,128050,0,128050,0,29,10244,0,117777,1.1,3.01
Carrots,1990,36985,9,36994,0,0,2960,0,34034,0.55,1.51
Carrots,1991,37511,1,37512,0,0,3001,0,34511,0.55,1.51
Carrots,1992,32790,8,32798,0,0,2624,0,30174,0.47,1.29
Carrots,1993,31850,3,31853,0,0,2548,0,29305,0.45,1.23
Carrots,1994,29882,6,29888,0,0,2391,0,27497,0.4,1.1
Carrots,1995,31953,5,31958,0,0,2557,0,29401,0.43,1.18
Carrots,1996,34204,7,34211,0,0,2737,0,31474,0.45,1.23
Carrots,1997,33733,30,33763,0,0,2701,0,31062,0.43,1.18
Carrots,1998,32387,6,32393,0,0,2591,0,29802,0.41,1.12
Carrots,1999,33849,18,33867,0,0,2709,0,31158,0.42,1.15
Carrots,2000,34600,57,34657,0,0,2773,0,31884,0.42,1.15
Carrots,2001,33793,32,33825,0,0,2706,0,31119,0.4,1.1
Carrots,2002,34512,647,35159,0,0,2813,0,32346,0.41,1.12
Carrots,2003,34666,1347,36013,0,0,2881,0,33132,0.41,1.12
Carrots,2004,35784,353,36137,51,0,2887,0,33199,0.4,1.1
Carrots,2005,35418,22,35440,0,0,2835,0,32605,0.38,1.04
Carrots,2006,35694,1,35695,0,0,2856,0,32839,0.38,1.04
Carrots,2007,65024,2,65026,0,0,5202,0,59824,0.68,1.86
Carrots,2008,68366,6,68372,0,0,5470,0,62902,0.7,1.92
Carrots,2009,68328,137,68465,0,0,5477,0,62988,0.69,1.89
Carrots,2010,72109,40,72149,0,0,5772,0,66377,0.71,1.95
Carrots,2011,67162,50,67212,0,0,5377,0,61835,0.65,1.78
Carrots,2012,68454,10,68464,0,0,5477,0,62987,0.65,1.78
Carrots,2013,68111,25,68136,0,0,5451,0,62685,0.64,1.75
Carrots,2014,68342,12,68354,2,0,5468,0,62884,0.63,1.73
Carrots,2015,67037,b/,67037,0,0,5363,0,61674,0.61,1.67
Carrots,2016,65987,2,65989,0,0,5279,0,60710,0.59,1.61
Carrots,2017,65219,7,65226,0,0,5218,0,60008,0.58,1.58
Carrots,2018,64896,16,64911,0,0,5193,0,59718,0.56,1.55
Carrots,2019,65070,158,65228,0,0,5218,0,60009,0.56,1.53
Cauliflower,1990,3282,0,3282,0,1,263,0,3018,0.05,0.14
Cauliflower,1991,3196,0,3196,0,1,256,0,2939,0.05,0.14
Cauliflower,1992,4441,0,4441,0,1,355,0,4084,0.06,0.16
Cauliflower,1993,4961,0,4961,0,1,397,0,4563,0.07,0.19
Cauliflower,1994,5735,0,5735,0,2,459,0,5274,0.08,0.22
Cauliflower,1995,6302,0,6302,0,2,504,0,5796,0.08,0.22
Cauliflower,1996,10696,0,10696,0,4,856,0,9837,0.14,0.38
Cauliflower,1997,11623,0,11623,0,3,930,0,10690,0.15,0.41
Cauliflower,1998,11875,0,11875,0,3,950,0,10922,0.15,0.41
Cauliflower,1999,11999,0,11999,0,3,960,0,11036,0.15,0.41
Cauliflower,2000,12180,0,12180,0,4,974,0,11202,0.15,0.41
Cauliflower,2001,12298,0,12298,0,4,984,0,11311,0.15,0.41
Cauliflower,2002,12284,0,12284,0,4,983,0,11298,0.14,0.38
Cauliflower,2003,12324,0,12324,0,4,986,0,11334,0.14,0.38
Cauliflower,2004,12007,0,12007,0,4,961,0,11042,0.13,0.36
Cauliflower,2005,10641,0,10641,0,4,851,0,9786,0.11,0.3
Cauliflower,2006,10489,0,10489,0,4,839,0,9646,0.11,0.3
Cauliflower,2007,10148,70,10218,0,4,817,0,9397,0.11,0.3
Cauliflower,2008,10758,92,10850,0,4,868,0,9978,0.11,0.3
Cauliflower,2009,10559,26,10585,0,4,847,0,9734,0.11,0.3
Cauliflower,2010,11102,34,11136,0,4,891,0,10241,0.11,0.3
Cauliflower,2011,11583,5,11588,0,4,927,0,10657,0.11,0.3
Cauliflower,2012,11636,6,11642,0,4,931,0,10707,0.11,0.3
Cauliflower,2013,11782,14,11796,0,4,944,0,10848,0.11,0.3
Cauliflower,2014,11739,14,11753,0,4,940,0,10809,0.11,0.3
Cauliflower,2015,11865,1,11866,0,4,949,0,10913,0.11,0.3
Cauliflower,2016,11641,3,11645,b/,4,932,0,10709,0.1,0.28
Cauliflower,2017,12061,34,12095,0,4,968,0,11123,0.11,0.29
Cauliflower,2018,11328,64,11392,0,4,911,0,10477,0.1,0.27
Cauliflower,2019,11553,57,11610,0,4,929,0,10677,0.1,0.27
Celery,1990,3849,0,3849,0,0,308,0,3541,0.06,0.16
Celery,1991,5846,0,5846,0,0,468,0,5378,0.09,0.23
Celery,1992,8994,7,9001,0,0,720,0,8281,0.13,0.35
Celery,1993,6885,19,6904,0,0,552,0,6352,0.1,0.27
Celery,1994,6242,18,6260,0,0,501,0,5759,0.08,0.23
Celery,1995,3859,24,3883,0,0,311,0,3572,0.05,0.14
Celery,1996,3642,21,3663,0,0,293,0,3370,0.05,0.13
Celery,1997,3675,33,3708,0,0,297,0,3411,0.05,0.13
Celery,1998,3400,22,3422,0,0,274,0,3148,0.04,0.12
Celery,1999,3541,8,3549,0,0,284,0,3265,0.04,0.12
Celery,2000,3494,17,3511,0,0,281,0,3230,0.04,0.12
Celery,2001,3530,24,3554,0,0,284,0,3270,0.04,0.11
Celery,2002,3549,6,3555,0,0,284,0,3271,0.04,0.11
Celery,2003,3641,2,3643,0,0,291,0,3352,0.04,0.11
Celery,2004,3703,12,3715,0,0,297,0,3418,0.04,0.11
Celery,2005,3666,26,3692,0,0,295,0,3397,0.04,0.11
Celery,2006,3775,4,3779,0,0,302,0,3477,0.04,0.11
Celery,2007,3864,1,3865,0,0,309,0,3556,0.04,0.11
Celery,2008,4075,5,4080,0,0,326,0,3754,0.04,0.11
Celery,2009,4105,16,4121,b/,0,330,0,3791,0.04,0.11
Celery,2010,3959,31,3990,0,0,319,0,3671,0.04,0.11
Celery,2011,3566,15,3581,0,0,286,0,3295,0.03,0.08
Celery,2012,3425,7,3432,0,0,275,0,3157,0.03,0.08
Celery,2013,3463,3,3466,0,0,277,0,3189,0.03,0.08
Celery,2014,3400,0,3400,0,0,272,0,3128,0.03,0.08
Celery,2015,3317,b/,3317,0,0,265,0,3052,0.03,0.08
Celery,2016,3290,5,3294,0,0,264,0,3031,0.03,0.08
Celery,2017,3437,1,3438,0,0,275,0,3163,0.03,0.08
Celery,2018,3418,36,3453,0,0,276,0,3177,0.03,0.08
Celery,2019,3491,75,3566,0,0,285,0,3280,0.03,0.08
Chayote,1990,28470,0,28470,0,7,2278,0,26186,0.43,1.17
Chayote,1991,31219,0,31219,0,7,2498,0,28715,0.46,1.25
Chayote,1992,31222,0,31222,0,7,2498,0,28717,0.45,1.22
Chayote,1993,33071,0,33071,0,7,2646,0,30418,0.46,1.27
Chayote,1994,40874,0,40874,0,8,3270,0,37597,0.55,1.5
Chayote,1995,39260,0,39260,0,9,3141,0,36111,0.53,1.45
Chayote,1996,42886,0,42886,0,9,3431,0,39446,0.56,1.54
Chayote,1997,44090,0,44090,0,9,3527,0,40553,0.57,1.55
Chayote,1998,38523,0,38523,0,9,3082,0,35433,0.48,1.33
Chayote,1999,38876,0,38876,0,9,3110,0,35756,0.48,1.31
Chayote,2000,38027,0,38027,0,10,3042,0,34975,0.46,1.25
Chayote,2001,39264,0,39264,0,10,3141,0,36113,0.46,1.27
Chayote,2002,74164,0,74164,0,20,5933,0,68211,0.86,2.35
Chayote,2003,73910,0,73910,0,20,5913,0,67978,0.84,2.3
Chayote,2004,75560,0,75560,0,23,6045,0,69492,0.84,2.3
Chayote,2005,75700,0,75700,0,22,6056,0,69622,0.82,2.25
Chayote,2006,78102,0,78102,0,21,6248,0,71833,0.83,2.27
Chayote,2007,79407,0,79407,0,24,6353,0,73030,0.82,2.25
Chayote,2008,83739,0,83739,0,24,6699,0,77016,0.85,2.33
Chayote,2009,82675,0,82675,0,24,6614,0,76037,0.84,2.3
Chayote,2010,89736,0,89736,0,23,7179,0,82534,0.89,2.44
Chayote,2011,85396,0,85396,0,24,6832,0,78540,0.83,2.27
Chayote,2012,83727,0,83727,0,23,6698,0,77006,0.8,2.19
Chayote,2013,83097,0,83097,0,23,6648,0,76426,0.78,2.14
Chayote,2014,81576,0,81576,0,23,6526,0,75027,0.75,2.05
Chayote,2015,80851,0,80851,0,23,6468,0,74360,0.73,2
Chayote,2016,74566,0,74566,0,22,5965,0,68578,0.66,1.82
Chayote,2017,73068,0,73068,0,22,5845,0,67200,0.65,1.77
Chayote,2018,71601,0,71601,0,22,5728,0,65851,0.62,1.71
Chayote,2019,76924,0,76924,0,23,6154,0,70748,0.66,1.81
Cucumber,1990,5472,0,5472,0,4,438,0,5030,0.08,0.22
Cucumber,1991,6108,0,6108,0,4,489,0,5615,0.09,0.24
Cucumber,1992,6767,0,6767,0,4,541,0,6222,0.1,0.27
Cucumber,1993,6249,0,6249,0,4,500,0,5745,0.09,0.24
Cucumber,1994,6941,0,6941,0,4,555,0,6382,0.09,0.25
Cucumber,1995,6806,20,6826,0,4,546,0,6276,0.09,0.25
Cucumber,1996,8764,0,8764,0,5,701,0,8058,0.12,0.32
Cucumber,1997,8488,0,8488,0,5,679,0,7804,0.11,0.3
Cucumber,1998,9125,0,9125,0,5,730,0,8390,0.11,0.31
Cucumber,1999,9292,0,9292,0,5,743,0,8543,0.11,0.31
Cucumber,2000,8845,0,8845,0,5,708,0,8132,0.11,0.29
Cucumber,2001,8618,1,8619,0,5,689,0,7924,0.1,0.28
Cucumber,2002,8995,0,8995,0,5,720,0,8270,0.1,0.28
Cucumber,2003,9128,4,9132,0,5,731,0,8396,0.1,0.28
Cucumber,2004,9540,0,9540,0,6,763,0,8771,0.11,0.3
Cucumber,2005,9226,b/,9226,0,6,738,0,8482,0.1,0.27
Cucumber,2006,9719,0,9719,0,6,778,0,8935,0.1,0.27
Cucumber,2007,10873,104,10977,0,6,878,0,10093,0.11,0.3
Cucumber,2008,11432,b/,11432,2,6,914,0,10510,0.12,0.33
Cucumber,2009,11845,0,11845,b/,6,948,0,10891,0.12,0.33
Cucumber,2010,11766,0,11766,0,6,941,0,10819,0.12,0.33
Cucumber,2011,11640,0,11640,b/,6,931,0,10703,0.11,0.3
Cucumber,2012,11792,0,11792,b/,6,943,0,10843,0.11,0.3
Cucumber,2013,12540,0,12540,0,7,1003,0,11530,0.12,0.33
Cucumber,2014,12802,0,12802,0,7,1024,0,11771,0.12,0.33
Cucumber,2015,12905,0,12905,b/,7,1032,0,11866,0.12,0.33
Cucumber,2016,13146,0,13146,380,7,1021,0,11738,0.11,0.31
Cucumber,2017,13290,2,13292,b/,7,1063,0,12222,0.12,0.32
Cucumber,2018,13444,3,13447,b/,7,1076,0,12364,0.12,0.32
Cucumber,2019,13628,b/,13628,b/,7,1090,0,12532,0.12,0.32
Eggplant,1990,112704,0,112704,0,34,9016,0,103653,1.69,4.62
Eggplant,1991,104040,0,104040,0,30,8323,0,95686,1.52,4.17
Eggplant,1992,110451,0,110451,0,33,8836,0,101582,1.58,4.33
Eggplant,1993,111672,0,111672,0,37,8934,0,102702,1.57,4.3
Eggplant,1994,123471,0,123471,0,37,9878,0,113556,1.65,4.53
Eggplant,1995,130702,0,130702,0,37,10456,0,120209,1.76,4.82
Eggplant,1996,157603,0,157603,0,38,12608,0,144957,2.07,5.68
Eggplant,1997,195032,0,195032,0,40,15603,0,179390,2.51,6.87
Eggplant,1998,163833,0,163833,0,34,13107,0,150693,2.06,5.64
Eggplant,1999,159744,0,159744,0,41,12780,0,146924,1.97,5.39
